CODIGO_IES;NOME_IES;SIGLA_IES;TIPO_CATEGORIA_ADM;TIPO_ORG_ACADEMICA;REGIAO;UF;CODIGO_MUNICIPIO
1;UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;Pública Federal;Universidade;Centro-Oeste;Mato Grosso;5103403
2;UNIVERSIDADE DE BRASÍLIA;UNB;Pública Federal;Universidade;Centro-Oeste;Distrito Federal;5300108
3;UNIVERSIDADE FEDERAL DE SERGIPE;UFS;Pública Federal;Universidade;Nordeste;Sergipe;2806701
4;UNIVERSIDADE FEDERAL DO AMAZONAS;UFAM;Pública Federal;Universidade;Norte;Amazonas;1302603
6;UNIVERSIDADE FEDERAL DE OURO PRETO;UFOP;Pública Federal;Universidade;Sudeste;Minas Gerais;3146107
10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;PUCPR;Privada sem fins lucrativos;Universidade;Sul;Paraná;4106902
11;UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;Privada sem fins lucrativos;Universidade;Nordeste;Pernambuco;2611606
13;UNIVERSIDADE DE CAXIAS DO SUL;UCS;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4305108
14;UNIVERSIDADE DO VALE DO RIO DOS SINOS;UNISINOS;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4318705
18;UNIVERSIDADE CATÓLICA DE PELOTAS;UCPEL;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4314407
19;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;PUC-CAMPINAS;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3509502
20;UNIVERSIDADE DE PASSO FUNDO;UPF;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4314100
21;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4314902
19229;FACULDADE PRESBITERIANA MACKENZIE BRASILIA;FPMB;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
353;FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ;FEMPAR;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4106902
22;UNIVERSIDADE PRESBITERIANA MACKENZIE;MACKENZIE;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3550308
195;FACULDADE PRESBITERIANA MACKENZIE RIO;;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
23;UNIVERSIDADE FEEVALE;FEEVALE;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4313409
24;UNIVERSIDADE ESTADUAL DE SANTA CRUZ;UESC;Pública Estadual;Universidade;Nordeste;Bahia;2913606
26;ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS;ENCE;Pública Federal;Faculdade;Sudeste;Rio de Janeiro;3304557
27;UNIVERSIDADE VALE DO RIO VERDE;UNINCOR;Privada sem fins lucrativos;Universidade;Sudeste;Minas Gerais;3169307
29;UNIVERSIDADE ESTADUAL DO CEARÁ;UECE;Pública Estadual;Universidade;Nordeste;Ceará;2304400
30;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;UNIFENAS;Privada sem fins lucrativos;Universidade;Sudeste;Minas Gerais;3101607
32;UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;Pública Estadual;Universidade;Nordeste;Alagoas;2704302
18817;Faculdade de Tecnologia de São Roque;FATEC-SR;Pública Estadual;Faculdade;Sudeste;São Paulo;3550605
4024;FACULDADE DE TECNOLOGIA DE MOCOCA;FATEC;Pública Estadual;Faculdade;Sudeste;São Paulo;3530508
18049;Faculdade de Tecnologia de Taubaté;FATEC TAUBATÉ;Pública Estadual;Faculdade;Sudeste;São Paulo;3554102
19501;Faculdade de Tecnologia Sebrae;FATEC SEBRAE;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
19864;Faculdade de Tecnologia de Itapira;FATEC Itapira;Pública Estadual;Faculdade;Sudeste;São Paulo;3522604
24672;FACULDADE DE TECNOLOGIA DE MATÃO;;Pública Estadual;Faculdade;Sudeste;São Paulo;3529302
23438;Faculdade de Tecnologia de Araras;;Pública Estadual;Faculdade;Sudeste;São Paulo;3503307
967;FACULDADE DE TECNOLOGIA DE TAQUARITINGA;FATEC/TQ;Pública Estadual;Faculdade;Sudeste;São Paulo;3553708
15581;Faculdade de Tecnologia de São José dos Campos - Jessen Vidal;FATECSJCAMPOS;Pública Estadual;Faculdade;Sudeste;São Paulo;3549904
15695;Faculdade de Tecnologia Dom Amaury Castanho;Fatec Itu;Pública Estadual;Faculdade;Sudeste;São Paulo;3523909
37;FACULDADE DE TECNOLOGIA DE JAHU;FATEC-JAHU;Pública Estadual;Faculdade;Sudeste;São Paulo;3525300
15585;Faculdade de Tecnologia Santo André;FATEC-SA;Pública Estadual;Faculdade;Sudeste;São Paulo;3547809
19578;Faculdade de Tecnologia de Cotia;FATEC COTIA;Pública Estadual;Faculdade;Sudeste;São Paulo;3513009
15714;Fatec Arthur Azevedo - Mogi Mirim;FATECMM;Pública Estadual;Faculdade;Sudeste;São Paulo;3530805
4023;FACULDADE DE TECNOLOGIA DE MAUÁ;FATEC MAUÁ;Pública Estadual;Faculdade;Sudeste;São Paulo;3529401
5627;FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE;FATEC;Pública Estadual;Faculdade;Sudeste;São Paulo;3541406
15715;FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA;FATEC LINS;Pública Estadual;Faculdade;Sudeste;São Paulo;3527108
15682;Faculdade de Tecnologia de Piracicaba;Fatec Piracicaba;Pública Estadual;Faculdade;Sudeste;São Paulo;3538709
15746;Faculdade de Tecnologia do Ipiranga;FATECIPI;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
15696;Faculdade de Tecnologia de Sertãozinho;FATEC SERTÃOZINHO;Pública Estadual;Faculdade;Sudeste;São Paulo;3551702
33;FACULDADE DE TECNOLOGIA DE SOROCABA;FATEC SO;Pública Estadual;Faculdade;Sudeste;São Paulo;3552205
15709;Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar;Fatec Osasco;Pública Estadual;Faculdade;Sudeste;São Paulo;3534401
15753;FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL;FATEC JBL;Pública Estadual;Faculdade;Sudeste;São Paulo;3524303
23459;Faculdade de Tecnologia de Adamantina;;Pública Estadual;Faculdade;Sudeste;São Paulo;3500105
15803;FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO;FATEC TATUÍ;Pública Estadual;Faculdade;Sudeste;São Paulo;3554003
15757;Faculdade de Tecnologia de Barueri;Fatec Barueri;Pública Estadual;Faculdade;Sudeste;São Paulo;3505708
4025;FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO;FATECRP;Pública Estadual;Faculdade;Sudeste;São Paulo;3549805
15639;Faculdade de Tecnologia de Itaquaquecetuba;Fatec Itaqua;Pública Estadual;Faculdade;Sudeste;São Paulo;3523107
4021;FACULDADE DE TECNOLOGIA DE GARÇA;FATECGA;Pública Estadual;Faculdade;Sudeste;São Paulo;3516705
17942;Faculdade de Tecnologia do Tatuapé;FATEC-TT;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
19739;Faculdade de Tecnologia de Campinas;FATEC CAMPINAS;Pública Estadual;Faculdade;Sudeste;São Paulo;3509502
15687;Faculdade de Tecnologia de Pindamonhangaba;FATEC PI;Pública Estadual;Faculdade;Sudeste;São Paulo;3538006
15784;Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia;Fatec Marilia;Pública Estadual;Faculdade;Sudeste;São Paulo;3529005
15693;Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende;Fatec - Itapetininga;Pública Estadual;Faculdade;Sudeste;São Paulo;3522307
23705;FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA;;Pública Estadual;Faculdade;Sudeste;São Paulo;3516408
19500;Faculdade de Tecnologia de São Carlos;FATEC São Carlo;Pública Estadual;Faculdade;Sudeste;São Paulo;3548906
16410;Faculdade de Tecnologia de Catanduva;FATEC Catanduva;Pública Estadual;Faculdade;Sudeste;São Paulo;3511102
15576;Faculdade de Tecnologia de Mogi das Cruzes;FATEC-MC;Pública Estadual;Faculdade;Sudeste;São Paulo;3530607
36;FACULDADE DE TECNOLOGIA RUBENS LARA;FATEC-BS;Pública Estadual;Faculdade;Sudeste;São Paulo;3548500
19862;Faculdade de Tecnologia Jorge Caram Sabbag;FATEC Bebedouro;Pública Estadual;Faculdade;Sudeste;São Paulo;3506102
15769;Faculdade de Tecnologia de Jales;Fatec Jales;Pública Estadual;Faculdade;Sudeste;São Paulo;3524808
17952;Faculdade de Tecnologia de Jacareí;FATEC Jacareí;Pública Estadual;Faculdade;Sudeste;São Paulo;3524402
15745;Faculdade de Tecnologia de São Caetano do Sul;FATEC SCS;Pública Estadual;Faculdade;Sudeste;São Paulo;3548807
15708;Faculdade de Tecnologia Dr. Thomaz Novelino;FATEC Franca;Pública Estadual;Faculdade;Sudeste;São Paulo;3516200
15704;Faculdade de Tecnologia de Capão Bonito;FATEC-CB;Pública Estadual;Faculdade;Sudeste;São Paulo;3510203
15793;Faculdade de Tecnologia de São Sebastião;Fatec SS;Pública Estadual;Faculdade;Sudeste;São Paulo;3550704
16395;Faculdade de Tecnologia de Carapicuiba;FATEC;Pública Estadual;Faculdade;Sudeste;São Paulo;3510609
18099;Faculdade de Tecnologia de Diadema Luigi Papaiz;FATEC DIADEMA;Pública Estadual;Faculdade;Sudeste;São Paulo;3513801
15697;Faculdade de Tecnologia de Araçatuba;FATEC Araçatuba;Pública Estadual;Faculdade;Sudeste;São Paulo;3502804
35;FACULDADE DE TECNOLOGIA DE AMERICANA;FATEC-AM;Pública Estadual;Faculdade;Sudeste;São Paulo;3501608
15689;Faculdade de Tecnologia de Bauru;FATEC;Pública Estadual;Faculdade;Sudeste;São Paulo;3506003
4022;FACULDADE DE TECNOLOGIA DE JUNDIAÍ;FATEC/JD;Pública Estadual;Faculdade;Sudeste;São Paulo;3525904
15680;Fatec Cruzeiro - Prof. Waldomiro May;;Pública Estadual;Faculdade;Sudeste;São Paulo;3513405
15752;Faculdade de Tecnologia de Guarulhos;FATEC GR;Pública Estadual;Faculdade;Sudeste;São Paulo;3518800
4020;FACULDADE DE TECNOLOGIA DE BOTUCATU;FATEC BT;Pública Estadual;Faculdade;Sudeste;São Paulo;3507506
23700;Faculdade de Tecnologia de Ferraz de Vasconcelos;;Pública Estadual;Faculdade;Sudeste;São Paulo;3515707
1583;FACULDADE DE TECNOLOGIA DE INDAIATUBA;FATEC-ID;Pública Estadual;Faculdade;Sudeste;São Paulo;3520509
17953;Faculdade de Tecnologia de Pompeia - Shunji Nishimura;FATEC Pompeia;Pública Estadual;Faculdade;Sudeste;São Paulo;3540002
19863;Faculdade de Tecnologia de Assis;FATEC Assis;Pública Estadual;Faculdade;Sudeste;São Paulo;3504008
4926;FACULDADE DE TECNOLOGIA DE PRAIA GRANDE;FATECPG;Pública Estadual;Faculdade;Sudeste;São Paulo;3541000
22939;Faculdade de Tecnologia de Araraquara;FATEC ARQ;Pública Estadual;Faculdade;Sudeste;São Paulo;3503208
1584;FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ;FATEC GT;Pública Estadual;Faculdade;Sudeste;São Paulo;3518404
5633;FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA;;Pública Estadual;Faculdade;Sudeste;São Paulo;3507605
4026;FACULDADE DE TECNOLOGIA ZONA LESTE;FATEC-ZL;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
17977;Faculdade de Tecnologia de Itaquera;FATEC ITAQUERA;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
23867;Faculdade de Tecnologia de Sumaré;Fatec de Sumaré;Pública Estadual;Faculdade;Sudeste;São Paulo;3552403
22319;Faculdade de Tecnologia de Itatiba;Fatec Itatiba;Pública Estadual;Faculdade;Sudeste;São Paulo;3523404
5099;FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO;FATEC-SB;Pública Estadual;Faculdade;Sudeste;São Paulo;3548708
34;FACULDADE DE TECNOLOGIA DE SÃO PAULO;FATEC-SP;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
15688;FACULDADE DE TECONOLOGIA DA ZONA SUL;FATEC ZONASUL;Pública Estadual;Faculdade;Sudeste;São Paulo;3550308
21713;Faculdade de Tecnologia - Fatec de Ribeirão Preto;;Pública Estadual;Faculdade;Sudeste;São Paulo;3543402
20478;Faculdade de Tecnologia de Santana de Parnaíba;FATEC-SPB;Pública Estadual;Faculdade;Sudeste;São Paulo;3547304
1874;FACULDADE DE TECNOLOGIA DE OURINHOS;FATEC;Pública Estadual;Faculdade;Sudeste;São Paulo;3534708
38;UNIVERSIDADE DO ESTADO DO PARÁ;UEPA;Pública Estadual;Universidade;Norte;Pará;1501402
40;UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;Pública Estadual;Universidade;Nordeste;Bahia;2927408
9;UNIVERSIDADE ESTADUAL DE LONDRINA;UEL;Pública Estadual;Universidade;Sul;Paraná;4113700
730;UNIVERSIDADE ESTADUAL DE PONTA GROSSA;UEPG;Pública Estadual;Universidade;Sul;Paraná;4119905
18492;Universidade Estadual do Paraná;UNESPAR;Pública Estadual;Universidade;Sul;Paraná;4118402
609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ;UNIOESTE;Pública Estadual;Universidade;Sul;Paraná;4104808
1126;UNIVERSIDADE ESTADUAL DO CENTRO OESTE;UNICENTRO;Pública Estadual;Universidade;Sul;Paraná;4109401
57;UNIVERSIDADE ESTADUAL DE MARINGÁ;UEM;Pública Estadual;Universidade;Sul;Paraná;4115200
43;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;UDESC;Pública Estadual;Universidade;Sul;Santa Catarina;4205407
1869;CENTRO UNIVERSITÁRIO DE ITAJUBÁ;FEPI;Privada sem fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3132404
47;UNIVERSIDADE ESTADUAL DE GOIÁS;UEG;Pública Estadual;Universidade;Centro-Oeste;Goiás;5201108
149;FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO;FAMERP;Pública Estadual;Faculdade;Sudeste;São Paulo;3549805
59;FACULDADE DE DIREITO DE FRANCA;FDF;Pública Municipal;Faculdade;Sudeste;São Paulo;3516200
1870;FACULDADES INTEGRADAS REGIONAIS DE AVARÉ;FIRA;Pública Municipal;Faculdade;Sudeste;São Paulo;3504503
3641;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS;UNIFEB;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3505500
67;ESCOLA DE ENGENHARIA DE PIRACICABA;EEP/FUMEP;Pública Municipal;Faculdade;Sudeste;São Paulo;3538709
68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS;FAFIPE;Pública Municipal;Faculdade;Sudeste;São Paulo;3537305
71;UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE;UERN;Pública Estadual;Universidade;Nordeste;Rio Grande do Norte;2408003
4356;FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES;FACIP;Especial;Faculdade;Nordeste;Pernambuco;2610004
72;FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL;FAMASUL;Especial;Faculdade;Nordeste;Pernambuco;2610004
73;CENTRO DE ENSINO SUPERIOR DE ARCOVERDE;CESA;Especial;Faculdade;Nordeste;Pernambuco;2601201
4858;ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE;ESSA;Especial;Faculdade;Nordeste;Pernambuco;2601201
76;UNIVERSIDADE REGIONAL DE BLUMENAU;FURB;Pública Municipal;Universidade;Sul;Santa Catarina;4202404
78;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE;FAFIA;Pública Municipal;Faculdade;Sudeste;Espírito Santo;3200201
79;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA;IMES CATANDUVA;Pública Municipal;Faculdade;Sudeste;São Paulo;3511102
80;CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ;UNIDAVI;Privada sem fins lucrativos;Centro Universitário;Sul;Santa Catarina;4214805
81;UNIVERSIDADE DA REGIÃO DE JOINVILLE;UNIVILLE;Privada sem fins lucrativos;Universidade;Sul;Santa Catarina;4209102
82;UNIVERSIDADE DO OESTE DE SANTA CATARINA;UNOESC;Privada sem fins lucrativos;Universidade;Sul;Santa Catarina;4209003
1783;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS;FACISA;Privada sem fins lucrativos;Faculdade;Sul;Santa Catarina;4219705
83;UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;Privada sem fins lucrativos;Universidade;Sul;Santa Catarina;4208203
84;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ;FAFIMA;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3302403
5671;CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA;;Privada sem fins lucrativos;Centro Universitário;Sudeste;Rio de Janeiro;3302205
87;CENTRO UNIVERSITÁRIO DE BRUSQUE;UNIFEBE;Privada sem fins lucrativos;Centro Universitário;Sul;Santa Catarina;4202909
18874;FACULDADE RAIMUNDO MARINHO DE PENEDO;;Privada sem fins lucrativos;Faculdade;Nordeste;Alagoas;2706703
5228;FACULDADE RAIMUNDO MARINHO;FRM;Privada sem fins lucrativos;Faculdade;Nordeste;Alagoas;2704302
3974;UNIVERSIDADE DE RIO VERDE;FESURV;Pública Municipal;Universidade;Centro-Oeste;Goiás;5218805
94;ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ;ESEFJ;Pública Municipal;Faculdade;Sudeste;São Paulo;3525904
93;FACULDADE DE MEDICINA DE JUNDIAÍ;FMJ;Pública Municipal;Faculdade;Sudeste;São Paulo;3525904
95;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ;UVA;Pública Estadual;Universidade;Nordeste;Ceará;2312908
3972;CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO;CESEP;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3139003
3488;Centro de Ensino Superior de Conselheiro Lafaiete;CES-CL;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3118304
99;FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE;FDCL;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3118304
1575;CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;UNIARAXÁ;Privada sem fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3104007
107;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;Pública Federal;Universidade;Sudeste;Minas Gerais;3162500
1844;FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA;FISMA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3502101
1623;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA;FCAA;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3502101
4962;CENTRO UNIVERSITÁRIO DE SETE LAGOAS;UNIFEMM;Privada sem fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3167202
1418;CENTRO UNIVERSITÁRIO TOLEDO;UNITOLEDO;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3502804
1569;FACULDADES INTEGRADAS DE ARARAQUARA;FIAR;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3503208
124;UNIVERSIDADE DE ARARAQUARA;UNIARA;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3503208
125;CENTRO UNIVERSITÁRIO DE ARARAS -;UNAR;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3503307
126;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES;INATEL;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3159605
5312;Centro Universitário UNIFAAT;UNIFAAT;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3504107
5394;INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI;FENORD;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3168606
2575;FACULDADES INTEGRADAS SOARES DE OLIVEIRA;FISO;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3505500
2774;Centro Universitário UNIFAFIBE;FAFIBE;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3506102
137;CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO;UNISAGRADO;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3506003
138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;CBM;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3543402
22116;Faculdade de Miguel Pereira;FAMIPE;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3302908
22917;FACULDADE DE CIÊNCIAS MÉDICAS DE MARICÁ;;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3302700
140;UNIVERSIDADE DE VASSOURAS;;Privada sem fins lucrativos;Universidade;Sudeste;Rio de Janeiro;3306206
141;FACULDADE DE DIREITO DE VARGINHA - FADIVA;FADIVA;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3170701
143;UNIVERSIDADE DE UBERABA;UNIUBE;Privada sem fins lucrativos;Universidade;Sudeste;Minas Gerais;3170107
144;FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA;FACHO;Privada sem fins lucrativos;Faculdade;Nordeste;Pernambuco;2609600
1129;CENTRO UNIVERSITÁRIO DO NORTE PAULISTA;UNORP;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3549805
150;UNIVERSIDADE DE SOROCABA;UNISO;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3552205
2129;ESCOLA DE ECONOMIA DE SÃO PAULO;EESP;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
3614;ESCOLA DE CIÊNCIAS SOCIAIS;;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
2591;EPGE Escola Brasileira de Economia e Finanças;FGV EPGE;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
1851;ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS;EBAPE;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
13695;ESCOLA DE MATEMÁTICA APLICADA;EMAp-FGV;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
21952;FGV / Escola de Relações Internacionais;FGV/RI;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
151;ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO;FGV-EAESP;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
2128;Escola de Direito de São Paulo - FGV DIREITO SP;FGV DIREITO SP;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
2126;ESCOLA DE DIREITO DO RIO DE JANEIRO;DIREITO RIO;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
1363;FACULDADE VISCONDE DE CAIRÚ;FAVIC;Privada sem fins lucrativos;Faculdade;Nordeste;Bahia;2927408
152;FACULDADE DE CIÊNCIAS CONTÁBEIS;FACIC;Privada sem fins lucrativos;Faculdade;Nordeste;Bahia;2927408
1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Pública Estadual;Universidade;Sudeste;Minas Gerais;3106200
1557;UNIVERSIDADE FUMEC;FUMEC;Privada sem fins lucrativos;Universidade;Sudeste;Minas Gerais;3106200
158;CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO;CBM-UniCBE;Privada sem fins lucrativos;Centro Universitário;Sudeste;Rio de Janeiro;3304557
159;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU;FAFICA;Privada sem fins lucrativos;Faculdade;Nordeste;Pernambuco;2604106
160;FACULDADE FRASSINETTI DO RECIFE;FAFIRE;Privada sem fins lucrativos;Faculdade;Nordeste;Pernambuco;2611606
162;CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO;FEBASP;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3550308
862;FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE;FESCG;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso do Sul;5002704
1486;FACULDADE ESTÁCIO DE SÁ DE VITÓRIA;FESV;Privada com fins lucrativos;Faculdade;Sudeste;Espírito Santo;3205309
1496;FACULDADE ESTÁCIO DE SÁ DE VILA VELHA;FESVV;Privada com fins lucrativos;Faculdade;Sudeste;Espírito Santo;3205200
1509;Centro Universitário Estácio de Belo Horizonte - Estácio BH;ESTÁCIO BH;Privada com fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3106200
1659;FACULDADE ESTÁCIO DE SÁ DE OURINHOS;FAESO;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3534708
22191;Faculdade Estácio de Jaraguá do Sul;Estácio Jaraguá;Privada com fins lucrativos;Faculdade;Sul;Santa Catarina;4208906
1986;CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA;;Privada com fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3136702
163;UNIVERSIDADE ESTÁCIO DE SÁ;UNESA;Privada com fins lucrativos;Universidade;Sudeste;Rio de Janeiro;3304557
22076;Faculdade Estácio de Alagoinhas;;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2900702
2501;FACULDADE ESTÁCIO DE SÁ DE GOIÁS;FESGO;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5208707
1510;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;;Privada com fins lucrativos;Centro Universitário;Sul;Santa Catarina;4216602
1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;CEUNSP;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3545209
165;UNIVERSIDADE VEIGA DE ALMEIDA;UVA;Privada com fins lucrativos;Universidade;Sudeste;Rio de Janeiro;3304557
166;FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO, TECNOLOGIA E EDUCAÇÃO;;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3159605
167;UNIVERSIDADE METODISTA DE SÃO PAULO;UMESP;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3548708
171;FACULDADE DE DIREITO DO SUL DE MINAS;FDSM;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3152501
1586;UNIVERSIDADE DO VALE DO SAPUCAÍ;UNIVÁS;Privada sem fins lucrativos;Universidade;Sudeste;Minas Gerais;3152501
176;UNIVERSIDADE CASTELO BRANCO;UCB;Privada sem fins lucrativos;Universidade;Sudeste;Rio de Janeiro;3304557
3753;FACULDADES INTEGRADAS DOM PEDRO II;DOMPEDRO;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3549805
