CODIGO_IES;NOME_IES;SIGLA_IES;TIPO_CATEGORIA_ADM;TIPO_ORG_ACADEMICA;REGIAO;UF;CODIGO_MUNICIPIO
526;CENTRO UNIVERSITÁRIO BRAZ CUBAS;;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3530607
527;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE GOIÁS;PUC GOIÁS;Privada sem fins lucrativos;Universidade;Centro-Oeste;Goiás;5208707
528;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PUC-RIO;Privada sem fins lucrativos;Universidade;Sudeste;Rio de Janeiro;3304557
530;FACULDADE DE MÚSICA DO ESPÍRITO SANTO;FAMES;Pública Estadual;Faculdade;Sudeste;Espírito Santo;3205309
3515;CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO;UNIVISA;Privada sem fins lucrativos;Centro Universitário;Nordeste;Pernambuco;2616407
532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL;UNIJUI;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4310207
533;FACULDADES INTEGRADAS DE ITAPETININGA;FII;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3522307
534;ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA;EBMSP;Privada sem fins lucrativos;Faculdade;Nordeste;Bahia;2927408
535;CENTRO UNIVERSITÁRIO DE MANDAGUARI - UNIMAN;FAFIMAN;Pública Municipal;Faculdade;Sul;Paraná;4114203
546;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PUCSP;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3550308
161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;UNIFAI;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3550308
547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;UERJ;Pública Estadual;Universidade;Sudeste;Rio de Janeiro;3304557
549;UNIVERSIDADE FEDERAL DO ACRE;UFAC;Pública Federal;Universidade;Norte;Acre;1200401
550;UNIVERSIDADE ESTADUAL DA PARAÍBA;UEPB;Pública Estadual;Universidade;Nordeste;Paraíba;2504009
3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Privada sem fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3113404
555;UNIVERSIDADE DE FORTALEZA;UNIFOR;Privada sem fins lucrativos;Universidade;Nordeste;Ceará;2304400
568;UNIVERSIDADE ESTADUAL DO MARANHÃO;UEMA;Pública Estadual;Universidade;Nordeste;Maranhão;2111300
4016;INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS;INES;Pública Federal;Faculdade;Sudeste;Rio de Janeiro;3304557
602;INSTITUTO TECNOLÓGICO DE AERONÁUTICA;ITA;Pública Federal;Faculdade;Sudeste;São Paulo;3549904
605;UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;USCS;Pública Municipal;Universidade;Sudeste;São Paulo;3548807
607;FACULDADE DE CIÊNCIAS CONTÁBEIS E ADMINISTRATIVAS DE CACHOEIRO DO ITAPEMIRIM;FACCACI;Privada sem fins lucrativos;Faculdade;Sudeste;Espírito Santo;3201209
606;FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM;FDCI;Privada sem fins lucrativos;Faculdade;Sudeste;Espírito Santo;3201209
608;"ESCOLA SUPERIOR DE CRUZEIRO ""PREFEITO HAMILTON VIEIRA MENDES""";ESEFIC;Pública Municipal;Faculdade;Sudeste;São Paulo;3513405
3514;FACULDADE DE CIÊNCIAS GERENCIAIS ALVES FORTES;FACE - ALFOR;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3101508
4219;INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY;ISEFOR;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3101508
615;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS PROFESSORA NAIR FORTES ABU-MERHY;FAFI - PRONAFOR;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3101508
3516;FACULDADE DE CIÊNCIAS DA SAÚDE ARCHIMEDES THEODORO;FAC - SAUDE ARTHE;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3101508
3432;FACULDADES INTEGRADAS DE CIÊNCIAS HUMANAS, SAÚDE E EDUCAÇÃO DE GUARULHOS;FG;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3518800
1043;CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMINIO OMETTO;FHO;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3503307
17224;Faculdade Cesmac do Sertão;CESMAC Sertão;Privada sem fins lucrativos;Faculdade;Nordeste;Alagoas;2706307
621;CENTRO UNIVERSITÁRIO CESMAC;CESMAC;Privada sem fins lucrativos;Centro Universitário;Nordeste;Alagoas;2704302
17226;Faculdade Cesmac do Agreste;CESMAC Agreste;Privada sem fins lucrativos;Faculdade;Nordeste;Alagoas;2700300
622;FACULDADES INTEGRADAS SILVA E SOUZA;FAU;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
1497;FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO;FASC;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3546405
1070;FACULDADE CNEC UNAÍ;;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3170404
1084;CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES;;Privada sem fins lucrativos;Centro Universitário;Sul;Rio Grande do Sul;4302105
2334;FACULDADE CNEC RIO DAS OSTRAS;;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304524
626;CENTRO UNIVERSITÁRIO CENECISTA DE OSÓRIO;UNICNEC;Privada sem fins lucrativos;Centro Universitário;Sul;Rio Grande do Sul;4313508
1655;FACULDADE CENECISTA DE SETE LAGOAS;FCSL;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3167202
2084;FACULDADE CNEC NOVA PETRÓPOLIS;;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4313201
631;FACULDADE CNEC FARROUPILHA;;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4307906
1530;Faculdade CNEC Joinville;;Privada sem fins lucrativos;Faculdade;Sul;Santa Catarina;4209102
1506;Faculdade CNEC Itajaí;;Privada sem fins lucrativos;Faculdade;Sul;Santa Catarina;4208203
627;FACULDADE CNEC VARGINHA;;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3170701
625;FACULDADE CENECISTA DE CAPIVARI;FACECAP;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3510401
1231;FACULDADE CNEC SANTO ÂNGELO;;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4317509
14383;Faculdade CNEC de Educação de Uberaba;FACEUB;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3170107
1417;FACULDADE CNEC CAMPO LARGO;;Privada sem fins lucrativos;Faculdade;Sul;Paraná;4104204
2184;FACULDADE CNEC GRAVATAÍ;;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4309209
1156;FACULDADE CNEC ITABORAÍ;;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3301900
5599;LIBERTAS - FACULDADES INTEGRADAS;LIBERTAS;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3164704
634;UNIVERSIDADE FEDERAL DE PELOTAS;UFPEL;Pública Federal;Universidade;Sul;Rio Grande do Sul;4314407
636;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;ESPM;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
1327;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE;ESPM - POA;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4314902
944;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO;ESPM;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
637;FACULDADE DE ENGENHARIA SÃO PAULO;FESP;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
638;FACULDADE DE DIREITO MILTON CAMPOS;FDMC;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3144805
1201;FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;FAMC;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3144805
640;FACULDADES INTEGRADAS MARIA THEREZA;FAMATH;Privada com fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3303302
2676;FACULDADE LA SALLE;;Privada sem fins lucrativos;Faculdade;Norte;Amazonas;1302603
12338;FACULDADE DE TECNOLOGIA LA SALLE - ESTRELA;FACSALLE;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4307807
641;UNIVERSIDADE LA SALLE;UNILASALLE;Privada sem fins lucrativos;Universidade;Sul;Rio Grande do Sul;4304606
1936;CENTRO UNIVERSITÁRIO LA SALLE;UNILASALLE - LUCAS;Privada sem fins lucrativos;Centro Universitário;Centro-Oeste;Mato Grosso;5105259
1042;UNIVERSIDADE POSITIVO;UP;Privada com fins lucrativos;Universidade;Sul;Paraná;4106902
17138;Centro Universitário - Católica de Santa Catarina em Joinville;Católica em Joinvile;Privada sem fins lucrativos;Centro Universitário;Sul;Santa Catarina;4209102
645;Centro Universitário - Católica de Santa Catarina em Jaraguá do Sul;Católica em Jaraguá;Privada sem fins lucrativos;Centro Universitário;Sul;Santa Catarina;4208906
648;FACULDADES ASSOCIADAS DE UBERABA - FAZU;FAZU;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3170107
649;CENTRO UNIVERSITÁRIO DE UNIÃO DA VITÓRIA;UNIUV;Pública Municipal;Centro Universitário;Sul;Paraná;4128203
657;FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA;FAFOPST;Especial;Faculdade;Nordeste;Pernambuco;2613909
17775;Faculdade de Ciências da Saúde de Serra Talhada;FACISST;Especial;Faculdade;Nordeste;Pernambuco;2613909
15410;Faculdade de Ciencias Humanas e Sociais de Serra Talhada;FACHUSST;Especial;Faculdade;Nordeste;Pernambuco;2613909
661;FACULDADE PIO DÉCIMO;FPD;Privada com fins lucrativos;Faculdade;Nordeste;Sergipe;2800308
663;UNIVERSIDADE SALGADO DE OLIVEIRA;UNIVERSO;Privada sem fins lucrativos;Universidade;Sudeste;Rio de Janeiro;3304904
142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Privada sem fins lucrativos;Centro Universitário;Sudeste;Minas Gerais;3170206
664;UNIVERSIDADE VILA VELHA;UVV;Privada sem fins lucrativos;Universidade;Sudeste;Espírito Santo;3205200
665;UNIVERSIDADE DE TAUBATÉ;UNITAU;Pública Municipal;Universidade;Sudeste;São Paulo;3554102
666;UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;Pública Estadual;Universidade;Nordeste;Bahia;2910800
668;CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS;CIESA;Privada com fins lucrativos;Centro Universitário;Norte;Amazonas;1302603
669;UNIVERSIDADE NILTON LINS;UNINILTONLINS;Privada sem fins lucrativos;Universidade;Norte;Amazonas;1302603
2468;INSTITUTO TEOLÓGICO FRANCISCANO;ITF;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3303906
670;UNIVERSIDADE SÃO FRANCISCO;USF;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3507605
672;CENTRO UNIVERSITÁRIO FACENS;UniFACENS;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3552205
4429;CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL;;Privada sem fins lucrativos;Centro Universitário;Centro-Oeste;Mato Grosso do Sul;5002704
673;CENTRO UNIVERSITÁRIO DA GRANDE DOURADOS;UNIGRAN;Privada sem fins lucrativos;Centro Universitário;Centro-Oeste;Mato Grosso do Sul;5003702
674;CENTRO DE ENSINO SUPERIOR DO VALE SÃO FRANCISCO;CESVASF;Especial;Faculdade;Nordeste;Pernambuco;2601607
1356;CENTRO UNIVERSITÁRIO DE SANTA FÉ DO SUL;UNIFUNEC;Pública Municipal;Centro Universitário;Sudeste;São Paulo;3546603
677;FACULDADE DE REABILITAÇÃO DA ASCE;FRASCE;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
5439;CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS;UNICEPLAC;Privada com fins lucrativos;Centro Universitário;Centro-Oeste;Distrito Federal;5300108
4218;FACULDADE PEDRO LEOPOLDO;FPL;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3149309
1840;FACULDADE CASTELO BRANCO;FCB;Privada sem fins lucrativos;Faculdade;Sudeste;Espírito Santo;3201506
685;FACULDADE DO BELO JARDIM;FBJ;Especial;Faculdade;Nordeste;Pernambuco;2601706
686;FACULDADE DE CIÊNCIAS APLICADAS DE LIMOEIRO;FACAL;Especial;Faculdade;Nordeste;Pernambuco;2608909
688;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;UESB;Pública Estadual;Universidade;Nordeste;Bahia;2933307
5285;FACULDADES INTEGRADAS DE TAQUARA;FACCAT;Privada sem fins lucrativos;Faculdade;Sul;Rio Grande do Sul;4321204
692;FACULDADE DE CIÊNCIAS APLICADAS E SOCIAIS DE PETROLINA;FACAPE;Especial;Faculdade;Nordeste;Pernambuco;2611101
693;UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO;UNIRIO;Pública Federal;Universidade;Sudeste;Rio de Janeiro;3304557
694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL;UFMS;Pública Federal;Universidade;Centro-Oeste;Mato Grosso do Sul;5002704
701;FACULDADES INTEGRADAS DE GARANHUNS;FACIGA;Especial;Faculdade;Nordeste;Pernambuco;2606002
702;FACULDADE  DE CIÊNCIAS E TECNOLOGIA PROFESSOR DIRSON MACIEL DE BARROS;FADIMAB;Especial;Faculdade;Nordeste;Pernambuco;2606200
704;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ARARIPINA;FACIAGRA;Especial;Faculdade;Nordeste;Pernambuco;2601102
703;FACULDADE DE FORMAÇÃO DE PROFESSORES DE ARARIPINA;FAFOPA;Especial;Faculdade;Nordeste;Pernambuco;2601102
705;CENTRO UNIVERSITÁRIO SÃO JOSÉ;UNISJ;Privada sem fins lucrativos;Centro Universitário;Sudeste;Rio de Janeiro;3304557
706;FACULDADE DE ARTES DULCINA DE MORAES;FADM;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Distrito Federal;5300108
1692;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA;ESPF;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3540705
707;CENTRO UNIVERSITÁRIO CENTRAL PAULISTA;UNICEP;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3548906
1437;ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;ESRC;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3543907
712;CENTRO UNIVERSITÁRIO IBMR;;Privada com fins lucrativos;Centro Universitário;Sudeste;Rio de Janeiro;3304557
715;FAE CENTRO UNIVERSITÁRIO;;Privada sem fins lucrativos;Centro Universitário;Sul;Paraná;4106902
716;FACULDADES INTEGRADAS DE BOTUCATU;;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3507506
718;UNIVERSIDADE POTIGUAR;UNP;Privada com fins lucrativos;Universidade;Nordeste;Rio Grande do Norte;2408102
719;Universidade do Estado de Mato Grosso Carlos Alberto Reyes Maldonado - UNEMAT;UNEMAT;Pública Estadual;Universidade;Centro-Oeste;Mato Grosso;5102504
720;FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DO CABO DE SANTO AGOSTINHO;FACHUCA;Pública Municipal;Faculdade;Nordeste;Pernambuco;2602902
724;Centro Universitário FACEX;UNIFACEX;Privada sem fins lucrativos;Centro Universitário;Nordeste;Rio Grande do Norte;2408102
727;FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO;FASF;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3138807
375;UNIVERSIDADE SANTO AMARO;UNISA;Privada sem fins lucrativos;Universidade;Sudeste;São Paulo;3550308
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS;FIFE;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3515509
734;FACULDADES INTEGRADAS MARIA IMACULADA;FIMI;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3530706
739;CENTRO UNIVERSITÁRIO SÃO CAMILO - ESPÍRITO SANTO;SÃO CAMILO-ES;Privada sem fins lucrativos;Centro Universitário;Sudeste;Espírito Santo;3201209
737;CENTRO UNIVERSITÁRIO SÃO CAMILO;SAO CAMILO;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3550308
1904;FACULDADE SÃO CAMILO;FASC;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
744;FACULDADE DE ANICUNS;FA;Pública Municipal;Faculdade;Centro-Oeste;Goiás;5201306
745;INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE SÃO MANUEL;IMESSM;Pública Municipal;Faculdade;Sudeste;São Paulo;3550100
746;UNIVERSIDADE REGIONAL DO CARIRI;URCA;Pública Estadual;Universidade;Nordeste;Ceará;2304202
749;CENTRO DE ENSINO SUPERIOR DO VALE DO PARNAÍBA;CESVALE;Privada sem fins lucrativos;Faculdade;Nordeste;Piauí;2211001
750;UNIVERSIDADE DE GURUPI;UnirG;Pública Municipal;Universidade;Norte;Tocantins;1709500
752;FACULDADE DE PARÁ DE MINAS;FAPAM;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3147105
753;FACULDADE DE CIÊNCIAS HUMANAS DO SERTÃO CENTRAL;FACHUSC;Especial;Faculdade;Nordeste;Pernambuco;2612208
755;CENTRO DE ENSINO SUPERIOR DE JATAÍ;CESUT;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5211909
756;UNIVERSIDADE ESTADUAL DO PIAUÍ;UESPI;Pública Estadual;Universidade;Nordeste;Piauí;2211001
760;FACULDADE DE CIÊNCIAS HUMANAS DE PERNAMBUCO;FCHPE;Privada com fins lucrativos;Faculdade;Nordeste;Pernambuco;2611606
763;INSTITUTO UNIFICADO DE ENSINO SUPERIOR OBJETIVO;IUESO;Privada com fins lucrativos;Faculdade;Centro-Oeste;Goiás;5208707
3787;FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA;FESAM;Privada com fins lucrativos;Faculdade;Norte;Amapá;1600303
3783;FACULDADE PARAENSE DE ENSINO;FAPEN;Privada com fins lucrativos;Faculdade;Norte;Pará;1501402
3778;FACULDADE DE ARACAJU;FACAR;Privada com fins lucrativos;Faculdade;Nordeste;Sergipe;2800308
1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN;UNIPLAN;Privada com fins lucrativos;Centro Universitário;Centro-Oeste;Distrito Federal;5300108
2911;FACULDADE PAN AMAZÔNICA;FAPAN;Privada com fins lucrativos;Faculdade;Norte;Pará;1501402
2917;FACULDADE BRASIL NORTE;FABRAN;Privada com fins lucrativos;Faculdade;Norte;Amapá;1600303
2248;FACULDADE SERGIPANA;FASER;Privada com fins lucrativos;Faculdade;Nordeste;Sergipe;2800308
764;FACULDADE PINHEIRO GUIMARÃES;FAPG;Privada sem fins lucrativos;Faculdade;Sudeste;Rio de Janeiro;3304557
1187;CENTRO UNIVERSITÁRIO MÓDULO;MÓDULO;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3510500
11645;FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA;FAEV;Privada sem fins lucrativos;Faculdade;Norte;Rondônia;1100304
4255;FACULDADES INTEGRADAS DE CACOAL;UNESC;Privada sem fins lucrativos;Faculdade;Norte;Rondônia;1100049
12758;FACULDADE DE EDUCAÇÃO E CULTURA DE PORTO VELHO;FAEC-PVH;Privada sem fins lucrativos;Faculdade;Norte;Rondônia;1100205
789;UNIVERSIDADE FEDERAL DE RORAIMA;UFRR;Pública Federal;Universidade;Norte;Roraima;1400100
790;Faculdade Israelita de Ciências da Saúde Albert Einstein;FICSAE;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3550308
3985;CENTRO UNIVERSITÁRIO SENAC;SENACSP;Privada sem fins lucrativos;Centro Universitário;Sudeste;São Paulo;3550308
792;CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ;CESUPA;Privada sem fins lucrativos;Centro Universitário;Norte;Pará;1501402
1817;Faculdade Estácio de Curitiba;ESTÁCIO CURITIBA;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
22202;Faculdade Estácio de Juazeiro;EstácioJuazeiro;Privada com fins lucrativos;Faculdade;Nordeste;Bahia;2918407
793;Centro Universitário Estácio de São Paulo;ESTÁCIO SÃO PAULO;Privada com fins lucrativos;Centro Universitário;Sudeste;São Paulo;3550308
4009;FACULDADE DE TECNOLOGIA ESTÁCIO DE CURITIBA;FATEC ESTÁC CURITIBA;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
1547;FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE;ESTÁCIO FMJ;Privada com fins lucrativos;Faculdade;Nordeste;Ceará;2307304
3779;FACULDADE ESTÁCIO DE SANTO ANDRÉ;ESTÁCIO SANTO ANDRÉ;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3547809
2460;FACULDADE ESTÁCIO DE NATAL;ESTÁCIO DE NATAL;Privada com fins lucrativos;Faculdade;Nordeste;Rio Grande do Norte;2408102
1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;ESTÁCIO EUROPAN;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3513009
1280;Faculdade Estácio Cotia;Estácio FAAC;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3513009
2380;Faculdade Estácio do Amapá - Estácio Amapá;ESTÁCIO AMAPÁ;Privada com fins lucrativos;Faculdade;Norte;Amapá;1600303
2122;CENTRO UNIVERSITÁRIO ESTÁCIO DE SERGIPE;;Privada com fins lucrativos;Centro Universitário;Nordeste;Sergipe;2800308
1058;Estácio FIB - Centro Universitário Estácio da Bahia;Estácio FIB;Privada com fins lucrativos;Centro Universitário;Nordeste;Bahia;2927408
1298;Faculdade Estácio de Alagoas - Estácio FAL;ESTÁCIO FAL;Privada com fins lucrativos;Faculdade;Nordeste;Alagoas;2704302
2036;Faculdade Estácio do Pará - Estácio FAP;ESTÁCIO FAP;Privada com fins lucrativos;Faculdade;Norte;Pará;1501402
1077;Centro Universitário Estácio do Recife;;Privada com fins lucrativos;Centro Universitário;Nordeste;Pernambuco;2611606
1107;Centro Universitário Estácio do Ceará;Estácio FIC;Privada com fins lucrativos;Centro Universitário;Nordeste;Ceará;2304400
794;CENTRO UNIVERSITÁRIO DE VÁRZEA GRANDE;UNIVAG;Privada sem fins lucrativos;Centro Universitário;Centro-Oeste;Mato Grosso;5108402
795;FACULDADES INTEGRADAS DE DIAMANTINO;FID;Privada sem fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5103502
796;FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO VALE DO SÃO LOURENÇO;EDUVALE;Privada com fins lucrativos;Faculdade;Centro-Oeste;Mato Grosso;5104807
798;FACULDADES INTEGRADAS DE ARACRUZ;FAACZ;Privada sem fins lucrativos;Faculdade;Sudeste;Espírito Santo;3200607
802;CENTRO UNIVERSITÁRIO UNICARIOCA;UNICARIOCA;Privada sem fins lucrativos;Centro Universitário;Sudeste;Rio de Janeiro;3304557
1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;UNILAGO;Privada sem fins lucrativos;Faculdade;Sudeste;São Paulo;3549805
809;FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE;FADILESTE;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3154150
810;CENTRO TÉCNICO-EDUCACIONAL SUPERIOR DO OESTE PARANAENSE;CTESOP;Privada com fins lucrativos;Faculdade;Sul;Paraná;4102000
14403;FACULDADE CESUMAR;CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
1196;CENTRO UNIVERSITÁRIO DE MARINGÁ - UNICESUMAR;UNICESUMAR;Privada com fins lucrativos;Centro Universitário;Sul;Paraná;4115200
19375;FACULDADES INTEGRADAS CESUMAR;CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4119905
17632;Faculdade CESUMAR de Londrina;FAC-CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4113700
19404;FACULDADES INTEGRADAS CESUMAR DE CURITIBA;CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
19735;FACULDADE RENOVAÇÃO DE LONDRINA;RENOVAÇÃO;Privada com fins lucrativos;Faculdade;Sul;Paraná;4113700
18290;FACULDADE INTEGRADA DE LONDRINA;INTEGRADA;Privada com fins lucrativos;Faculdade;Sul;Paraná;4113700
18147;FACULDADE INTEGRADA DE PONTA GROSSA;INTEGRADA;Privada com fins lucrativos;Faculdade;Sul;Paraná;4119905
18716;FACULDADE DE INOVAÇÃO TECNOLÓGICA DE LONDRINA;FAC-CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4113700
19407;FACULDADES INTEGRADAS CESUMAR DE GUARAPUAVA;CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4109401
19406;FACULDADES INTEGRADAS CESUMAR DE ARAPONGAS;CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4101507
17420;FACULDADE CESUMAR DE PONTA GROSSA;FAC-CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4119905
18714;FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA;FAC-CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4119905
18726;FACULDADE DE INOVAÇÃO TECNOLÓGICA DE CURITIBA;FAC-CESUMAR;Privada com fins lucrativos;Faculdade;Sul;Paraná;4106902
19733;FACULDADE RENOVAÇÃO DE PONTA GROSSA;RENOVAÇÃO;Privada com fins lucrativos;Faculdade;Sul;Paraná;4119905
4396;CENTRO UNIVERSITÁRIO DE MINEIROS;UNIFIMES;Pública Municipal;Centro Universitário;Centro-Oeste;Goiás;5213103
824;CENTRO UNIVERSITÁRIO DE GOIATUBA;UNICERRADO;Pública Municipal;Centro Universitário;Centro-Oeste;Goiás;5209101
825;FACULDADE PRESBITERIANA GAMMON;FAGAMMON;Privada sem fins lucrativos;Faculdade;Sudeste;Minas Gerais;3138203
5670;CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA;UNIVAR;Privada sem fins lucrativos;Centro Universitário;Centro-Oeste;Mato Grosso;5101803
829;UNIVERSIDADE ESTADUAL DO TOCANTINS;UNITINS;Pública Estadual;Universidade;Norte;Tocantins;1721000
830;UNIVERSIDADE FEDERAL DO AMAPÁ;UNIFAP;Pública Federal;Universidade;Norte;Amapá;1600303
831;FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE;FCHVRG;Privada com fins lucrativos;Faculdade;Sudeste;São Paulo;3533908
