CO_UF,CO_MUNICIPIO,IN_CAPITAL,CO_CURSO,IN_AJUDA_DEFICIENTE,IN_MATERIAL_DIGITAL,IN_MATERIAL_AMPLIADO,IN_MATERIAL_TATIL,IN_MATERIAL_IMPRESSO,IN_MATERIAL_AUDIO,IN_MATERIAL_BRAILLE,IN_MATERIAL_LIBRAS,IN_DISCIPLINA_LIBRAS,IN_TRADUTOR_LIBRAS,IN_GUIA_INTERPRETE,IN_RECURSOS_COMUNICACAO,IN_RECURSOS_INFORMATICA,,,
41,4115200,0,3418,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,3419,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4108601,0,3421,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4108601,0,3422,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,19392,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21623,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21624,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21625,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21626,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21627,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21628,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21629,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,21630,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,22005,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,22006,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,22007,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,22658,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,25945,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,34677,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,46742,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4105508,0,58187,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,58188,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4105607,0,58200,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,58202,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,58207,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,58232,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,58238,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4105508,0,58242,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,92099,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,92105,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,92107,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,99368,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,99370,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,99397,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,108090,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,121295,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,121802,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,122892,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4108601,0,150157,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,150158,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,150159,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,150204,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,150205,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,303400,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,303405,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,303407,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,303408,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,303410,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,321624,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,358246,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,399397,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,408090,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1134434,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1147008,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,1147332,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,1148343,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4128104,0,1148389,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,1153285,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,5000538,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,5000539,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,5000540,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,5000542,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4108601,0,5000544,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4115200,0,5000545,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4111506,0,5000546,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4111506,0,5000547,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
41,4111506,0,5000548,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3548708,0,3482,1,0,1,0,0,0,0,0,0,0,0,0,0,,,
35,3516200,0,3484,1,0,1,1,0,1,1,0,0,0,0,1,1,,,
35,3516200,0,3486,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,3487,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,3488,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,50384,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,82459,1,1,1,0,1,0,0,0,1,1,1,1,1,,,
35,3516200,0,82460,1,1,1,0,1,0,0,0,1,1,1,1,1,,,
35,3516200,0,82462,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,97617,1,1,1,1,1,1,1,0,1,1,1,0,1,,,
35,3516200,0,150268,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,1202872,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,1276608,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,1314146,1,1,1,0,1,0,0,0,1,1,1,1,1,,,
35,3516200,0,1367984,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,1419548,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,1485025,1,1,1,0,1,0,0,0,0,1,1,1,1,,,
35,3516200,0,5000586,1,1,1,0,1,0,0,0,1,1,1,1,1,,,
35,3538709,0,3530,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,3531,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,3532,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,18066,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,18966,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,109920,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,113517,0,,,,,,,,,,,,,,,
35,3538709,0,1299293,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3538709,0,1374696,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3537305,0,3536,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,3542,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,70304,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,91890,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,1453563,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,1453564,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,1453565,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3537305,0,1453566,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3558,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3559,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3560,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3561,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3562,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3563,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3564,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3567,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3568,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3569,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3570,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3571,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3572,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3573,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,3574,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2400208,0,18405,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,18407,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409308,0,18408,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409308,0,18410,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,18414,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2400208,0,18416,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2400208,0,18417,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,20933,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,25205,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,30580,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,31505,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,31506,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2400208,0,32162,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2400208,0,34009,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,41013,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2402006,0,49756,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408102,1,57604,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408102,1,57606,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408102,1,57608,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2402303,0,57707,0,,,,,,,,,,,,,,,
24,2408102,1,63288,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,64518,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,65986,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,65987,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,65988,0,,,,,,,,,,,,,,,
24,2400505,0,66193,0,,,,,,,,,,,,,,,
24,2414506,0,66213,0,,,,,,,,,,,,,,,
24,2408003,0,72417,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,72419,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,72429,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,72594,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,72598,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,72602,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2414506,0,80683,0,,,,,,,,,,,,,,,
24,2402006,0,100063,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2402006,0,100071,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2411205,0,100075,0,,,,,,,,,,,,,,,
24,2408300,0,100103,0,,,,,,,,,,,,,,,
24,2408300,0,100105,0,,,,,,,,,,,,,,,
24,2409308,0,100373,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2409407,0,100429,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2401008,0,107491,0,,,,,,,,,,,,,,,
24,2405801,0,107500,0,,,,,,,,,,,,,,,
24,2408003,0,113337,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,117110,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,303567,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,303574,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2401008,0,1147173,1,1,1,1,1,1,1,1,1,1,1,0,1,,,
24,2412500,0,1147177,0,,,,,,,,,,,,,,,
24,2407203,0,1147179,0,,,,,,,,,,,,,,,
24,2400505,0,1158598,0,,,,,,,,,,,,,,,
24,2402303,0,1158599,0,,,,,,,,,,,,,,,
24,2414407,0,1158600,0,,,,,,,,,,,,,,,
24,2409308,0,1208951,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408003,0,1215159,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2408102,1,1313970,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
24,2400208,0,1313979,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1356725,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
26,2610004,0,3601,1,0,0,1,0,0,1,1,1,1,1,0,1,,,
26,2610004,0,3603,1,0,0,1,0,0,1,1,1,1,1,0,1,,,
26,2610004,0,85760,1,0,0,1,0,0,1,1,1,1,1,0,1,,,
26,2610004,0,85762,1,0,0,1,0,0,1,1,1,1,1,0,1,,,
26,2610004,0,85764,1,0,0,1,0,0,1,1,1,1,1,0,1,,,
26,2610004,0,1178271,1,0,0,1,0,0,1,1,1,1,1,0,1,,,
26,2601201,0,3611,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,3612,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,3613,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,3614,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,3615,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,1160932,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,1382951,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,1481756,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
26,2601201,0,1484101,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
35,3549706,0,3622,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
35,3549706,0,3624,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
35,3549706,0,3625,0,,,,,,,,,,,,,,,
35,3549706,0,18088,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
35,3549706,0,18971,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
35,3549706,0,1153349,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
35,3549706,0,1264907,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
35,3549706,0,1475524,0,,,,,,,,,,,,,,,
42,4202404,0,3658,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3659,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3660,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3662,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3663,1,0,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3664,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3668,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3669,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3670,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3671,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3672,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3673,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3674,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3675,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3676,1,1,1,1,1,1,1,0,1,1,0,1,1,,,
42,4202404,0,3677,1,1,0,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3678,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3681,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3683,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,3684,1,1,1,1,1,1,1,1,1,0,0,1,1,,,
42,4202404,0,3685,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,18016,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,18017,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,19452,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,19454,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,20228,0,,,,,,,,,,,,,,,
42,4202404,0,20229,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,21615,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,23123,1,1,1,1,1,1,1,1,1,0,0,0,1,,,
42,4202404,0,34683,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,54172,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,64642,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,64650,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,70777,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,90053,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,118200,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,303662,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,303673,1,1,1,1,1,0,1,1,1,1,0,1,1,,,
42,4202404,0,303674,1,1,1,1,1,1,1,1,1,1,0,0,1,,,
42,4202404,0,1149888,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1172591,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1178043,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1191340,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1206892,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1212035,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1267282,1,1,1,1,1,0,1,1,1,1,0,1,1,,,
42,4202404,0,1267290,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
,,,1309688,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1419803,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4202404,0,1495636,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4206900,0,1495637,0,,,,,,,,,,,,,,,
42,4202909,0,1495726,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4218202,0,1495993,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4218202,0,1496068,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
32,3200201,0,69671,1,0,0,0,0,0,0,0,1,1,0,0,1,,,
32,3200201,0,69673,1,0,0,0,0,0,0,0,1,1,0,0,1,,,
32,3200201,0,69675,1,0,0,0,0,0,0,0,1,1,0,0,1,,,
32,3200201,0,69677,1,0,0,0,0,0,0,0,1,1,0,1,1,,,
32,3200201,0,69679,1,0,0,0,0,0,0,0,1,1,0,1,1,,,
32,3200201,0,91999,1,0,0,0,0,0,0,0,1,1,0,1,1,,,
35,3511102,0,3760,1,0,0,0,0,0,0,0,1,1,0,0,0,,,
35,3511102,0,21511,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
35,3511102,0,21514,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
35,3511102,0,105276,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
35,3511102,0,116596,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
35,3511102,0,150291,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
35,3511102,0,1258695,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
42,4214805,0,3776,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,3777,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4217808,0,20045,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4217808,0,20046,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,20047,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,20048,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,20985,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214003,0,37868,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,37895,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,57470,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,65771,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,67670,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4217808,0,67673,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214003,0,75007,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,84852,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4208500,0,88388,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,384852,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1125576,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1156193,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4208500,0,1190681,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1266142,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1377497,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1385521,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1403945,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1457073,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4214805,0,1457664,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
42,4209102,0,3797,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,3798,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,3800,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,3802,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,3808,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4215802,0,17876,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,17943,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,17944,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4215802,0,17947,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,19121,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,19126,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,20058,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,20059,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4215802,0,20986,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,42055,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,42056,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,56757,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,57444,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,69586,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,85638,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,92151,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,92245,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,103650,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,103782,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4215802,0,117010,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,119426,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,122910,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4215802,0,122912,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,150196,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,150200,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4215802,0,1153104,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,1185978,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,1202576,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,1202581,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,1262472,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4216206,0,1266376,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4209102,0,1358265,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
42,4215802,0,1386445,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1445474,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445477,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445478,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445479,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445481,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445482,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445483,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1445485,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1458695,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1458697,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
,,,1458698,1,1,1,0,1,0,0,0,0,1,1,0,1,,,
,,,1458699,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
42,4209102,0,1483785,1,1,1,1,1,1,1,1,0,1,1,1,1,,,
,,,1484135,1,1,1,1,1,0,0,0,0,0,0,0,1,,,
,,,1484137,1,1,1,0,1,0,0,0,0,1,0,0,1,,,
42,4215802,0,1485174,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,1485615,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4215802,0,1485617,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
42,4209102,0,1536202,1,1,0,0,0,0,0,1,1,1,0,1,1,,,
42,4215802,0,2500116,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
