CO_UF,CO_MUNICIPIO,IN_CAPITAL,CO_CURSO,IN_AJUDA_DEFICIENTE,IN_MATERIAL_DIGITAL,IN_MATERIAL_AMPLIADO,IN_MATERIAL_TATIL,IN_MATERIAL_IMPRESSO,IN_MATERIAL_AUDIO,IN_MATERIAL_BRAILLE,IN_MATERIAL_LIBRAS,IN_DISCIPLINA_LIBRAS,IN_TRADUTOR_LIBRAS,IN_GUIA_INTERPRETE,IN_RECURSOS_COMUNICACAO,IN_RECURSOS_INFORMATICA,,,
23,2305506,0,1258919,1,0,0,0,0,0,0,0,0,0,1,0,0,,,
23,2304202,0,1270734,0,,,,,,,,,,,,,,,
23,2305506,0,1327515,0,,,,,,,,,,,,,,,
23,2305506,0,1327516,0,,,,,,,,,,,,,,,
23,2305506,0,1327517,0,,,,,,,,,,,,,,,
23,2308401,0,1327518,0,,,,,,,,,,,,,,,
23,2308401,0,1327519,0,,,,,,,,,,,,,,,
23,2302701,0,1327522,0,,,,,,,,,,,,,,,
23,2302701,0,1327523,0,,,,,,,,,,,,,,,
23,2302701,0,1327524,0,,,,,,,,,,,,,,,
23,2304202,0,1430231,0,,,,,,,,,,,,,,,
23,2304202,0,5001298,1,0,0,0,0,0,1,0,0,0,0,0,0,,,
23,2304202,0,5001299,1,0,0,0,0,0,1,0,0,0,0,0,0,,,
22,2211001,1,16624,1,0,0,0,0,0,0,0,1,1,0,1,1,,,
22,2211001,1,16625,1,0,0,0,0,0,0,1,1,1,0,1,1,,,
22,2211001,1,92009,1,0,0,1,0,0,0,0,1,1,0,1,1,,,
17,1709500,0,16628,1,1,0,0,1,0,0,0,0,1,0,0,0,,,
17,1709500,0,16629,1,1,0,0,0,0,0,0,0,0,0,0,0,,,
17,1709500,0,16630,1,1,0,1,1,0,1,1,1,1,0,0,1,,,
17,1709500,0,38283,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
17,1709500,0,42068,1,1,1,1,1,1,1,1,1,1,1,0,1,,,
17,1709500,0,50884,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
17,1709500,0,50886,1,1,0,0,0,1,1,0,0,1,0,1,1,,,
17,1709500,0,50888,0,,,,,,,,,,,,,,,
17,1709500,0,50891,1,1,1,1,1,1,1,1,1,0,0,1,1,,,
17,1709500,0,50913,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
17,1709500,0,57849,0,,,,,,,,,,,,,,,
17,1709500,0,57852,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
17,1709500,0,81054,1,1,1,0,1,1,1,1,1,1,0,1,1,,,
17,1709500,0,98134,1,0,0,0,0,0,0,0,1,1,0,0,1,,,
17,1709500,0,1118130,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
17,1709500,0,1293060,1,0,0,0,0,0,0,0,1,0,0,0,1,,,
31,3147105,0,16647,0,,,,,,,,,,,,,,,
31,3147105,0,18737,0,,,,,,,,,,,,,,,
31,3147105,0,54762,0,,,,,,,,,,,,,,,
31,3147105,0,67959,0,,,,,,,,,,,,,,,
31,3147105,0,79351,0,,,,,,,,,,,,,,,
31,3147105,0,1075850,0,,,,,,,,,,,,,,,
31,3147105,0,1076010,0,,,,,,,,,,,,,,,
31,3147105,0,1154340,0,,,,,,,,,,,,,,,
31,3147105,0,1160239,0,,,,,,,,,,,,,,,
31,3147105,0,1184213,0,,,,,,,,,,,,,,,
31,3147105,0,5000213,0,,,,,,,,,,,,,,,
26,2612208,0,16655,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
26,2612208,0,25864,1,0,1,0,1,0,0,1,1,1,1,1,1,,,
26,2612208,0,91825,1,1,1,0,1,0,0,1,0,1,1,1,1,,,
26,2612208,0,111982,1,1,1,0,1,0,0,1,0,1,1,1,1,,,
26,2612208,0,111986,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
26,2612208,0,1149624,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
26,2612208,0,1213916,1,1,1,0,1,0,0,1,0,1,1,1,1,,,
26,2612208,0,1428280,1,0,1,0,1,0,0,1,0,1,1,1,1,,,
52,5205109,0,16663,1,0,0,0,1,0,0,0,1,1,1,0,0,,,
52,5205109,0,16664,1,0,0,0,1,0,0,0,1,1,1,0,0,,,
52,5211909,0,16671,1,1,1,1,1,0,0,0,1,0,0,1,1,,,
52,5211909,0,16672,1,1,1,1,1,0,0,0,1,0,0,1,0,,,
22,2211001,1,16676,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,16677,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,16678,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,16680,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,16682,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,16683,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,16684,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,16687,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,16688,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202901,0,16689,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,18546,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,18547,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,18548,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,18558,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,18559,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,18561,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,18562,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,18563,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,18565,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2210607,0,19016,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,19082,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,19083,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,19084,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,19085,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,19086,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,19090,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,19091,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,19142,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,19146,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202208,0,19152,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207009,0,19191,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,19195,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,20384,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202901,0,20385,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,20387,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,20392,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,21093,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,42963,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,43012,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,43016,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,43020,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,43061,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,43108,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202901,0,43222,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211209,0,43229,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207009,0,43242,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201903,0,43336,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,43463,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2210607,0,43471,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,45304,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202901,0,46320,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,54075,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,62690,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211209,0,62694,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,62702,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,62822,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,62824,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,63064,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,63445,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,63455,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207009,0,63459,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201200,0,71005,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,71011,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202901,0,71019,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71031,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71033,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71035,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71037,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71041,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71043,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,71047,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201903,0,71105,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,71562,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202208,0,84880,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,85150,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207009,0,85226,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,85260,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208007,0,85276,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,85332,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,85380,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,85444,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2210607,0,91903,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201903,0,122166,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2210607,0,122232,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201200,0,122252,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,1121507,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,1151127,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202208,0,1151320,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201200,0,1151322,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201200,0,1151324,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,1151425,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,1151468,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202208,0,1151594,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,1151599,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211209,0,1153461,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,1189699,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,1189700,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203909,0,1189708,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,1189709,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,1189711,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2208403,0,1190145,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,1214129,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,1263648,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,1268558,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207702,0,1268562,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2201200,0,1327224,1,0,0,0,0,0,1,0,0,0,0,0,0,,,
22,2205805,0,1327235,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2202307,0,1327303,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2207801,0,1327311,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,1357856,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2203701,0,1357859,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,1360723,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,1360743,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
22,2211001,1,1369296,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,5001097,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,5001098,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
,,,5001099,1,0,0,0,1,0,0,0,0,0,0,0,0,,,
15,1506807,0,16705,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,16706,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,16707,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,17046,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,17047,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
15,1506807,0,96087,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,96088,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,105968,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,122864,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,122866,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1279550,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1283991,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1321531,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1321534,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1321535,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1322367,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1322549,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1322565,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1323591,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1323593,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1364551,1,0,0,0,0,0,0,0,0,1,1,0,0,,,
15,1506807,0,1383194,1,0,0,0,0,0,0,1,0,0,0,0,0,,,
26,2611606,1,16720,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
26,2611606,1,16721,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
26,2611606,1,18202,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
52,5208707,1,16739,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,16740,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,16741,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
52,5208707,1,18247,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,19582,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,20096,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,20399,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,20460,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,20690,1,1,1,1,1,0,1,1,1,1,0,1,1,,,
52,5208707,1,20721,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,21272,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,46764,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,70044,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,71903,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,72093,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,75505,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
52,5208707,1,1076351,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,1077132,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,1190652,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,1190655,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
52,5208707,1,1280850,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,1332210,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,1332357,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
52,5208707,1,1441096,1,1,1,1,1,1,1,1,1,1,0,1,1,,,
33,3304557,1,31225,1,1,0,1,1,1,0,0,1,0,0,0,1,,,
35,3524402,0,16806,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3524402,0,57670,1,0,0,0,0,0,0,0,1,0,0,0,1,,,
35,3524402,0,58022,1,0,0,0,0,0,0,0,1,0,0,0,1,,,
35,3524402,0,58408,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3524402,0,68205,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3524402,0,99902,1,0,0,0,0,0,0,0,1,0,0,0,1,,,
35,3524402,0,99928,1,0,0,0,0,0,0,0,0,0,0,0,1,,,
35,3524402,0,1100959,1,0,0,0,0,0,0,0,1,0,0,0,1,,,
35,3524402,0,1161033,1,0,0,0,0,0,0,0,1,0,0,0,1,,,
50,5006606,0,18292,1,1,0,0,1,1,0,1,1,1,0,1,1,,,
50,5006606,0,48378,1,1,0,0,1,1,0,1,1,1,0,1,1,,,
51,5103403,1,16817,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16819,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16824,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16825,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16826,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16827,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16828,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16829,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16830,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,16834,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,18471,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,18472,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,18473,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,20178,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,20874,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,46183,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,63828,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,66080,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,71466,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,71469,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,71593,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,72818,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,73072,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,73084,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,73090,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,75096,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,75099,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,87356,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,87358,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,96134,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,101253,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,101257,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,113750,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,115058,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,118380,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1106707,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1116939,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1120548,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1265889,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1266092,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1266093,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1365187,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,1404129,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5103403,1,5001245,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,16859,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,16860,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,49045,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,49094,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,56912,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,108694,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1117810,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1117811,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1205640,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1280518,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1280519,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1280520,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107602,0,1303468,1,1,1,0,1,0,0,1,1,1,1,1,1,,,
51,5107958,0,66893,1,1,1,0,1,1,0,0,1,1,0,1,1,,,
11,1100205,1,16884,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
11,1100205,1,16885,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
11,1100205,1,49065,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
11,1100205,1,49069,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
11,1100205,1,68951,1,0,0,0,0,0,0,0,1,0,0,0,0,,,
14,1400100,1,16888,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16891,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16892,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16895,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16896,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16897,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16898,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16899,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16901,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16902,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16903,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16904,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,16905,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,22532,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,22533,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,22534,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,31229,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,31230,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,68225,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,68226,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,68228,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,69747,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,97021,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,97073,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,98305,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,101121,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,101338,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,118061,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,118064,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,118174,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,118564,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,118566,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,118568,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1129168,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1155347,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1156313,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1161609,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1184530,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1185309,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1185527,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1186099,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1186175,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1186297,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1186746,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1188214,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1259131,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,1276467,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,1466724,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
14,1400100,1,5001023,1,1,1,1,1,1,1,1,1,1,1,1,1,,,
35,3550308,1,16929,0,,,,,,,,,,,,,,,
35,3550308,1,1317634,0,,,,,,,,,,,,,,,
15,1501402,1,17563,1,1,1,0,1,1,0,0,1,0,0,1,1,,,
15,1501402,1,18166,1,1,1,0,1,1,0,0,1,0,0,1,1,,,
