,NUM_CURSOS,CODIGO_IES,TIPO_CATEGORIA_ADM,REGIAO,UF,DEFICIENCIA_FISICA,DEFICIENCIA_AUDITIVA,DEFICIENCIA_VISUAL,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA
1368,11,3194,1,3,12,2.0,0.0,1.0,2.0,0.0,0.8181818181818182,0.5454545454545454,1.0909090909090908,0.5454545454545454,0.5454545454545454
1372,2,3223,3,0,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,1,3230,2,1,4,2.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,4.0
1374,3,3232,1,4,13,0.0,0.0,0.0,1.0,0.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.0,1.0
1375,10,3252,1,0,8,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.1,0.1
1378,34,3279,4,3,12,2.0,6.0,5.0,2.0,0.0,0.35294117647058826,0.38235294117647056,0.4411764705882353,0.2647058823529412,0.2647058823529412
1381,6,3295,2,4,23,0.0,0.0,0.0,1.0,0.0,1.0,1.5,1.3333333333333333,0.6666666666666666,0.6666666666666666
1384,16,3303,2,0,10,4.0,4.0,4.0,88.0,0.0,3.75,5.625,5.0,2.5,2.5
1385,20,3304,1,1,14,5.0,1.0,5.0,0.0,1.0,0.0,0.0,0.4,0.0,0.0
1387,5,3308,2,3,25,1.0,0.0,0.0,0.0,0.0,0.6,1.0,1.2,0.4,0.4
1389,7,3319,1,0,8,1.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.8571428571428571,0.2857142857142857,0.2857142857142857
1391,5,3332,2,3,20,0.0,0.0,0.0,1.0,1.0,0.0,0.2,1.0,0.0,0.0
1392,51,3333,1,4,19,2.0,1.0,0.0,0.0,0.0,0.2352941176470588,0.3725490196078432,0.3137254901960784,0.1568627450980392,0.1568627450980392
1393,55,3336,3,4,19,16.0,2.0,7.0,3.0,1.0,0.10909090909090907,0.21818181818181812,0.12727272727272726,0.07272727272727272,0.07272727272727272
1394,5,3337,1,1,17,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2
1395,18,3339,1,4,19,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.4444444444444444,0.2222222222222222,0.2222222222222222
1398,12,3365,1,1,4,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.16666666666666666
1399,53,3368,2,3,12,1.0,2.0,0.0,6.0,0.0,0.22641509433962265,0.1320754716981132,0.3207547169811321,0.1320754716981132,0.1320754716981132
1400,40,3371,2,3,12,13.0,17.0,13.0,2.0,0.0,3.15,4.725,4.2,2.1,2.1
1401,28,3372,2,3,12,0.0,1.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.10714285714285714,0.10714285714285714,0.10714285714285714
1402,12,3375,1,1,9,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666
1406,1,3389,2,0,8,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,4.0,4.0
1408,16,3396,1,0,6,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,13,3430,2,3,12,0.0,0.0,0.0,1.0,0.0,0.4615384615384616,0.6153846153846154,0.6153846153846154,0.3076923076923077,0.3076923076923077
1415,9,3432,2,3,25,2.0,0.0,0.0,1.0,2.0,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.4444444444444444
1417,2,3436,1,3,25,1.0,0.0,1.0,0.0,0.0,1.5,1.5,1.5,1.0,1.0
1418,9,3437,1,4,23,1.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,1.3333333333333333,0.3333333333333333,0.3333333333333333
1419,19,3443,1,4,19,7.0,6.0,10.0,4.0,0.0,3.1578947368421053,3.3157894736842106,3.736842105263158,2.1052631578947367,2.1052631578947367
1423,8,3495,1,4,23,0.0,0.0,1.0,0.0,0.0,0.25,0.25,0.25,0.125,0.125
1432,1,3523,2,4,19,1.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,4.0,4.0
1433,2,3525,2,3,20,1.0,0.0,0.0,0.0,0.0,2.0,1.5,2.0,1.0,1.0
1434,19,3529,2,3,25,1.0,0.0,1.0,0.0,0.0,0.3157894736842105,0.4736842105263158,0.3684210526315789,0.21052631578947367,0.21052631578947367
1443,1,3585,1,1,16,1.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0
1444,2,3587,2,2,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,38,3588,1,1,4,2.0,0.0,5.0,3.0,0.0,1.5526315789473684,1.5263157894736843,1.8157894736842104,1.0263157894736843,1.0263157894736843
1446,1,3590,1,1,14,1.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,2.0,2.0
1447,27,3602,1,4,13,1.0,0.0,2.0,5.0,0.0,0.8888888888888888,1.3333333333333333,1.1851851851851851,0.5925925925925926,0.5925925925925926
1448,31,3603,1,3,25,30.0,16.0,30.0,8.0,0.0,4.064516129032258,4.064516129032258,5.419354838709676,2.7096774193548385,2.7096774193548385
1452,12,3612,1,3,25,8.0,1.0,3.0,1.0,0.0,2.5,2.5,3.333333333333333,1.6666666666666667,1.6666666666666667
1458,6,3625,1,1,18,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5,0.16666666666666666,0.16666666666666666
1461,4,3644,1,1,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
