,NUM_CURSOS,CODIGO_IES,TIPO_CATEGORIA_ADM,REGIAO,UF,DEFICIENCIA_FISICA,DEFICIENCIA_AUDITIVA,DEFICIENCIA_VISUAL,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA
281,138,578,Nacional,Nordeste,Bahia,41.0,145.0,43.0,3.0,1.0,3.1739130434782608,3.7028985507246377,3.746376811594203,2.115942028985508,2.115942028985508
282,125,579,Nacional,Nordeste,ParaÃ­ba,50.0,26.0,327.0,2.0,5.0,4.064,6.072,5.424,2.704,2.704
283,108,580,Nacional,Nordeste,Pernambuco,98.0,40.0,70.0,17.0,5.0,0.0,0.0,0.6481481481481481,0.0,0.0
284,96,581,Nacional,Sul,Rio Grande do Sul,81.0,33.0,65.0,8.0,3.0,3.5625,4.75,4.15625,2.375,2.375
285,128,582,Nacional,Sul,Rio Grande do Sul,104.0,51.0,74.0,21.0,4.0,3.9375,4.6796875,4.1015625,2.625,2.625
286,125,583,Nacional,Nordeste,CearÃ¡,173.0,94.0,289.0,117.0,14.0,2.12,2.224,2.872,1.4,1.4
287,166,584,Nacional,Centro-Oeste,GoiÃ¡s,99.0,50.0,60.0,28.0,3.0,3.0180722891566263,4.397590361445784,3.909638554216868,1.987951807228916,1.987951807228916
288,133,585,Nacional,Sul,Santa Catarina,84.0,73.0,43.0,45.0,0.0,3.3834586466165413,4.511278195488722,3.947368421052632,2.255639097744361,2.255639097744361
289,191,586,Nacional,Sudeste,Rio de Janeiro,14.0,19.0,19.0,1.0,14.0,0.15706806282722513,0.09424083769633508,0.3664921465968585,0.08376963350785341,0.08376963350785341
290,56,587,Nacional,Nordeste,Pernambuco,80.0,24.0,41.0,16.0,6.0,1.1607142857142858,1.3928571428571428,1.6071428571428572,0.6964285714285714,0.6964285714285714
291,119,588,Nacional,Sul,ParanÃ¡,9.0,7.0,15.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
292,45,589,Nacional,Nordeste,Rio Grande do Norte,22.0,12.0,18.0,3.0,1.0,0.7333333333333333,0.9111111111111112,1.3555555555555556,0.5333333333333333,0.5333333333333333
293,37,590,Nacional,Norte,ParÃ¡,0.0,2.0,1.0,1.0,1.0,0.4864864864864865,0.5135135135135135,0.5405405405405406,0.32432432432432434,0.32432432432432434
294,59,591,Nacional,Sudeste,SÃ£o Paulo,53.0,5.0,10.0,4.0,1.0,1.1694915254237288,1.6440677966101696,1.5932203389830508,0.7457627118644068,0.7457627118644068
295,35,592,Nacional,Sudeste,Minas Gerais,23.0,11.0,29.0,5.0,0.0,4.285714285714286,6.428571428571429,5.7142857142857135,2.8571428571428568,2.8571428571428568
296,35,593,Nacional,Sudeste,Rio de Janeiro,9.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
297,22,594,Nacional,Sudeste,Minas Gerais,7.0,0.0,6.0,0.0,0.0,1.3636363636363635,1.8181818181818181,2.272727272727273,0.9090909090909092,0.9090909090909092
298,34,595,Nacional,Sudeste,Minas Gerais,15.0,12.0,49.0,5.0,0.0,4.235294117647058,4.941176470588236,4.941176470588236,2.8235294117647056,2.8235294117647056
299,52,596,Nacional,Sudeste,Minas Gerais,13.0,6.0,4.0,1.0,1.0,1.0576923076923077,1.1538461538461535,1.1730769230769231,0.6538461538461539,0.6538461538461539
300,28,597,Nacional,Sudeste,Minas Gerais,18.0,2.0,15.0,5.0,0.0,2.7857142857142856,4.035714285714286,3.6428571428571432,2.0357142857142856,2.0357142857142856
301,35,598,Nacional,Sudeste,Minas Gerais,6.0,6.0,14.0,1.0,0.0,1.8,1.8,1.6285714285714286,1.1142857142857143,1.1142857142857143
302,49,599,Nacional,Nordeste,Bahia,24.0,9.0,12.0,9.0,0.0,1.9387755102040816,2.9795918367346936,2.7551020408163267,1.3061224489795915,1.3061224489795915
303,57,600,Nacional,Nordeste,MaranhÃ£o,34.0,10.0,24.0,6.0,1.0,1.8421052631578947,2.2105263157894743,2.543859649122807,1.1403508771929824,1.1403508771929824
304,74,601,Nacional,Sul,Rio Grande do Sul,43.0,22.0,16.0,7.0,2.0,1.4054054054054057,1.7702702702702702,2.054054054054054,0.9054054054054054,0.9054054054054054
306,37,605,Sub-Nacional,Sudeste,SÃ£o Paulo,3.0,0.0,0.0,0.0,0.0,0.40540540540540543,0.5675675675675675,0.4864864864864865,0.2432432432432433,0.2432432432432433
309,4,608,Sub-Nacional,Sudeste,SÃ£o Paulo,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0
310,65,609,Sub-Nacional,Sul,ParanÃ¡,13.0,43.0,19.0,2.0,2.0,1.5538461538461539,2.169230769230769,1.9538461538461536,0.9384615384615383,0.9384615384615383
320,96,634,Nacional,Sul,Rio Grande do Sul,51.0,21.0,45.0,35.0,4.0,1.3333333333333333,3.333333333333333,2.708333333333333,0.6666666666666666,0.6666666666666666
335,33,666,Sub-Nacional,Nordeste,Bahia,15.0,7.0,26.0,14.0,0.0,2.8484848484848486,4.212121212121212,3.5454545454545454,2.121212121212121,2.121212121212121
347,52,688,Sub-Nacional,Nordeste,Bahia,43.0,11.0,38.0,12.0,7.0,4.25,5.6923076923076925,4.5,2.7884615384615383,2.7884615384615383
349,48,693,Nacional,Sudeste,Rio de Janeiro,31.0,18.0,32.0,6.0,2.0,0.75,0.8125,0.7916666666666666,0.4791666666666667,0.4791666666666667
350,127,694,Nacional,Centro-Oeste,Mato Grosso do Sul,50.0,31.0,230.0,31.0,3.0,0.0,0.0,0.8031496062992126,0.0,0.0
351,67,699,Nacional,Norte,RondÃ´nia,64.0,27.0,74.0,11.0,0.0,1.2835820895522387,1.3880597014925369,1.7611940298507462,0.8208955223880597,0.8208955223880597
362,16,717,Nacional,Sul,Rio Grande do Sul,1.0,1.0,1.0,1.0,1.0,0.75,0.5,0.75,0.5,0.5
364,103,719,Sub-Nacional,Centro-Oeste,Mato Grosso,11.0,7.0,12.0,1.0,0.0,0.0,0.0,0.6213592233009708,0.0,0.0
372,49,730,Sub-Nacional,Sul,ParanÃ¡,18.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,4,744,Sub-Nacional,Centro-Oeste,GoiÃ¡s,3.0,0.0,1.0,0.0,0.0,2.5,4.0,3.0,1.5,1.5
379,4,745,Sub-Nacional,Sudeste,SÃ£o Paulo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,33,746,Sub-Nacional,Nordeste,CearÃ¡,17.0,2.0,24.0,1.0,0.0,0.0,0.09090909090909093,0.09090909090909093,0.0,0.0
382,16,750,Sub-Nacional,Norte,Tocantins,5.0,1.0,1.0,1.0,0.0,1.1875,1.5,1.625,0.875,0.875
387,117,756,Sub-Nacional,Nordeste,PiauÃ­,9.0,3.0,8.0,0.0,3.0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.15384615384615385
398,49,789,Nacional,Norte,Roraima,52.0,10.0,29.0,12.0,1.0,3.795918367346939,5.6938775510204085,5.061224489795919,2.53061224489796,2.53061224489796
411,14,824,Sub-Nacional,Centro-Oeste,GoiÃ¡s,3.0,1.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.6428571428571429,0.0,0.0
416,51,830,Nacional,Norte,AmapÃ¡,7.0,5.0,4.0,3.0,0.0,1.0196078431372548,1.2745098039215683,1.03921568627451,0.7647058823529411,0.7647058823529411
440,1,890,Sub-Nacional,Sudeste,Minas Gerais,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,4,967,Sub-Nacional,Sudeste,SÃ£o Paulo,1.0,1.0,0.0,1.0,0.0,2.25,3.75,3.0,1.5,1.5
472,19,1027,Sub-Nacional,Sudeste,Rio de Janeiro,9.0,3.0,4.0,2.0,0.0,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.15789473684210525
473,57,1028,Sub-Nacional,Centro-Oeste,Mato Grosso do Sul,10.0,1.0,7.0,3.0,0.0,0.0,0.0,0.12280701754385966,0.0,0.0
476,117,1036,Sub-Nacional,Sudeste,Minas Gerais,2.0,31.0,99.0,15.0,0.0,0.0,0.0,0.5811965811965812,0.0,0.0
505,46,1082,Nacional,Nordeste,Rio Grande do Norte,60.0,18.0,38.0,17.0,1.0,3.0,3.3043478260869565,3.4782608695652173,1.9782608695652173,1.9782608695652173
517,32,1120,Nacional,Sudeste,Rio de Janeiro,2.0,7.0,20.0,9.0,3.0,1.40625,1.71875,1.6875,0.875,0.875
522,67,1126,Sub-Nacional,Sul,ParanÃ¡,2.0,1.0,2.0,0.0,0.0,0.29850746268656714,0.14925373134328354,0.29850746268656714,0.14925373134328354,0.14925373134328354
543,43,1166,Nacional,Nordeste,ParaÃ­ba,92.0,46.0,256.0,27.0,5.0,5.651162790697675,7.627906976744188,6.697674418604653,3.7674418604651163,3.7674418604651163
613,52,1303,Nacional,Centro-Oeste,GoiÃ¡s,13.0,5.0,8.0,4.0,0.0,0.6346153846153846,0.8076923076923077,1.1153846153846154,0.40384615384615385,0.40384615384615385
644,1,1357,Sub-Nacional,Sudeste,Rio de Janeiro,3.0,3.0,1.0,1.0,1.0,5.0,4.0,6.0,3.0,3.0
781,30,1578,Nacional,Sul,Rio Grande do Sul,7.0,2.0,2.0,3.0,0.0,0.7,0.8333333333333334,0.6666666666666666,0.5,0.5
784,6,1583,Sub-Nacional,Sudeste,SÃ£o Paulo,1.0,1.0,2.0,0.0,0.0,3.1666666666666665,2.1666666666666665,2.0,2.0,2.0
826,4,1646,Sub-Nacional,Norte,Tocantins,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
923,110,1807,Nacional,Nordeste,CearÃ¡,107.0,38.0,29.0,13.0,6.0,0.0,0.0,0.7272727272727273,0.0,0.0
924,58,1808,Nacional,Sudeste,EspÃ­rito Santo,22.0,11.0,18.0,13.0,4.0,2.2068965517241383,2.2758620689655173,2.6379310344827585,1.4482758620689655,1.4482758620689655
925,32,1809,Nacional,Nordeste,Pernambuco,21.0,7.0,11.0,7.0,15.0,1.0625,1.0,1.15625,0.625,0.625
926,146,1810,Nacional,Sudeste,SÃ£o Paulo,105.0,28.0,87.0,90.0,11.0,1.7123287671232876,1.9452054794520548,2.4383561643835616,1.0616438356164384,1.0616438356164384
927,62,1811,Nacional,Centro-Oeste,GoiÃ¡s,3.0,0.0,1.0,2.0,0.0,0.27419354838709675,0.20967741935483872,0.3709677419354839,0.1774193548387097,0.1774193548387097
928,28,1812,Nacional,Norte,Amazonas,5.0,1.0,4.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.6071428571428571,0.25,0.25
929,44,1813,Nacional,Norte,ParÃ¡,17.0,4.0,12.0,3.0,0.0,1.181818181818182,1.6136363636363635,1.6363636363636365,0.8409090909090909,0.8409090909090909
935,57,1820,Nacional,Nordeste,PiauÃ­,42.0,16.0,25.0,9.0,7.0,2.263157894736842,2.5614035087719302,2.9649122807017543,1.4912280701754386,1.4912280701754386
972,4,1874,Sub-Nacional,Sudeste,SÃ£o Paulo,0.0,4.0,3.0,2.0,0.0,6.0,6.25,5.0,4.0,4.0
974,7,1876,Sub-Nacional,Sudeste,SÃ£o Paulo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,78,2564,Nacional,Nordeste,ParaÃ­ba,157.0,66.0,147.0,48.0,4.0,0.0,0.01282051282051282,0.02564102564102564,0.0,0.0
1349,25,3160,Nacional,Nordeste,Alagoas,2.0,2.0,2.0,0.0,2.0,0.08,0.24,0.32,0.04,0.04
1350,16,3161,Nacional,Nordeste,Pernambuco,17.0,3.0,9.0,1.0,0.0,0.5,0.5625,1.9375,0.4375,0.4375
1351,55,3162,Nacional,Sul,Santa Catarina,23.0,11.0,4.0,1.0,1.0,0.5454545454545454,0.5454545454545454,0.7818181818181819,0.34545454545454546,0.34545454545454546
1352,20,3163,Nacional,Sudeste,Rio de Janeiro,9.0,6.0,8.0,6.0,1.0,0.75,0.75,2.05,0.45,0.45
1353,61,3164,Nacional,Centro-Oeste,Mato Grosso,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,28,3165,Nacional,Sudeste,Minas Gerais,16.0,17.0,31.0,6.0,16.0,1.4642857142857142,1.4285714285714286,2.0,0.8928571428571429,0.8928571428571429
1357,247,3172,Sub-Nacional,Norte,Amazonas,3.0,2.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1361,18,3183,Nacional,Nordeste,Sergipe,11.0,4.0,4.0,0.0,1.0,1.2777777777777777,1.3888888888888888,1.6111111111111112,0.7777777777777778,0.7777777777777778
1362,14,3184,Nacional,Norte,Roraima,9.0,4.0,4.0,1.0,0.0,0.2857142857142857,0.2857142857142857,1.0714285714285714,0.14285714285714285,0.14285714285714285
1364,45,3188,Nacional,Sudeste,Minas Gerais,32.0,126.0,15.0,4.0,0.0,1.4666666666666666,1.2666666666666666,1.7555555555555555,0.9333333333333332,0.9333333333333332
