ID;NOME_CURSO;CONCLUINTES;MATRICULADOS;CODIGO_CURSO;MODALIDADE_ENSINO;DISCIPLINA_INCLUSIVA;id_ies;CODIGO_IES
28453;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1366264;Presencial;Libras;1637;1432
28454;CIÊNCIAS CONTÁBEIS;0.0;0.0;1366266;Presencial;Libras;1637;1432
28455;CIÊNCIAS CONTÁBEIS;0.0;0.0;112446;Presencial;Libras;1638;4747
28456;NUTRIÇÃO;0.0;1.0;1283113;Presencial;Libras;1638;4747
28457;PSICOLOGIA;0.0;0.0;1283686;Presencial;Libras;1638;4747
28458;PEDAGOGIA;0.0;0.0;1330398;Presencial;Libras;1638;4747
28459;ADMINISTRAÇÃO;0.0;0.0;1384817;Presencial;Libras;1638;4747
28460;MARKETING;0.0;0.0;1054840;Presencial;Libras;1639;12923
28461;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1054846;Presencial;Libras;1639;12923
28462;GESTÃO FINANCEIRA;0.0;0.0;1054847;Presencial;Libras;1639;12923
28463;PROCESSOS GERENCIAIS;0.0;0.0;1054848;Presencial;Libras;1639;12923
28464;LOGÍSTICA;0.0;0.0;1187637;Presencial;Libras;1639;12923
28465;ENGENHARIA CIVIL;0.0;0.0;1203412;Presencial;Libras;1639;12923
28466;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1203413;Presencial;Libras;1639;12923
28467;ENGENHARIA MECÂNICA;0.0;0.0;1330660;Presencial;Libras;1639;12923
28468;ADMINISTRAÇÃO;0.0;0.0;1351246;Presencial;Libras;1639;12923
28469;DIREITO;0.0;0.0;1404832;Presencial;Libras;1639;12923
28470;MARKETING;0.0;0.0;108154;Presencial;Libras;1640;4751
28471;PROCESSOS GERENCIAIS;0.0;0.0;108409;Presencial;Libras;1640;4751
28472;GESTÃO AMBIENTAL;0.0;0.0;108411;Presencial;Libras;1640;4751
28473;SISTEMAS PARA INTERNET;0.0;0.0;1114727;Presencial;Libras;1640;4751
28474;ADMINISTRAÇÃO;0.0;0.0;1178816;Presencial;Libras;1640;4751
28475;CIÊNCIAS CONTÁBEIS;0.0;0.0;1178817;Presencial;Libras;1640;4751
28476;ENGENHARIA CIVIL;0.0;0.0;1260717;Presencial;Libras;1640;4751
28477;PEDAGOGIA;0.0;0.0;1304724;Presencial;Libras;1640;4751
28478;PSICOLOGIA;0.0;1.0;1322579;Presencial;0;1640;4751
28479;AGRONOMIA;0.0;0.0;1322623;Presencial;Libras;1640;4751
28480;ODONTOLOGIA;0.0;1.0;1365555;Presencial;Libras;1640;4751
28481;EDUCAÇÃO FÍSICA;0.0;0.0;1365559;Presencial;Libras;1640;4751
28482;DIREITO;0.0;1.0;1385214;Presencial;Libras;1640;4751
28483;ARQUITETURA E URBANISMO;0.0;0.0;1395825;Presencial;Libras;1640;4751
28484;EDUCAÇÃO FÍSICA;0.0;0.0;1397028;Presencial;Libras;1640;4751
28485;PEDAGOGIA;0.0;0.0;1440383;Curso a distância;Libras;1640;4751
28486;MEDICINA VETERINÁRIA;0.0;0.0;1440384;Presencial;Libras;1640;4751
28487;ADMINISTRAÇÃO;0.0;0.0;1441589;Curso a distância;Libras;1640;4751
28488;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1454464;Presencial;Libras;1640;4751
28489;GASTRONOMIA;0.0;0.0;1454465;Presencial;Libras;1640;4751
28490;ESTÉTICA E COSMÉTICA;0.0;0.0;1454466;Presencial;Libras;1640;4751
28491;ADMINISTRAÇÃO;0.0;0.0;96870;Presencial;Libras;1641;4756
28492;CIÊNCIAS CONTÁBEIS;0.0;0.0;96872;Presencial;0;1641;4756
28493;PEDAGOGIA;0.0;0.0;96874;Presencial;Libras;1641;4756
28494;CIÊNCIAS DA RELIGIÃO;0.0;0.0;1152854;Presencial;Libras;1641;4756
28495;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;1315343;Presencial;0;1641;4756
28496;CIÊNCIAS CONTÁBEIS;0.0;2.0;7620;Presencial;Libras;1642;344
28497;ADMINISTRAÇÃO;0.0;1.0;7621;Presencial;Libras;1642;344
28498;CIÊNCIA ECONÔMICA;0.0;0.0;7623;Presencial;Libras;1642;344
28499;ADMINISTRAÇÃO;0.0;1.0;34861;Presencial;Libras;1642;344
28500;SISTEMAS DE INFORMAÇÃO;0.0;1.0;53405;Presencial;Libras;1642;344
28501;DIREITO;0.0;6.0;57588;Presencial;Libras;1642;344
28502;MODA;0.0;3.0;72929;Presencial;Libras;1642;344
28503;NUTRIÇÃO;0.0;1.0;72931;Presencial;Libras;1642;344
28504;ENFERMAGEM;0.0;1.0;72933;Presencial;Libras;1642;344
28505;FARMÁCIA;0.0;0.0;72935;Presencial;Libras;1642;344
28506;RELAÇÕES PÚBLICAS;0.0;0.0;72938;Presencial;Libras;1642;344
28507;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;0.0;2.0;72939;Presencial;Libras;1642;344
28508;PEDAGOGIA;0.0;3.0;72947;Presencial;Libras;1642;344
28509;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;72953;Presencial;Libras;1642;344
28510;LOGÍSTICA;0.0;0.0;72955;Presencial;Libras;1642;344
28511;GESTÃO FINANCEIRA;0.0;0.0;72957;Presencial;Libras;1642;344
28512;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;72981;Presencial;Libras;1642;344
28513;REDES DE COMPUTADORES;0.0;0.0;72983;Presencial;Libras;1642;344
28514;JORNALISMO;0.0;0.0;75444;Presencial;Libras;1642;344
28515;CIÊNCIAS BIOLÓGICAS;0.0;1.0;83208;Presencial;Libras;1642;344
28516;ENGENHARIA DE PRODUÇÃO;0.0;0.0;88450;Presencial;Libras;1642;344
28517;DESIGN GRÁFICO;0.0;3.0;89463;Presencial;Libras;1642;344
28518;PROCESSOS GERENCIAIS;0.0;0.0;92815;Presencial;Libras;1642;344
28519;GESTÃO COMERCIAL;0.0;0.0;92823;Presencial;Libras;1642;344
28520;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;92825;Presencial;Libras;1642;344
28521;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;1.0;92834;Presencial;Libras;1642;344
28522;LOGÍSTICA;0.0;0.0;92836;Presencial;Libras;1642;344
28523;ARQUITETURA E URBANISMO;0.0;1.0;93392;Presencial;Libras;1642;344
28524;SERVIÇO SOCIAL;0.0;2.0;93394;Presencial;Libras;1642;344
28525;ENGENHARIA DE COMPUTAÇÃO;0.0;1.0;97751;Presencial;Libras;1642;344
28526;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0.0;0.0;97753;Presencial;Libras;1642;344
28527;DESIGN DE INTERIORES;0.0;0.0;97869;Presencial;Libras;1642;344
28528;PSICOLOGIA;0.0;4.0;99847;Presencial;Libras;1642;344
28529;MARKETING;0.0;0.0;102808;Presencial;Libras;1642;344
28530;GESTÃO DA QUALIDADE;0.0;1.0;111418;Presencial;Libras;1642;344
28531;ENGENHARIA AMBIENTAL E SANITÁRIA;0.0;0.0;111422;Presencial;Libras;1642;344
28532;ENGENHARIA CIVIL;0.0;0.0;111424;Presencial;Libras;1642;344
28533;ENGENHARIA ELÉTRICA;0.0;0.0;111426;Presencial;Libras;1642;344
28534;ENGENHARIA MECÂNICA;0.0;0.0;111428;Presencial;Libras;1642;344
28535;ENGENHARIA QUÍMICA;0.0;0.0;111430;Presencial;Libras;1642;344
28536;ESTÉTICA E COSMÉTICA;0.0;0.0;111432;Presencial;Libras;1642;344
28537;GESTÃO AMBIENTAL;0.0;0.0;115764;Presencial;Libras;1642;344
28538;CINEMA E AUDIOVISUAL;0.0;4.0;119960;Presencial;Libras;1642;344
28539;ADMINISTRAÇÃO;0.0;2.0;1130614;Presencial;Libras;1642;344
28540;ENGENHARIA CIVIL;0.0;2.0;1136340;Presencial;Libras;1642;344
28541;GESTÃO PÚBLICA;0.0;0.0;1149833;Presencial;Libras;1642;344
28542;PROCESSOS GERENCIAIS;0.0;2.0;1156501;Curso a distância;Libras;1642;344
28543;AUTOMAÇÃO INDUSTRIAL;0.0;0.0;1160963;Presencial;Libras;1642;344
28544;MANUTENÇÃO INDUSTRIAL;0.0;0.0;1160976;Presencial;Libras;1642;344
28545;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1161422;Presencial;Libras;1642;344
28546;ENGENHARIA MECÂNICA;0.0;2.0;1161427;Presencial;Libras;1642;344
28547;SISTEMA DE INFORMAÇÃO;0.0;1.0;1161428;Presencial;Libras;1642;344
28548;MECATRÔNICA INDUSTRIAL;0.0;0.0;1170812;Presencial;Libras;1642;344
28549;BIOMEDICINA;0.0;1.0;1176269;Presencial;Libras;1642;344
28550;ENGENHARIA CIVIL;0.0;1.0;1177724;Presencial;Libras;1642;344
28551;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1177726;Presencial;Libras;1642;344
28552;ENGENHARIA MECÂNICA;0.0;1.0;1177727;Presencial;Libras;1642;344
28553;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1177728;Presencial;Libras;1642;344
28554;LOGÍSTICA;0.0;0.0;1177729;Presencial;Libras;1642;344
28555;PROCESSOS GERENCIAIS;0.0;0.0;1177730;Presencial;Libras;1642;344
28556;MANUTENÇÃO DE AERONAVES;0.0;1.0;1179479;Presencial;Libras;1642;344
28557;DIREITO;0.0;1.0;1186091;Presencial;Libras;1642;344
28558;CIÊNCIAS CONTÁBEIS;0.0;1.0;1187396;Presencial;Libras;1642;344
28559;ENGENHARIA CIVIL;0.0;0.0;1205513;Presencial;Libras;1642;344
28560;ENGENHARIA MECÂNICA;0.0;0.0;1205516;Presencial;Libras;1642;344
28561;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1205517;Presencial;Libras;1642;344
28562;SISTEMAS DE INFORMAÇÃO;0.0;0.0;1205761;Presencial;Libras;1642;344
28563;GESTÃO DA QUALIDADE;0.0;0.0;1259110;Presencial;Libras;1642;344
28564;SISTEMAS DE INFORMAÇÃO;0.0;0.0;1259199;Presencial;Libras;1642;344
28565;ADMINISTRAÇÃO;0.0;1.0;1259295;Presencial;Libras;1642;344
28566;GESTÃO COMERCIAL;0.0;2.0;1279039;Presencial;Libras;1642;344
28567;GASTRONOMIA;0.0;5.0;1279325;Presencial;Libras;1642;344
28568;PILOTAGEM PROFISSIONAL DE AERONAVES;0.0;0.0;1294679;Presencial;Libras;1642;344
28569;ESTÉTICA E COSMÉTICA;0.0;0.0;1303879;Presencial;Libras;1642;344
28570;PSICOLOGIA;0.0;2.0;1303952;Presencial;Libras;1642;344
28571;ADMINISTRAÇÃO;0.0;1.0;1313353;Curso a distância;Libras;1642;344
28572;GESTÃO DE RECURSOS HUMANOS;0.0;2.0;1313354;Curso a distância;Libras;1642;344
28573;GESTÃO FINANCEIRA;0.0;4.0;1313356;Curso a distância;Libras;1642;344
28574;LOGÍSTICA;0.0;2.0;1313357;Curso a distância;Libras;1642;344
28575;MARKETING;0.0;3.0;1313358;Curso a distância;Libras;1642;344
28576;ARQUITETURA E URBANISMO;0.0;0.0;1314241;Presencial;Libras;1642;344
28577;ARQUITETURA E URBANISMO;0.0;0.0;1314242;Presencial;Libras;1642;344
28578;ENGENHARIA ELÉTRICA;0.0;0.0;1318216;Presencial;Libras;1642;344
28579;ARQUITETURA E URBANISMO;0.0;0.0;1321461;Presencial;Libras;1642;344
28580;BIOMEDICINA;0.0;0.0;1321967;Presencial;Libras;1642;344
28581;ENFERMAGEM;0.0;0.0;1321969;Presencial;Libras;1642;344
28582;PEDAGOGIA;0.0;2.0;1342870;Curso a distância;Libras;1642;344
28583;ENGENHARIA DE COMPUTAÇÃO;0.0;0.0;1349233;Presencial;Libras;1642;344
28584;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0.0;0.0;1349234;Presencial;Libras;1642;344
28585;ENGENHARIA ELÉTRICA;0.0;0.0;1349235;Presencial;Libras;1642;344
28586;CIÊNCIAS CONTÁBEIS;0.0;1.0;1349463;Curso a distância;Libras;1642;344
28587;PEDAGOGIA;0.0;2.0;1364633;Presencial;Libras;1642;344
28588;FISIOTERAPIA;0.0;0.0;1397952;Presencial;Libras;1642;344
28589;NUTRIÇÃO;0.0;0.0;1397953;Presencial;Libras;1642;344
28590;FARMÁCIA;0.0;0.0;1397954;Presencial;Libras;1642;344
28591;BIOMEDICINA;0.0;0.0;1397956;Presencial;Libras;1642;344
28592;CIÊNCIAS CONTÁBEIS;0.0;1.0;1397958;Presencial;Libras;1642;344
28593;FISIOTERAPIA;0.0;0.0;1397959;Curso a distância;Libras;1642;344
28594;COMÉRCIO EXTERIOR;0.0;0.0;1397960;Curso a distância;Libras;1642;344
28595;GESTÃO PORTUÁRIA;0.0;0.0;1397961;Curso a distância;Libras;1642;344
28596;GESTÃO DA QUALIDADE;0.0;1.0;1403885;Curso a distância;Libras;1642;344
28597;GESTÃO PÚBLICA;0.0;0.0;1403886;Curso a distância;Libras;1642;344
28598;GESTÃO COMERCIAL;0.0;4.0;1403887;Curso a distância;Libras;1642;344
28599;PEDAGOGIA;0.0;0.0;1405026;Presencial;Libras;1642;344
28600;NUTRIÇÃO;0.0;3.0;1406940;Curso a distância;Libras;1642;344
28601;MEDICINA VETERINÁRIA;0.0;2.0;1406941;Curso a distância;Libras;1642;344
28602;BIOMEDICINA;0.0;2.0;1406942;Curso a distância;Libras;1642;344
28603;AGRONOMIA;0.0;0.0;1406943;Curso a distância;Libras;1642;344
28604;ARQUITETURA E URBANISMO;0.0;1.0;1406949;Curso a distância;Libras;1642;344
28605;DESIGN DE INTERIORES;0.0;0.0;1420510;Curso a distância;Libras;1642;344
28606;EDUCAÇÃO FÍSICA;0.0;1.0;1438252;Curso a distância;Libras;1642;344
28607;FISIOTERAPIA;0.0;0.0;1438255;Presencial;Libras;1642;344
28608;NUTRIÇÃO;0.0;0.0;1438259;Presencial;Libras;1642;344
28609;FISIOTERAPIA;0.0;0.0;1438261;Presencial;Libras;1642;344
28610;ENGENHARIA ELÉTRICA;0.0;2.0;1438263;Curso a distância;Libras;1642;344
28611;FARMÁCIA;0.0;1.0;1438267;Curso a distância;Libras;1642;344
28612;FARMÁCIA;0.0;0.0;1443524;Presencial;Libras;1642;344
28613;EDUCAÇÃO FÍSICA;0.0;0.0;1443526;Presencial;Libras;1642;344
28614;ENGENHARIA MECÂNICA;0.0;3.0;1443752;Curso a distância;Libras;1642;344
28615;ENGENHARIA CIVIL;0.0;0.0;1443753;Curso a distância;Libras;1642;344
28616;ODONTOLOGIA;0.0;0.0;1443904;Presencial;Libras;1642;344
28617;DIREITO;0.0;1.0;1443905;Presencial;Libras;1642;344
28618;EDUCAÇÃO FÍSICA;0.0;0.0;1457665;Presencial;Libras;1642;344
28619;EDUCAÇÃO FÍSICA;0.0;0.0;1457666;Presencial;Libras;1642;344
28620;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1479569;Curso a distância;Libras;1642;344
28621;ESTÉTICA E COSMÉTICA;0.0;0.0;1479574;Curso a distância;Libras;1642;344
28622;GESTÃO FINANCEIRA;0.0;0.0;5000963;Presencial;Libras;1642;344
28623;CIÊNCIAS ECONÔMICAS;0.0;0.0;110332;Presencial;0;1643;4773
28624;ENGENHARIA DE PRODUÇÃO;0.0;0.0;110335;Presencial;0;1643;4773
28625;ADMINISTRAÇÃO;0.0;1.0;110339;Presencial;0;1643;4773
28626;CIÊNCIAS CONTÁBEIS;0.0;1.0;1353991;Presencial;0;1643;4773
28627;GESTÃO COMERCIAL;0.0;0.0;110522;Presencial;0;1644;4784
28628;LOGÍSTICA;0.0;0.0;1077956;Presencial;0;1644;4784
28629;MARKETING;0.0;0.0;1112060;Presencial;0;1644;4784
28630;ADMINISTRAÇÃO;0.0;0.0;1159721;Presencial;0;1644;4784
28631;CIÊNCIAS CONTÁBEIS;0.0;0.0;1174851;Presencial;0;1644;4784
28632;REDES DE COMPUTADORES;0.0;0.0;1285124;Presencial;0;1644;4784
28633;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;1285323;Presencial;0;1644;4784
28634;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1453762;Presencial;0;1644;4784
28635;ADMINISTRAÇÃO;0.0;0.0;108118;Presencial;Libras;1645;4810
28636;SISTEMA DE INFORMAÇÃO;0.0;0.0;1057622;Presencial;Libras;1645;4810
28637;DIREITO;0.0;0.0;1129140;Presencial;Libras;1645;4810
28638;ONTOPSICOLOGIA;0.0;0.0;1172531;Presencial;Libras;1645;4810
28639;PEDAGOGIA;0.0;0.0;1305192;Presencial;Libras;1645;4810
28640;TEATRO;0.0;0.0;109229;Presencial;Libras;1646;4829
28641;ENGENHARIA INDUSTRIAL MECÂNICA;0.0;0.0;6560;Presencial;Libras;1647;5669
28642;ENGENHARIA DE COMPUTAÇÃO;0.0;0.0;79702;Presencial;Libras;1647;5669
28643;ENGENHARIA ELÉTRICA;0.0;0.0;79707;Presencial;Libras;1647;5669
28644;ENGENHARIA DE PRODUÇÃO;0.0;0.0;79709;Presencial;0;1647;5669
28645;ADMINISTRAÇÃO;0.0;0.0;85088;Presencial;Libras;1647;5669
28646;GESTÃO FINANCEIRA;0.0;0.0;111646;Presencial;Libras;1647;5669
28647;GESTÃO DA PRODUÇÃO INDUSTRIAL;0.0;0.0;111648;Presencial;Libras;1647;5669
28648;GESTÃO COMERCIAL;0.0;0.0;111652;Presencial;Libras;1647;5669
28649;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;112974;Presencial;Libras;1647;5669
28650;MECATRÔNICA INDUSTRIAL;0.0;0.0;112976;Presencial;Libras;1647;5669
28651;REDES DE COMPUTADORES;0.0;0.0;112982;Presencial;Libras;1647;5669
28652;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;112984;Presencial;Libras;1647;5669
28653;CONTROLE DE OBRAS;0.0;0.0;112986;Presencial;Libras;1647;5669
28654;LOGÍSTICA;0.0;0.0;112988;Presencial;Libras;1647;5669
28655;ENGENHARIA MECATRÔNICA;0.0;0.0;117558;Presencial;Libras;1647;5669
28656;ENGENHARIA AERONÁUTICA;0.0;0.0;117562;Presencial;Libras;1647;5669
28657;FABRICAÇÃO MECÂNICA;0.0;0.0;1165129;Presencial;Libras;1647;5669
28658;ADMINISTRAÇÃO;0.0;0.0;1330868;Presencial;Libras;1647;5669
28659;ENGENHARIA CIVIL;0.0;0.0;1365803;Presencial;Libras;1647;5669
28660;GESTÃO HOSPITALAR;0.0;0.0;1365804;Presencial;Libras;1647;5669
28661;CIÊNCIAS CONTÁBEIS;0.0;0.0;1473496;Presencial;Libras;1647;5669
28662;ARQUITETURA E URBANISMO;0.0;0.0;1473510;Presencial;Libras;1647;5669
28663;ESTÉTICA E COSMÉTICA;0.0;0.0;1473511;Presencial;Libras;1647;5669
28664;EDUCAÇÃO FÍSICA;0.0;0.0;1473512;Presencial;Libras;1647;5669
28665;FISIOTERAPIA;0.0;0.0;1473514;Presencial;Libras;1647;5669
28666;NUTRIÇÃO;0.0;0.0;1473515;Presencial;Libras;1647;5669
28667;BIOMEDICINA;0.0;0.0;1485892;Presencial;Libras;1647;5669
28668;ENGENHARIA AUTOMOTIVA;0.0;0.0;5000164;Presencial;Libras;1647;5669
28669;CIÊNCIAS CONTÁBEIS;0.0;2.0;114886;Presencial;Libras;1648;4983
28670;ADMINISTRAÇÃO;0.0;0.0;114888;Presencial;Libras;1648;4983
28671;PEDAGOGIA;0.0;0.0;5000055;Presencial;Libras;1648;4983
28672;MECATRÔNICA INDUSTRIAL;0.0;0.0;119791;Presencial;Libras;1649;4873
28673;LOGÍSTICA;0.0;0.0;119793;Presencial;Libras;1649;4873
28674;ADMINISTRAÇÃO;0.0;0.0;1106274;Presencial;Libras;1649;4873
28675;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1108550;Presencial;Libras;1649;4873
28676;ENGENHARIA ELÉTRICA;0.0;0.0;1109279;Presencial;Libras;1649;4873
28677;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1109733;Presencial;Libras;1649;4873
28678;FABRICAÇÃO MECÂNICA;0.0;0.0;1172283;Presencial;0;1649;4873
28679;PEDAGOGIA;0.0;0.0;16806;Presencial;0;1650;778
28680;GESTÃO AMBIENTAL;0.0;0.0;57670;Presencial;Libras;1650;778
28681;GESTÃO FINANCEIRA;0.0;0.0;58022;Presencial;Libras;1650;778
28682;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;58408;Presencial;0;1650;778
28683;REDES DE COMPUTADORES;0.0;0.0;68205;Presencial;0;1650;778
28684;GESTÃO DA PRODUÇÃO INDUSTRIAL;0.0;0.0;99902;Presencial;Libras;1650;778
28685;MARKETING;0.0;0.0;99928;Presencial;0;1650;778
28686;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1100959;Presencial;Libras;1650;778
28687;GESTÃO DA QUALIDADE;0.0;0.0;1161033;Presencial;Libras;1650;778
28688;ADMINISTRAÇÃO;0.0;0.0;79650;Presencial;Libras;1651;2726
28689;CIÊNCIAS CONTÁBEIS;0.0;0.0;118980;Presencial;Libras;1651;2726
28690;REDES DE COMPUTADORES;0.0;0.0;55536;Presencial;0;1652;2625
28691;GESTÃO FINANCEIRA;0.0;0.0;74826;Presencial;Libras;1652;2625
28692;LOGÍSTICA;0.0;0.0;74828;Presencial;Libras;1652;2625
28693;MARKETING;0.0;0.0;74832;Presencial;Libras;1652;2625
28694;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;74837;Presencial;Libras;1652;2625
28695;SISTEMAS PARA INTERNET;0.0;0.0;86560;Presencial;Libras;1652;2625
28696;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;96936;Presencial;Libras;1652;2625
28697;CIÊNCIA DA COMPUTAÇÃO;0.0;0.0;120408;Presencial;Libras;1652;2625
28698;ENGENHARIA DA COMPUTAÇÃO;0.0;0.0;1118149;Presencial;Libras;1652;2625
28699;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1119928;Presencial;Libras;1652;2625
28700;PEDAGOGIA;0.0;0.0;118348;Presencial;0;1653;4836
28701;ENFERMAGEM;0.0;1.0;107832;Presencial;Libras;1654;4846
28702;ADMINISTRAÇÃO;0.0;0.0;107834;Presencial;Libras;1654;4846
28703;AGRONOMIA;0.0;2.0;109582;Presencial;Libras;1654;4846
28704;EDUCAÇÃO FÍSICA;0.0;0.0;112966;Presencial;Libras;1654;4846
28705;FARMÁCIA;0.0;0.0;118536;Presencial;Libras;1654;4846
28706;CIÊNCIAS CONTÁBEIS;0.0;2.0;118538;Presencial;Libras;1654;4846
28707;MEDICINA VETERINÁRIA;0.0;4.0;120426;Presencial;Libras;1654;4846
28708;ENGENHARIA CIVIL;0.0;0.0;1102323;Presencial;Libras;1654;4846
28709;DIREITO;0.0;0.0;1185135;Presencial;Libras;1654;4846
28710;EDUCAÇÃO FÍSICA;0.0;2.0;1257745;Presencial;Libras;1654;4846
28711;ODONTOLOGIA;0.0;1.0;1284321;Presencial;Libras;1654;4846
28712;PSICOLOGIA;0.0;1.0;1284322;Presencial;Libras;1654;4846
28713;ENGENHARIA MECÂNICA;0.0;0.0;1331942;Presencial;Libras;1654;4846
28714;ENGENHARIA CIVIL;0.0;0.0;1206618;Presencial;0;1655;18048
28715;CIÊNCIAS CONTÁBEIS;0.0;0.0;1350623;Presencial;0;1655;18048
28716;ENFERMAGEM;0.0;0.0;1350626;Presencial;0;1655;18048
28717;ENGENHARIA MECÂNICA;0.0;0.0;1350831;Presencial;0;1655;18048
28718;ADMINISTRAÇÃO;0.0;0.0;1353672;Presencial;0;1655;18048
28719;FARMÁCIA;0.0;0.0;1353674;Presencial;Libras;1655;18048
28720;DIREITO;0.0;0.0;1404577;Presencial;0;1655;18048
28721;GESTÃO FINANCEIRA;0.0;0.0;1000813;Presencial;0;1656;10016
28722;ADMINISTRAÇÃO;0.0;0.0;81200;Presencial;Libras;1657;2256
28723;CIÊNCIAS CONTÁBEIS;0.0;0.0;81202;Presencial;Libras;1657;2256
28724;RELAÇÕES INTERNACIONAIS;0.0;0.0;81204;Presencial;Libras;1657;2256
28725;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1206131;Presencial;Libras;1657;2256
28726;COMUNICAÇÃO SOCIAL - JORNALISMO;0.0;0.0;78275;Presencial;Libras;1658;4901
28727;ENFERMAGEM;0.0;0.0;108441;Presencial;Libras;1658;4901
28728;BIOMEDICINA;0.0;0.0;108443;Presencial;Libras;1658;4901
28729;EDUCAÇÃO FÍSICA;0.0;0.0;109227;Presencial;Libras;1658;4901
28730;CIÊNCIAS CONTÁBEIS;0.0;0.0;119816;Presencial;Libras;1658;4901
28731;NUTRIÇÃO;0.0;1.0;1182767;Presencial;Libras;1658;4901
28732;ESTÉTICA E COSMÉTICA;0.0;0.0;1182999;Presencial;0;1658;4901
28733;ODONTOLOGIA;0.0;0.0;1184754;Presencial;Libras;1658;4901
28734;FISIOTERAPIA;0.0;0.0;1204533;Presencial;Libras;1658;4901
28735;ARQUITETURA E URBANISMO;0.0;0.0;1204534;Presencial;Libras;1658;4901
28736;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;1204536;Presencial;Libras;1658;4901
28737;ENGENHARIA CIVIL;0.0;1.0;1204537;Presencial;Libras;1658;4901
28738;ENGENHARIA DE PRODUÇÃO;0.0;0.0;1204538;Presencial;Libras;1658;4901
28739;FARMÁCIA;0.0;0.0;1257748;Presencial;Libras;1658;4901
28740;EDUCAÇÃO FÍSICA;0.0;0.0;1257749;Presencial;Libras;1658;4901
28741;PSICOLOGIA;0.0;0.0;5000750;Presencial;Libras;1658;4901
28742;TEOLOGIA;0.0;3.0;117244;Presencial;Libras;1659;4902
28743;ENFERMAGEM;0.0;0.0;112304;Presencial;Libras;1660;4910
28744;RADIOLOGIA;0.0;0.0;116338;Presencial;Libras;1660;4910
28745;GESTÃO DE RECURSOS HUMANOS;0.0;0.0;1258292;Presencial;Libras;1660;4910
28746;PROCESSOS GERENCIAIS;0.0;0.0;1258293;Presencial;Libras;1660;4910
28747;ADMINISTRAÇÃO;0.0;0.0;1279868;Presencial;Libras;1660;4910
28748;CIÊNCIAS CONTÁBEIS;0.0;0.0;1280054;Presencial;Libras;1660;4910
28749;PSICOLOGIA;0.0;1.0;1305061;Presencial;Libras;1660;4910
28750;ADMINISTRAÇÃO;0.0;1.0;104199;Presencial;Libras;1661;4915
28751;CIÊNCIAS CONTÁBEIS;0.0;0.0;104201;Presencial;Libras;1661;4915
28752;REDES DE COMPUTADORES;0.0;0.0;104602;Presencial;0;1661;4915
28753;MARKETING;0.0;0.0;104626;Presencial;0;1661;4915
28754;DIREITO;0.0;1.0;108664;Presencial;Libras;1661;4915
28755;CIÊNCIAS BIOLÓGICAS;0.0;0.0;1073312;Presencial;Libras;1661;4915
28756;HISTÓRIA;0.0;1.0;1073313;Presencial;Libras;1661;4915
28757;PEDAGOGIA;0.0;3.0;1073315;Presencial;Libras;1661;4915
28758;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;0.0;0.0;1073316;Presencial;Libras;1661;4915
28759;ENFERMAGEM;0.0;0.0;1127033;Presencial;Libras;1661;4915
28760;ENGENHARIA CIVIL;0.0;0.0;1258643;Presencial;Libras;1661;4915
28761;FARMÁCIA;0.0;1.0;1258644;Presencial;Libras;1661;4915
28762;EDUCAÇÃO FÍSICA;0.0;0.0;1404987;Presencial;Libras;1661;4915
28763;FISIOTERAPIA;0.0;0.0;1453641;Presencial;Libras;1661;4915
28764;ADMINISTRAÇÃO;0.0;0.0;109472;Presencial;Libras;1662;4917
28765;RELAÇÕES INTERNACIONAIS;0.0;0.0;118812;Presencial;Libras;1662;4917
