ID;NOME_CURSO;CONCLUINTES;MATRICULADOS;CODIGO_CURSO;MODALIDADE_ENSINO;DISCIPLINA_INCLUSIVA;id_ies;CODIGO_IES
1;DIREITO;0.0;8.0;1;Presencial;Libras;1;1
2;CIÊNCIAS ECONÔMICAS;0.0;2.0;2;Presencial;0;1;1
3;ENGENHARIA CIVIL;0.0;2.0;3;Presencial;0;1;1
4;PEDAGOGIA;1.0;9.0;6;Presencial;Libras;1;1
5;SERVIÇO SOCIAL;1.0;5.0;7;Presencial;Libras;1;1
6;CIÊNCIAS CONTÁBEIS;0.0;2.0;8;Presencial;0;1;1
7;AGRONOMIA;0.0;3.0;9;Presencial;0;1;1
8;ENGENHARIA FLORESTAL;0.0;2.0;10;Presencial;0;1;1
9;MEDICINA;0.0;12.0;12;Presencial;Libras;1;1
10;ADMINISTRAÇÃO;0.0;3.0;13;Presencial;Libras;1;1
11;GEOLOGIA;0.0;0.0;15;Presencial;0;1;1
12;ENGENHARIA ELÉTRICA;0.0;5.0;16;Presencial;Libras;1;1
13;ENFERMAGEM;0.0;1.0;17;Presencial;Libras;1;1
14;EDUCAÇÃO FÍSICA;0.0;1.0;19;Presencial;Libras;1;1
15;NUTRIÇÃO;0.0;2.0;20;Presencial;0;1;1
16;CIÊNCIAS CONTÁBEIS;0.0;3.0;21;Presencial;Libras;1;1
17;PEDAGOGIA;0.0;2.0;23;Presencial;Libras;1;1
18;GEOGRAFIA;0.0;1.0;24;Presencial;Libras;1;1
19;HISTÓRIA;0.0;1.0;25;Presencial;Libras;1;1
20;MATEMÁTICA;0.0;2.0;26;Presencial;0;1;1
21;FÍSICA;0.0;1.0;27;Presencial;0;1;1
22;CIÊNCIAS BIOLÓGICAS;0.0;1.0;29;Presencial;0;1;1
23;CIÊNCIAS BIOLÓGICAS;0.0;1.0;32;Presencial;Libras;1;1
24;MATEMÁTICA;0.0;1.0;34;Presencial;0;1;1
25;CIÊNCIA DA COMPUTAÇÃO;0.0;3.0;36;Presencial;0;1;1
26;MEDICINA VETERINÁRIA;0.0;3.0;37;Presencial;Libras;1;1
27;ARQUITETURA E URBANISMO;0.0;2.0;44;Presencial;0;1;1
28;MATEMÁTICA;0.0;0.0;18354;Presencial;0;1;1
29;FARMÁCIA;0.0;2.0;21442;Presencial;Libras;1;1
30;LETRAS PORTUGUÊS E INGLÊS;0.0;1.0;22118;Presencial;Libras;1;1
31;LETRAS - LÍNGUA PORTUGUESA;0.0;1.0;22837;Presencial;Libras;1;1
32;LETRAS PORTUGUÊS E FRANCÊS;0.0;0.0;25902;Presencial;Libras;1;1
33;LETRAS - PORTUGUÊS E LITERATURAS;0.0;1.0;25903;Presencial;Libras;1;1
34;LETRAS - LÍNGUA PORTUGUESA;0.0;1.0;25949;Presencial;Libras;1;1
35;LETRAS PORTUGUÊS E ESPANHOL E RESPECTIVAS LITERATURAS;0.0;0.0;26025;Presencial;0;1;1
36;COMUNICAÇÃO SOCIAL  - RADIALISMO;0.0;1.0;31373;Presencial;Libras;1;1
37;BIBLIOTECONOMIA;0.0;0.0;41673;Presencial;Libras;1;1
38;INFORMÁTICA;0.0;0.0;41687;Presencial;0;1;1
39;CIÊNCIAS BIOLÓGICAS;0.0;3.0;41690;Presencial;Libras;1;1
40;ZOOTECNIA;0.0;1.0;62906;Presencial;Libras;1;1
41;JORNALISMO;0.0;0.0;62936;Presencial;Libras;1;1
42;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;0.0;0.0;62940;Presencial;Libras;1;1
43;PSICOLOGIA;0.0;2.0;84854;Presencial;0;1;1
44;MÚSICA;0.0;2.0;94331;Presencial;0;1;1
45;MEDICINA VETERINÁRIA;0.0;1.0;100763;Presencial;Libras;1;1
46;ENGENHARIA FLORESTAL;0.0;0.0;100768;Presencial;0;1;1
47;ENFERMAGEM;0.0;0.0;100770;Presencial;Libras;1;1
48;ZOOTECNIA;0.0;1.0;100772;Presencial;Libras;1;1
49;CIÊNCIAS NATURAIS E MATEMÁTICA - MATEMÁTICA;1.0;2.0;100775;Presencial;Libras;1;1
50;CIÊNCIAS NATURAIS E MATEMÁTICA - QUÍMICA;0.0;0.0;100776;Presencial;Libras;1;1
51;CIÊNCIAS NATURAIS E MATEMÁTICA - FÍSICA;0.0;0.0;100777;Presencial;Libras;1;1
52;AGRONOMIA;0.0;2.0;100778;Presencial;Libras;1;1
53;ENGENHARIA AGRÍCOLA E AMBIENTAL;0.0;0.0;100800;Presencial;Libras;1;1
54;ENGENHARIA MECÂNICA;0.0;0.0;100802;Presencial;Libras;1;1
55;ENFERMAGEM;0.0;1.0;100804;Presencial;Libras;1;1
56;ENGENHARIA DE ALIMENTOS;0.0;1.0;100920;Presencial;Libras;1;1
57;ENFERMAGEM;0.0;0.0;100928;Presencial;0;1;1
58;LETRAS - LÍNGUA E LITERATURAS DE LÍNGUA INGLESA;0.0;0.0;101054;Presencial;Libras;1;1
59;FÍSICA;0.0;1.0;101184;Presencial;Libras;1;1
60;PEDAGOGIA;0.0;1.0;105652;Curso a distância;Libras;1;1
61;QUÍMICA;0.0;2.0;106050;Presencial;Libras;1;1
62;EDUCAÇÃO FÍSICA;0.0;1.0;106052;Presencial;Libras;1;1
63;ENGENHARIA SANITARIA E AMBIENTAL;0.0;2.0;112770;Presencial;0;1;1
64;CIÊNCIA DA COMPUTAÇÃO;0.0;3.0;112846;Presencial;0;1;1
65;CIÊNCIAS NATURAIS E MATEMÁTICA;0.0;1.0;114386;Curso a distância;Libras;1;1
66;CIÊNCIA E TECNOLOGIA DE ALIMENTOS;0.0;3.0;116550;Presencial;0;1;1
67;GEOGRAFIA;1.0;4.0;116560;Presencial;Libras;1;1
68;BIOMEDICINA;0.0;2.0;116648;Presencial;Libras;1;1
69;AGRONOMIA;0.0;0.0;116662;Presencial;0;1;1
70;GEOGRAFIA;0.0;2.0;116690;Presencial;Libras;1;1
71;JORNALISMO;0.0;1.0;116708;Presencial;Libras;1;1
72;FARMÁCIA;0.0;0.0;116720;Presencial;Libras;1;1
73;ENGENHARIA AGRÍCOLA E AMBIENTAL;0.0;1.0;116736;Presencial;Libras;1;1
74;PSICOLOGIA;0.0;8.0;117004;Presencial;Libras;1;1
75;SISTEMAS DE INFORMAÇÃO;0.0;3.0;118002;Presencial;0;1;1
76;ESTATÍSTICA;0.0;3.0;123007;Presencial;Libras;1;1
77;SAÚDE COLETIVA;0.0;4.0;123011;Presencial;Libras;1;1
78;FÍSICA;0.0;1.0;123013;Presencial;0;1;1
79;CIÊNCIAS ECONÔMICAS;0.0;3.0;123052;Presencial;Libras;1;1
80;ENGENHARIA CIVIL;0.0;4.0;123055;Presencial;Libras;1;1
81;DIREITO;0.0;3.0;123427;Presencial;Libras;1;1
82;ZOOTECNIA;0.0;3.0;123620;Presencial;Libras;1;1
83;GEOGRAFIA;1.0;1.0;1103426;Presencial;Libras;1;1
84;CIÊNCIAS SOCIAIS;0.0;1.0;1103701;Presencial;Libras;1;1
85;FILOSOFIA;1.0;1.0;1103708;Presencial;0;1;1
86;FILOSOFIA;0.0;0.0;1103709;Presencial;0;1;1
87;HISTÓRIA;0.0;4.0;1103710;Presencial;0;1;1
88;QUÍMICA;0.0;0.0;1103711;Presencial;0;1;1
89;QUÍMICA;0.0;0.0;1103712;Presencial;0;1;1
90;CIÊNCIAS SOCIAIS;0.0;0.0;1103742;Presencial;0;1;1
91;ADMINISTRAÇÃO PÚBLICA;0.0;5.0;1113617;Curso a distância;0;1;1
92;ADMINISTRAÇÃO;0.0;2.0;1127343;Presencial;Libras;1;1
93;SISTEMAS DE INFORMAÇÃO;0.0;1.0;1128077;Presencial;0;1;1
94;EDUCAÇÃO FÍSICA;0.0;4.0;1168551;Presencial;0;1;1
95;CIÊNCIAS BIOLÓGICAS;0.0;1.0;1188880;Presencial;0;1;1
96;MÚSICA - CANTO;0.0;0.0;1202779;Presencial;0;1;1
97;MÚSICA - CLARINETE;0.0;0.0;1202829;Presencial;0;1;1
98;MÚSICA - COMPOSIÇÃO;0.0;0.0;1202855;Presencial;0;1;1
99;LETRAS - PORTUGUÊS E INGLÊS;0.0;0.0;1202871;Curso a distância;Libras;1;1
100;MÚSICA - VIOLINO;0.0;0.0;1203359;Presencial;0;1;1
101;MÚSICA - VIOLÃO;0.0;0.0;1203399;Presencial;0;1;1
102;MÚSICA - REGÊNCIA;0.0;0.0;1204146;Presencial;0;1;1
103;LETRAS - LIBRAS;1.0;22.0;1205603;Presencial;Libras;1;1
104;MEDICINA;0.0;4.0;1261971;Presencial;0;1;1
105;MEDICINA;0.0;3.0;1261972;Presencial;Libras;1;1
106;ENGENHARIA QUÍMICA;0.0;0.0;1270010;Presencial;0;1;1
107;ENGENHARIA DE TRANSPORTES;0.0;1.0;1270017;Presencial;Libras;1;1
108;ENGENHARIA DE MINAS;0.0;1.0;1270037;Presencial;0;1;1
109;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;0.0;3.0;1270057;Presencial;Libras;1;1
110;ENGENHARIA DE COMPUTAÇÃO;0.0;1.0;1270062;Presencial;0;1;1
111;CIÊNCIAS BIOLÓGICAS;0.0;1.0;1285517;Presencial;0;1;1
112;MATEMÁTICA;0.0;1.0;1357965;Curso a distância;Libras;1;1
113;CINEMA E AUDIOVISUAL;0.0;0.0;1420159;Presencial;0;1;1
114;TECNOLOGIA EDUCACIONAL;0.0;3.0;1425400;Curso a distância;Libras;1;1
115;GEOLOGIA;0.0;0.0;116;Presencial;Libras;2;2
116;ESTATÍSTICA;0.0;3.0;119;Presencial;Libras;2;2
117;CIÊNCIAS ECONÔMICAS;0.0;1.0;122;Presencial;Libras;2;2
118;SERVIÇO SOCIAL;0.0;0.0;126;Presencial;Libras;2;2
119;CIÊNCIA DA COMPUTAÇÃO;0.0;2.0;127;Presencial;Libras;2;2
120;RELAÇÕES INTERNACIONAIS;0.0;0.0;128;Presencial;Libras;2;2
121;ARQUITETURA E URBANISMO;0.0;0.0;132;Presencial;Libras;2;2
122;MÚSICA;0.0;1.0;133;Presencial;Libras;2;2
123;AGRONOMIA;0.0;2.0;135;Presencial;Libras;2;2
124;ENGENHARIA CIVIL;0.0;0.0;136;Presencial;Libras;2;2
125;ENGENHARIA ELÉTRICA;0.0;1.0;137;Presencial;Libras;2;2
126;ENGENHARIA MECÂNICA;0.0;0.0;138;Presencial;Libras;2;2
127;ENGENHARIA FLORESTAL;0.0;2.0;139;Presencial;Libras;2;2
128;MEDICINA;0.0;4.0;140;Presencial;Libras;2;2
129;ODONTOLOGIA;0.0;0.0;141;Presencial;Libras;2;2
130;EDUCAÇÃO FÍSICA;0.0;0.0;142;Presencial;Libras;2;2
131;ENFERMAGEM;0.0;1.0;143;Presencial;Libras;2;2
132;NUTRIÇÃO;0.0;1.0;144;Presencial;Libras;2;2
133;ADMINISTRAÇÃO;0.0;1.0;145;Presencial;Libras;2;2
134;BIBLIOTECONOMIA;0.0;1.0;146;Presencial;Libras;2;2
135;DIREITO;0.0;3.0;148;Presencial;Libras;2;2
136;CIÊNCIAS CONTÁBEIS;0.0;3.0;149;Presencial;Libras;2;2
137;PEDAGOGIA;1.0;6.0;150;Presencial;Libras;2;2
138;ARTES PLÁSTICAS;0.0;1.0;151;Presencial;Libras;2;2
139;CIÊNCIA POLÍTICA;1.0;3.0;156;Presencial;Libras;2;2
140;ARQUIVOLOGIA;0.0;3.0;157;Presencial;Libras;2;2
141;FÍSICA;0.0;0.0;158;Presencial;Libras;2;2
142;QUÍMICA;0.0;1.0;159;Presencial;Libras;2;2
143;CIÊNCIAS BIOLÓGICAS;0.0;1.0;160;Presencial;Libras;2;2
144;MATEMÁTICA;0.0;0.0;161;Presencial;Libras;2;2
145;LETRAS - PORTUGUÊS;0.0;0.0;162;Presencial;Libras;2;2
146;PEDAGOGIA;0.0;1.0;163;Presencial;Libras;2;2
147;EDUCAÇÃO ARTÍSTICA;0.0;0.0;164;Presencial;Libras;2;2
148;DIREITO;0.0;4.0;165;Presencial;Libras;2;2
149;LETRAS - ESPANHOL;0.0;1.0;166;Presencial;Libras;2;2
150;CIÊNCIAS CONTÁBEIS;1.0;2.0;167;Presencial;Libras;2;2
151;CIÊNCIAS FARMACÊUTICAS;0.0;0.0;18030;Presencial;Libras;2;2
152;MEDICINA VETERINÁRIA;0.0;0.0;18031;Presencial;Libras;2;2
153;COMPUTAÇÃO;0.0;3.0;18032;Presencial;Libras;2;2
154;ENGENHARIA DE REDES DE COMUNICAÇÃO;0.0;1.0;18033;Presencial;Libras;2;2
155;LETRAS - JAPONÊS;0.0;2.0;20551;Presencial;Libras;2;2
156;MATEMÁTICA;0.0;0.0;22122;Presencial;Libras;2;2
157;PSICOLOGIA;0.0;0.0;22844;Presencial;Libras;2;2
158;ARTES CÊNICAS;0.0;0.0;22851;Presencial;Libras;2;2
159;FÍSICA;0.0;1.0;26030;Presencial;Libras;2;2
160;PSICOLOGIA;0.0;3.0;26033;Presencial;Libras;2;2
161;MÚSICA;0.0;0.0;26035;Presencial;Libras;2;2
162;LETRAS - FRANCÊS;0.0;1.0;26039;Presencial;Libras;2;2
163;MÚSICA - COMPOSIÇÃO;0.0;0.0;26040;Presencial;Libras;2;2
164;DESENHO INDUSTRIAL - PROJETO DO PRODUTO;0.0;0.0;26978;Presencial;Libras;2;2
165;FILOSOFIA;0.0;0.0;27858;Presencial;Libras;2;2
166;CIÊNCIAS SOCIAIS;0.0;0.0;29692;Presencial;Libras;2;2
167;LETRAS - INGLÊS;0.0;0.0;29693;Presencial;Libras;2;2
168;LETRAS - INGLÊS;0.0;0.0;29694;Presencial;Libras;2;2
169;LETRAS - LÍNGUA PORTUGUESA;0.0;2.0;31376;Presencial;Libras;2;2
170;LETRAS - FRANCÊS;0.0;0.0;31378;Presencial;Libras;2;2
171;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA;0.0;1.0;31381;Presencial;Libras;2;2
172;LETRAS - TRADUÇÃO INGLÊS;1.0;3.0;31384;Presencial;Libras;2;2
173;CIÊNCIAS SOCIAIS;0.0;1.0;33204;Presencial;Libras;2;2
174;HISTÓRIA;1.0;1.0;33205;Presencial;Libras;2;2
175;LETRAS - TRADUÇÃO FRANCÊS;0.0;1.0;33206;Presencial;Libras;2;2
176;MÚSICA - REGÊNCIA;0.0;0.0;33209;Presencial;Libras;2;2
177;JORNALISMO;0.0;0.0;34642;Presencial;Libras;2;2
178;LETRAS - LÍNGUA PORTUGUESA;0.0;1.0;34644;Presencial;Libras;2;2
179;CIÊNCIAS SOCIAIS;0.0;0.0;34983;Presencial;Libras;2;2
180;DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL;0.0;0.0;34992;Presencial;Libras;2;2
181;FILOSOFIA;0.0;1.0;44362;Presencial;Libras;2;2
182;FÍSICA COM HABILITAÇÃO EM FÍSICA COMPUTACIONAL;0.0;0.0;44364;Presencial;Libras;2;2
183;FÍSICA;0.0;0.0;44365;Presencial;Libras;2;2
184;GEOGRAFIA;1.0;1.0;44366;Presencial;Libras;2;2
185;HISTÓRIA;0.0;0.0;44369;Presencial;Libras;2;2
186;MATEMÁTICA;0.0;0.0;44372;Presencial;Libras;2;2
187;PSICOLOGIA;0.0;0.0;44376;Presencial;Libras;2;2
188;LETRAS - PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA;0.0;0.0;44377;Presencial;Libras;2;2
189;CIÊNCIAS BIOLÓGICAS;0.0;1.0;44382;Presencial;Libras;2;2
190;CIÊNCIAS SOCIAIS;0.0;0.0;44418;Presencial;Libras;2;2
191;ARTES PLÁSTICAS;0.0;0.0;52159;Presencial;Libras;2;2
192;COMUNICAÇÃO SOCIAL - AUDIOVISUAL;0.0;0.0;70638;Presencial;Libras;2;2
193;ENGENHARIA MECATRÔNICA;0.0;1.0;85124;Presencial;Libras;2;2
194;GESTÃO DO AGRONEGÓCIO;0.0;1.0;92262;Presencial;Libras;2;2
195;CIÊNCIAS NATURAIS;0.0;1.0;92267;Presencial;Libras;2;2
196;CIÊNCIAS BIOLÓGICAS;0.0;0.0;101550;Curso a distância;Libras;2;2
197;ARTES VISUAIS;0.0;0.0;112158;Curso a distância;Libras;2;2
198;EDUCAÇÃO FÍSICA;0.0;0.0;112160;Curso a distância;Libras;2;2
199;LETRAS;0.0;0.0;112162;Curso a distância;Libras;2;2
200;MÚSICA;0.0;0.0;112164;Curso a distância;Libras;2;2
201;TEATRO;0.0;0.0;112166;Curso a distância;Libras;2;2
202;PEDAGOGIA;0.0;0.0;112170;Curso a distância;Libras;2;2
203;EDUCAÇÃO DO CAMPO;0.0;1.0;112176;Presencial;Libras;2;2
204;CIÊNCIAS NATURAIS;1.0;2.0;112790;Presencial;Libras;2;2
205;GESTÃO AMBIENTAL;0.0;1.0;112792;Presencial;Libras;2;2
206;FARMÁCIA;0.0;0.0;112794;Presencial;Libras;2;2
207;FISIOTERAPIA;0.0;0.0;112796;Presencial;Libras;2;2
208;GESTÃO DE SAÚDE;0.0;1.0;112804;Presencial;Libras;2;2
209;TERAPIA OCUPACIONAL;0.0;1.0;112816;Presencial;Libras;2;2
210;ENFERMAGEM;0.0;0.0;112818;Presencial;Libras;2;2
211;ENGENHARIA DE ENERGIA;0.0;1.0;112872;Presencial;Libras;2;2
212;ENGENHARIA ELETRÔNICA;0.0;0.0;112887;Presencial;Libras;2;2
213;ENGENHARIA AUTOMOTIVA;0.0;0.0;112889;Presencial;Libras;2;2
214;ENGENHARIA DE SOFTWARE;0.0;3.0;112891;Presencial;Libras;2;2
215;ARTES CÊNICAS;0.0;1.0;122198;Presencial;Libras;2;2
216;ARTES CÊNICAS;0.0;0.0;122200;Presencial;Libras;2;2
217;CIÊNCIAS AMBIENTAIS;0.0;2.0;122202;Presencial;Libras;2;2
218;ENGENHARIA DE COMPUTAÇÃO;0.0;1.0;122204;Presencial;Libras;2;2
219;ENGENHARIA DE PRODUÇÃO;0.0;2.0;122206;Presencial;Libras;2;2
220;GEOFISICA;0.0;1.0;122208;Presencial;Libras;2;2
221;GEOGRAFIA;0.0;0.0;122210;Curso a distância;Libras;2;2
222;GESTÃO DE POLÍTICAS PÚBLICAS;1.0;2.0;122212;Presencial;Libras;2;2
223;HISTÓRIA;0.0;3.0;122214;Presencial;Libras;2;2
224;MUSEOLOGIA;0.0;2.0;122218;Presencial;Libras;2;2
225;MÚSICA;0.0;1.0;122220;Presencial;Libras;2;2
226;QUÍMICA;0.0;0.0;300118;Presencial;Libras;2;2
227;GEOGRAFIA;2.0;3.0;300129;Presencial;Libras;2;2
228;ARTES PLÁSTICAS;0.0;0.0;300151;Presencial;Libras;2;2
229;ARQUITETURA E URBANISMO;0.0;1.0;1138293;Presencial;Libras;2;2
230;SERVIÇO SOCIAL;0.0;0.0;1138344;Presencial;Libras;2;2
231;TURISMO;0.0;1.0;1138345;Presencial;Libras;2;2
232;FILOSOFIA;0.0;0.0;1138346;Presencial;Libras;2;2
233;ENGENHARIA AMBIENTAL;0.0;0.0;1140035;Presencial;Libras;2;2
234;GESTÃO DE AGRONEGÓCIOS;0.0;1.0;1140048;Presencial;Libras;2;2
235;LETRAS LÍNGUA ESTRANGEIRA APLICADA;2.0;2.0;1140050;Presencial;Libras;2;2
236;COMUNICAÇÃO ORGANIZACIONAL;0.0;1.0;1140062;Presencial;Libras;2;2
237;QUÍMICA TECNOLÓGICA;0.0;0.0;1140082;Presencial;Libras;2;2
238;FARMÁCIA;0.0;0.0;1140088;Presencial;Libras;2;2
239;GESTÃO EM SAÚDE COLETIVA;0.0;0.0;1140091;Presencial;Libras;2;2
240;BIOTECNOLOGIA;0.0;1.0;1173351;Presencial;Libras;2;2
241;EDUCAÇÃO FÍSICA;0.0;0.0;1192413;Presencial;Libras;2;2
242;ENGENHARIA QUÍMICA;1.0;1.0;1192414;Presencial;Libras;2;2
243;TEORIA, CRÍTICA E HISTÓRIA DA ARTE;0.0;1.0;1192415;Presencial;Libras;2;2
244;FONOAUDIOLOGIA;0.0;0.0;1192419;Presencial;Libras;2;2
245;ENGENHARIA AEROESPACIAL;0.0;2.0;1269978;Presencial;Libras;2;2
246;LETRAS - TRADUÇÃO ESPANHOL;0.0;1.0;1314245;Presencial;Libras;2;2
247;LETRAS - LÍNGUA DE SINAIS BRASILEIRA/PORTUGUÊS COMO SEGUNDA LÍNGUA;2.0;27.0;1349598;Presencial;Libras;2;2
248;FÍSICA;0.0;0.0;1434981;Curso a distância;Libras;2;2
249;ABI - ENGENHARIA;0.0;1.0;5000587;Presencial;Libras;2;2
250;ABI - ARTES PLÁSTICAS;0.0;0.0;5001034;Presencial;Libras;2;2
251;ABI - ARTES CÊNICAS;0.0;0.0;5001035;Presencial;Libras;2;2
252;ABI - CIÊNCIAS SOCIAIS;0.0;1.0;5001037;Presencial;Libras;2;2
253;ABI - COMUNICAÇÃO SOCIAL;0.0;0.0;5001038;Presencial;Libras;2;2
254;ABI - DESIGN;0.0;0.0;5001039;Presencial;Libras;2;2
255;ABI - FILOSOFIA;0.0;0.0;5001040;Presencial;Libras;2;2
256;ABI - GEOGRAFIA;0.0;0.0;5001042;Presencial;Libras;2;2
257;ABI - HISTÓRIA;0.0;0.0;5001043;Presencial;Libras;2;2
258;ABI - MÚSICA;0.0;0.0;5001044;Presencial;Libras;2;2
259;ABI - PSICOLOGIA;0.0;0.0;5001045;Presencial;Libras;2;2
260;ABI - MATEMÁTICA;0.0;0.0;5001148;Presencial;Libras;2;2
261;ABI - LETRAS FRANCÊS;0.0;0.0;5001149;Presencial;Libras;2;2
262;ABI - LETRAS INGLÊS;0.0;0.0;5001150;Presencial;Libras;2;2
263;ABI - LETRAS - LÍNGUA PORTUGUESA;0.0;0.0;5001151;Presencial;Libras;2;2
264;ENGENHARIA CIVIL;1.0;9.0;294;Presencial;Libras;3;3
265;ENGENHARIA QUÍMICA;0.0;3.0;295;Presencial;Libras;3;3
266;MATEMÁTICA;0.0;3.0;297;Presencial;Libras;3;3
267;QUÍMICA INDUSTRIAL;0.0;0.0;299;Presencial;Libras;3;3
268;ENFERMAGEM;1.0;5.0;302;Presencial;Libras;3;3
269;MEDICINA;2.0;23.0;303;Presencial;Libras;3;3
270;ODONTOLOGIA;1.0;5.0;304;Presencial;0;3;3
271;CIÊNCIAS CONTÁBEIS;0.0;8.0;306;Presencial;Libras;3;3
272;DIREITO;1.0;19.0;308;Presencial;Libras;3;3
273;GEOGRAFIA;0.0;1.0;310;Presencial;Libras;3;3
274;HISTÓRIA;1.0;11.0;311;Presencial;Libras;3;3
275;PEDAGOGIA;0.0;10.0;315;Presencial;Libras;3;3
276;CIÊNCIA DA COMPUTAÇÃO;1.0;6.0;317;Presencial;Libras;3;3
277;CIÊNCIAS SOCIAIS;0.0;2.0;318;Presencial;0;3;3
278;ENGENHARIA AGRONÔMICA;0.0;5.0;319;Presencial;Libras;3;3
279;MATEMÁTICA;0.0;1.0;321;Presencial;Libras;3;3
280;QUÍMICA;0.0;0.0;322;Presencial;Libras;3;3
281;FILOSOFIA;0.0;2.0;326;Presencial;Libras;3;3
282;CIÊNCIAS BIOLÓGICAS;1.0;8.0;327;Presencial;Libras;3;3
283;GEOGRAFIA;1.0;7.0;328;Presencial;0;3;3
284;CIÊNCIAS BIOLÓGICAS;0.0;4.0;20190;Presencial;Libras;3;3
285;ADMINISTRAÇÃO;0.0;15.0;20762;Presencial;Libras;3;3
286;CIÊNCIAS SOCIAIS;1.0;1.0;20763;Presencial;0;3;3
287;CIÊNCIAS ECONÔMICAS;1.0;9.0;20764;Presencial;0;3;3
288;ENFERMAGEM;0.0;0.0;20766;Presencial;Libras;3;3
289;FÍSICA;0.0;1.0;20767;Presencial;Libras;3;3
290;FÍSICA;0.0;1.0;20768;Presencial;Libras;3;3
291;QUÍMICA;0.0;2.0;20782;Presencial;Libras;3;3
292;ESTATÍSTICA;0.0;0.0;22046;Presencial;0;3;3
293;ENGENHARIA DE ALIMENTOS;0.0;1.0;40149;Presencial;0;3;3
294;FÍSICA MÉDICA;0.0;1.0;49512;Presencial;Libras;3;3
295;ENGENHARIA FLORESTAL;0.0;3.0;49673;Presencial;0;3;3
296;PSICOLOGIA;0.0;8.0;52852;Presencial;0;3;3
297;SERVIÇO SOCIAL;0.0;4.0;64064;Presencial;0;3;3
298;ENGENHARIA ELETRÔNICA;0.0;1.0;80418;Presencial;Libras;3;3
299;ARTES VISUAIS;0.0;6.0;80419;Presencial;Libras;3;3
300;JORNALISMO;0.0;5.0;80420;Presencial;Libras;3;3
301;LETRAS - LÍNGUA PORTUGUESA;0.0;6.0;80877;Presencial;Libras;3;3
302;LETRAS - ESPANHOL;0.0;0.0;80885;Presencial;Libras;3;3
303;LETRAS - INGLÊS;0.0;2.0;80886;Presencial;Libras;3;3
304;LETRAS - PORTUGUÊS E INGLÊS;0.0;0.0;80896;Presencial;Libras;3;3
305;LETRAS - PORTUGUÊS E FRANCÊS;0.0;3.0;80899;Presencial;Libras;3;3
306;ZOOTECNIA;0.0;4.0;94033;Presencial;0;3;3
307;SISTEMAS DE INFORMAÇÃO;0.0;2.0;95017;Presencial;Libras;3;3
308;ADMINISTRAÇÃO;0.0;1.0;95033;Presencial;Libras;3;3
309;CIÊNCIAS BIOLÓGICAS;0.0;0.0;95037;Presencial;Libras;3;3
310;CIÊNCIAS CONTÁBEIS;0.0;3.0;95044;Presencial;0;3;3
311;FÍSICA;0.0;0.0;95050;Presencial;Libras;3;3
312;GEOGRAFIA;0.0;0.0;95051;Presencial;Libras;3;3
313;LETRAS - LÍNGUA PORTUGUESA;1.0;3.0;95053;Presencial;0;3;3
314;MATEMÁTICA;0.0;1.0;95055;Presencial;Libras;3;3
315;PEDAGOGIA;1.0;3.0;95057;Presencial;Libras;3;3
316;QUÍMICA;0.0;0.0;95059;Presencial;Libras;3;3
317;FARMÁCIA;0.0;5.0;98609;Presencial;Libras;3;3
318;ENGENHARIA MECÂNICA;0.0;9.0;99400;Presencial;Libras;3;3
319;ENGENHARIA DE MATERIAIS;0.0;0.0;99402;Presencial;Libras;3;3
320;NUTRIÇÃO;0.0;6.0;99404;Presencial;0;3;3
321;SISTEMAS DE INFORMAÇÃO;0.0;3.0;99406;Presencial;Libras;3;3
322;GEOLOGIA;0.0;3.0;99408;Presencial;Libras;3;3
323;ENGENHARIA DE PESCA;0.0;2.0;99409;Presencial;Libras;3;3
324;FISIOTERAPIA;0.0;8.0;99411;Presencial;0;3;3
325;FONOAUDIOLOGIA;0.0;5.0;99413;Presencial;Libras;3;3
326;ENGENHARIA DE PRODUÇÃO;0.0;1.0;99416;Presencial;0;3;3
327;SECRETARIADO EXECUTIVO;0.0;1.0;99418;Presencial;Libras;3;3
328;TURISMO;0.0;1.0;99420;Presencial;Libras;3;3
329;EDUCAÇÃO FÍSICA;0.0;3.0;99423;Presencial;Libras;3;3
330;MÚSICA;0.0;1.0;99425;Presencial;Libras;3;3
331;LETRAS - PORTUGUÊS E ESPANHOL;0.0;6.0;99426;Presencial;Libras;3;3
332;ARQUITETURA E URBANISMO;0.0;5.0;99444;Presencial;0;3;3
333;DANÇA;0.0;1.0;99446;Presencial;Libras;3;3
334;MUSEOLOGIA;0.0;0.0;99450;Presencial;0;3;3
335;ARQUEOLOGIA;0.0;0.0;99452;Presencial;0;3;3
336;EDUCAÇÃO FÍSICA;0.0;4.0;101666;Presencial;Libras;3;3
337;FÍSICA;0.0;0.0;106402;Curso a distância;Libras;3;3
338;MATEMÁTICA;0.0;0.0;106404;Curso a distância;Libras;3;3
339;QUÍMICA;0.0;0.0;106408;Curso a distância;Libras;3;3
340;CIÊNCIAS BIOLÓGICAS;0.0;1.0;106411;Curso a distância;Libras;3;3
341;GEOGRAFIA;0.0;0.0;106416;Curso a distância;Libras;3;3
