id_ies,cod,nome,categoria,sigla,tipo_organizacao
1279,2513,"Faculdade Positivo Londrina","Privada com fins lucrativos",FPL,Faculdade
1280,2521,"INSTITUTO SUPERIOR DE EDUCAÇÃO DO SUL DO PIAUÍ","Privada com fins lucrativos",ISESPI,Faculdade
1281,2532,"FACULDADE DO SUDESTE GOIANO","Privada com fins lucrativos",FASUG,Faculdade
1282,2536,"FACULDADE RORAIMENSE DE ENSINO SUPERIOR","Privada com fins lucrativos",FARES,Faculdade
1283,2537,"FACULDADE SÃO GERALDO","Privada com fins lucrativos",FSG,Faculdade
1284,19208,"FACULDADE CAPIXABA DE CARIACICA","Privada com fins lucrativos","MULTIVIX CARIAC",Faculdade
1285,19050,"FACULDADE INTEGRADA DE CARIACICA","Privada com fins lucrativos","MULTIVIX CARIAC",Faculdade
1286,2538,"FACULDADE VENDA NOVA DO IMIGRANTE","Privada com fins lucrativos",FAVENI,Faculdade
1287,2554,"FACULDADE DE EDUCAÇÃO SANTA TEREZINHA","Privada com fins lucrativos",FEST,Faculdade
1288,2560,"FACULDADE DE ENSINO SUPERIOR DA CIDADE DE FEIRA DE SANTANA","Privada com fins lucrativos",FAESF/UNEF,Faculdade
1289,2568,"FACULDADE ZACARIAS DE GÓES","Privada sem fins lucrativos",FAZAG,Faculdade
1290,12229,"FACULDADE DE TECNOLOGIA FAESA - VILA VELHA","Privada com fins lucrativos",CETFAESA,Faculdade
1291,2569,"FACULDADE DE TECNOLOGIA FAESA","Privada com fins lucrativos",CET-FAESA,Faculdade
1292,14342,"FACULDADE REDENTOR DE CAMPOS","Privada sem fins lucrativos",FACREDENTOR,Faculdade
1293,2571,"CENTRO UNIVERSITÁRIO REDENTOR","Privada sem fins lucrativos",FACREDENTOR,"Centro Universitário"
1294,20090,"FACULDADE REDENTOR METROPOLITANA","Privada sem fins lucrativos",FACREDENTOR,Faculdade
1295,17933,"FACULDADE REDENTOR DE PARAÍBA DO SUL","Privada sem fins lucrativos",FACREDENTOR,Faculdade
1296,2572,"FACULDADE REGIONAL DE FILOSOFIA CIÊNCIAS E LETRAS DE CANDEIAS","Privada com fins lucrativos",FAC,Faculdade
1297,2573,"FACULDADE TEOLÓGICA SUL AMERICANA","Privada sem fins lucrativos",FTSA,Faculdade
1298,22197,"FACULDADE ATENAS PASSOS","Privada com fins lucrativos",,Faculdade
1299,22194,"FACULDADE ATENAS SETE LAGOAS","Privada com fins lucrativos",,Faculdade
1300,2579,"CENTRO UNIVERSITÁRIO ATENAS","Privada com fins lucrativos",UniAtenas,"Centro Universitário"
1301,2581,"FACULDADE SÃO SALVADOR","Privada com fins lucrativos",FSS,Faculdade
1302,2582,"FACULDADE DE ENSINO SUPERIOR DO CENTRO DO PARANÁ","Privada sem fins lucrativos",UCP,Faculdade
1303,2593,"FACULDADE DE JUAZEIRO DO NORTE","Privada com fins lucrativos",FJN,Faculdade
1304,2616,"FACULDADE SANTO ANTÔNIO DE PÁDUA","Privada com fins lucrativos",FASAP,Faculdade
1305,2617,"FACULDADE SÃO BENTO DO RIO DE JANEIRO","Privada sem fins lucrativos",FSB/RJ,Faculdade
1306,2620,"FACULDADE DE AMPÉRE","Privada com fins lucrativos",FAMPER,Faculdade
1307,2623,"FACULDADE DO TAPAJÓS","Privada sem fins lucrativos",FAT,Faculdade
1308,2629,"AJES - FACULDADE DO VALE DO JURUENA","Privada sem fins lucrativos",AJES,Faculdade
1309,2636,"FACULDADE DINÂMICA DO VALE DO PIRANGA","Privada com fins lucrativos",FADIP,Faculdade
1310,2642,"FACULDADE SÃO VICENTE","Privada sem fins lucrativos",FASVIPA,Faculdade
1311,2647,"FACULDADE INTEGRADA DE SANTA MARIA","Privada com fins lucrativos",FISMA,Faculdade
1312,2652,"FACULDADE UNIDA DE VITÓRIA","Privada com fins lucrativos","FACULDADE UNIDA",Faculdade
1313,2677,"INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU","Privada com fins lucrativos",ISESJT,Faculdade
1314,2687,"FACULDADE DOM ALBERTO","Privada com fins lucrativos",FDA,Faculdade
1315,12848,"FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BARBACENA","Privada sem fins lucrativos",,Faculdade
1316,12772,"FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE","Privada sem fins lucrativos",FTS,Faculdade
1317,2703,"FACULDADE SENAC MINAS","Privada sem fins lucrativos",FSM,Faculdade
1318,5387,"FACULDADE IMPACTA DE TECNOLOGIA","Privada sem fins lucrativos",FIT,Faculdade
1319,2724,"INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO","Privada com fins lucrativos",IESMA,Faculdade
1320,1605,"FACULDADE DE ADMINISTRAÇÃO DE NOVA ANDRADINA - FANOVA","Privada sem fins lucrativos",FANOVA,Faculdade
1321,2744,"INSTITUTO SUPERIOR DE EDUCAÇÃO VERA CRUZ","Privada sem fins lucrativos","ISE VERA CRUZ",Faculdade
1322,2766,"FACULDADE EMPRESARIAL DE CHAPECÓ","Privada com fins lucrativos",FAEM,Faculdade
1323,2771,"CENTRO DE ENSINO SUPERIOR DE ILHÉUS","Privada com fins lucrativos",CESUPI,Faculdade
1324,2787,"FACULDADES PEQUENO PRÍNCIPE","Privada sem fins lucrativos",FPP,Faculdade
1325,2793,"FACULDADE UBS","Privada com fins lucrativos","FACULDADE UBS",Faculdade
1326,2796,"FACULDADE DE IPORÁ","Privada com fins lucrativos",FAI,Faculdade
1327,2805,"FACULDADE MODELO","Privada com fins lucrativos",FACIMOD,Faculdade
1328,2806,"FACULDADE EVANGÉLICA DE SÃO PAULO","Privada sem fins lucrativos",,Faculdade
1329,2808,"FACULDADES ITECNE DE CASCAVEL","Privada com fins lucrativos",ITECNE,Faculdade
1330,2811,"FACULDADE PAULUS DE TECNOLOGIA E COMUNICAÇÃO","Privada sem fins lucrativos",FAPCOM,Faculdade
1331,2814,"FACULDADE SÃO SEBASTIÃO","Privada com fins lucrativos",,Faculdade
1332,2826,"FACULDADE NOSSA SENHORA DE FÁTIMA","Privada sem fins lucrativos","FACULDADE FÁTIMA",Faculdade
1333,14717,"FACULDADE UNINASSAU CARUARU","Privada com fins lucrativos",,Faculdade
1334,14321,"CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU","Privada com fins lucrativos",UNINASSAU,"Centro Universitário"
1335,18211,"FACULDADE UNINASSAU CABO","Privada com fins lucrativos",,Faculdade
1336,4742,"Faculdade Uninassau Olinda - Nassau Olinda","Privada sem fins lucrativos",,Faculdade
1337,4153,"Centro Universitário Joaquim Nabuco de Recife","Privada com fins lucrativos","UNINABUCO RECIFE","Centro Universitário"
1338,4135,"FACULDADE UNINASSAU MANAUS","Privada com fins lucrativos",,Faculdade
1339,4118,"Centro Universitário Joaquim Nabuco de Paulista","Privada com fins lucrativos","UNINABUCO PAULISTA","Centro Universitário"
1340,1504,"CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE MACEIÓ","Privada sem fins lucrativos","UNINASSAU MACEIÓ","Centro Universitário"
1341,18648,"Faculdade Uninassau Arapiraca","Privada com fins lucrativos",,Faculdade
1342,2885,"Faculdade Univeritas Universus Veritas de Belo Horizonte - Veritas BH","Privada sem fins lucrativos",,Faculdade
1343,2835,"CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU","Privada com fins lucrativos",UNINASSAU,"Centro Universitário"
1344,19335,"FACULDADE UNIVERITAS UNIVERSUS VERITAS ANÁPOLIS","Privada com fins lucrativos","VERITAS ANÁPOLIS",Faculdade
1345,18671,"FACULDADE DA AMAZÔNIA DE PORTO VELHO","Privada com fins lucrativos",,Faculdade
1346,19844,"FACULDADE UNINASSAU SOBRAL","Privada com fins lucrativos",,Faculdade
1347,19334,"Faciuldade Uninassau Brasília","Privada com fins lucrativos","Nassau Brasília",Faculdade
1348,18075,"FACULDADE UNINASSAU JABOATÃO DOS GUARARAPES","Privada com fins lucrativos",UNINASSAU,Faculdade
1349,18652,"FACULDADE UNINASSAU JUAZEIRO DO NORTE","Privada com fins lucrativos",,Faculdade
1350,18653,"Faculdade Uninassau Garanhuns","Privada com fins lucrativos","Nassau Garanhuns",Faculdade
1351,18651,"Unama Faculdade da Amazônia de Boa Vista","Privada com fins lucrativos",UNAMA,Faculdade
1352,18650,"UNAMA FACULDADE DA AMAZÔNIA DE RIO BRANCO","Privada com fins lucrativos","FMN RIO BRANCO",Faculdade
1353,18649,"FACULDADE UNINASSAU MOSSORÓ","Privada com fins lucrativos",,Faculdade
1354,18643,"FACULDADE UNINASSAU MARACANAÚ","Privada com fins lucrativos",,Faculdade
1355,18023,"FACULDADE UNINASSAU PETROLINA","Privada com fins lucrativos",,Faculdade
1356,17816,"FACULDADE UNINASSAU FEIRA DE SANTANA","Privada com fins lucrativos",,Faculdade
1357,2836,"FACULDADE SUL DA AMÉRICA","Privada com fins lucrativos",SULDAMÉRICA,Faculdade
1358,2843,"FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA","Privada com fins lucrativos",FCMS/JF,Faculdade
1359,22121,"Faculdade de Ciências Médicas de Três Rios","Privada com fins lucrativos",FCM/TR,Faculdade
1360,2845,"FACULDADE REINALDO RAMOS","Privada com fins lucrativos",FARR,Faculdade
1361,2849,"ESCOLA SUPERIOR DOM HELDER CÂMARA","Privada sem fins lucrativos",ESDHC,Faculdade
1362,2855,"FACULDADE SÃO FRANCISCO DE ASSIS","Privada com fins lucrativos",UNIFIN,Faculdade
1363,2859,"FACULDADE DE BELÉM","Privada com fins lucrativos",FABEL,Faculdade
1364,2870,"FACULDADE SERRA DO CARMO","Privada com fins lucrativos",FASEC,Faculdade
1365,2886,"FACULDADE ZUMBI DOS PALMARES","Privada sem fins lucrativos",FAZP,Faculdade
1366,2896,"FACULDADE SATC","Privada sem fins lucrativos",FASATC,Faculdade
1367,2903,"FACULDADE CONCÓRDIA","Privada com fins lucrativos",FACC,Faculdade
1368,3992,"FACULDADE JK - PLANO PILOTO","Privada com fins lucrativos",-,Faculdade
1369,2904,"FACULDADE JK - GUARÁ","Privada com fins lucrativos",JK,Faculdade
1370,2910,"FACULDADE VERDE NORTE","Privada com fins lucrativos",FAVENORTE,Faculdade
1371,2915,"FACULDADE CIDADE DE PATOS DE MINAS","Privada sem fins lucrativos",FPM,Faculdade
1372,2918,"FACULDADE DE ENSINO SUPERIOR DA AMAZÔNIA REUNIDA","Privada com fins lucrativos",FESAR,Faculdade
1373,2613,"Centro Universitário Meta","Privada com fins lucrativos",,"Centro Universitário"
1374,2935,"FACULDADE DE TALENTOS HUMANOS","Privada com fins lucrativos",FACTHUS,Faculdade
1375,2949,"FACULDADE DO BAIXO PARNAÍBA","Privada com fins lucrativos",FAP,Faculdade
1376,2950,"Centro Universitário FADERGS","Privada com fins lucrativos",FADERGS,"Centro Universitário"
1377,2961,"FACULDADE DO PANTANAL MATOGROSSENSE","Privada com fins lucrativos",FAPAN,Faculdade
1378,2964,"FACULDADE PROJEÇÃO DO GUARÁ","Privada sem fins lucrativos",,Faculdade
1379,2971,"FACULDADE BARRETOS","Privada com fins lucrativos",FB,Faculdade
1380,3004,"INSTITUTO DE ENSINO SUPERIOR SANTA CECÍLIA","Privada com fins lucrativos",IESC,Faculdade
1381,3008,"FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE SÃO JOSÉ DOS CAMPOS","Privada com fins lucrativos","FACULDADE INPG - SJC",Faculdade
1382,3012,"FAJOPA - FACULDADE JOÃO PAULO II","Privada sem fins lucrativos",FAJOPA,Faculdade
1383,3020,"FACULDADE SANTA RITA DE CÁSSIA","Privada com fins lucrativos",IFASC,Faculdade
1384,3029,"FACULDADE DA AMAZÔNIA","Privada com fins lucrativos",FAAM,Faculdade
1385,3034,"FACULDADE DELTA","Privada com fins lucrativos",FACDELTA,Faculdade
1386,3039,"FACULDADE VASCONCELLOS & SOUZA","Privada sem fins lucrativos",,Faculdade
1387,3042,"CHRISTUS FACULDADE DO PIAUÍ","Privada com fins lucrativos",CHRISFAPI,Faculdade
1388,3051,"FACULDADE TEOLÓGICA DE CIÊNCIAS HUMANAS E SOCIAIS LOGOS","Privada sem fins lucrativos",FAETEL,Faculdade
1389,13832,"FACULDADE SAGRADA FAMÍLIA","Privada sem fins lucrativos",FASF,Faculdade
1390,3099,"FACULDADE INTERNACIONAL DA PARAÍBA","Privada com fins lucrativos",FPB,Faculdade
1391,3146,"FACULDADE DE ODONTOLOGIA DO RECIFE","Privada sem fins lucrativos",FOR,Faculdade
1392,3148,"FACULDADE ANCHIETA DO RECIFE","Privada com fins lucrativos",FAR,Faculdade
1393,3151,"UNIVERSIDADE COMUNITÁRIA DA REGIÃO DE CHAPECÓ","Privada sem fins lucrativos",UNOCHAPECÓ,Universidade
1394,146,"CENTRO UNIVERSITÁRIO DE RIO PRETO","Privada com fins lucrativos",UNIRP,"Centro Universitário"
1395,3171,"FACULDADE EQUIPE","Privada sem fins lucrativos",,Faculdade
1396,3172,"UNIVERSIDADE DO ESTADO DO AMAZONAS","Pública Estadual",UEA,Universidade
1397,3192,"INSTITUTO SUPERIOR DE EDUCAÇÃO DE CAJAZEIRAS","Privada com fins lucrativos",ISEC,Faculdade
1398,3194,"FACULDADE DE MINAS BH","Privada com fins lucrativos",FAMINAS-BH,Faculdade
1399,3204,"FACULDADE DE QUATRO MARCOS","Privada com fins lucrativos",FQM,Faculdade
1400,3205,"FACULDADE DE CIÊNCIAS E TECNOLOGIA DE VIÇOSA","Privada com fins lucrativos",FAVIÇOSA,Faculdade
1401,3223,"ESCOLA SUPERIOR DE CIÊNCIAS DA SAÚDE","Pública Estadual",ESCS,Faculdade
1402,3268,"FACULDADE MADRE THAIS","Privada com fins lucrativos",FMT,Faculdade
1403,4597,"FACULDADE FUTURA","Privada sem fins lucrativos",,Faculdade
1404,3285,"FACULDADE SANTO ANTONIO","Privada com fins lucrativos",FSA,Faculdade
1405,5133,"FACULDADE SENAC SÃO MIGUEL DO OESTE","Privada sem fins lucrativos",,Faculdade
1406,5131,"FACULDADE SENAC CAÇADOR","Privada sem fins lucrativos",SENAC,Faculdade
1407,4294,"FACULDADE SENAC JARAGUÁ DO SUL","Privada sem fins lucrativos",,Faculdade
1408,3948,"FACULDADE SENAC BLUMENAU","Privada sem fins lucrativos",SENAC,Faculdade
1409,3947,"FACULDADE SENAC CHAPECÓ","Privada sem fins lucrativos",SENAC,Faculdade
1410,3946,"FACULDADE SENAC TUBARÃO","Privada sem fins lucrativos",,Faculdade
1411,3295,"FACULDADE SENAC FLORIANÓPOLIS","Privada sem fins lucrativos","SENAC FLORIANÓPOLIS",Faculdade
1412,18201,"FACULDADE SENAC PALHOÇA","Privada sem fins lucrativos","SENAC Palhoça",Faculdade
1413,17777,"FACULDADE SENAC CONCÓRDIA","Privada sem fins lucrativos",,Faculdade
1414,17277,"Faculdade  SENAC Criciúma","Privada sem fins lucrativos","Senac Criciúma",Faculdade
1415,3332,"FACULDADE DE TECNOLOGIA SENAC RIO","Privada sem fins lucrativos",FATEC,Faculdade
1416,3299,"FACULDADE DE TECNOLOGIA INFORMÁTICA","Privada com fins lucrativos",FATI,Faculdade
1417,3302,"Faculdade REGES de Junqueirópolis","Privada sem fins lucrativos",,Faculdade
1418,3306,"FACULDADE DE TECNOLOGIA IPUC","Privada sem fins lucrativos",FATIPUC,Faculdade
1419,3308,"FACULDADE DE TECNOLOGIA TERMOMECÂNICA","Privada sem fins lucrativos",FTT,Faculdade
1420,754,"Centro Superior Una de Catalao","Privada com fins lucrativos",UNACAT,Faculdade
1421,3319,"Instituto Universitário Una de Catalao","Privada com fins lucrativos",Catalana,Faculdade
1422,18474,"FACULDADE UNA DE CATALÃO","Privada com fins lucrativos",UNA,Faculdade
1423,4496,"FACULDADE DE TECNOLOGIA DO VALE DO IVAÍ","Privada com fins lucrativos",FATEC-IVAI,Faculdade
1424,3323,"INSTITUTO DE EDUCAÇÃO E ENSINO SUPERIOR DE CAMPINAS","Privada com fins lucrativos",IESCAMP,Faculdade
1425,12784,"FACULDADE DE TECNOLOGIA FTEC","Privada com fins lucrativos","FTEC Novo Hamburgo",Faculdade
1426,4097,"FACULDADE DE TECNOLOGIA FTEC","Privada com fins lucrativos","FTEC Bento Gonçalves",Faculdade
1427,3333,"CENTRO UNIVERSITÁRIO UNIFTEC","Privada com fins lucrativos",,"Centro Universitário"
1428,3337,"FACULDADE DE TECNOLOGIA DE TERESINA","Privada com fins lucrativos","FACULDADE CET",Faculdade
1429,3339,"FACULDADE IDEAU DE GETÚLIO VARGAS","Privada com fins lucrativos",IDEAU,Faculdade
1430,14288,"FACULDADE CATÓLICA DE SANTA CATARINA","Privada sem fins lucrativos",FACASC,Faculdade
1431,3360,"INSTITUTO DE EDUCAÇÃO SUPERIOR PRESIDENTE KENNEDY - CENTRO DE FORMAÇÃO DE PROFISSIONAIS DE EDUCAÇÃO","Pública Estadual",IFESP,Faculdade
1432,14165,"FACULDADE TRÊS PONTAS","Privada sem fins lucrativos",FATEP,Faculdade
1433,3955,"FACULDADES INTEGRADAS DE CATAGUASES","Privada sem fins lucrativos",FIC,Faculdade
1434,3368,"CENTRO UNIVERSITÁRIO DO SUL DE MINAS","Privada sem fins lucrativos",UNIS-MG,"Centro Universitário"
1435,20591,"FACULDADE POUSO ALEGRE","Privada sem fins lucrativos",FPA,Faculdade
1436,2229,"FACULDADE VICTOR HUGO","Privada com fins lucrativos",FVH,Faculdade
1437,3954,"FACULDADE EDUCACIONAL JURÍDICA E GERENCIAL DE OLIVEIRA","Privada sem fins lucrativos",FEJUGO,Faculdade
1438,3371,"CENTRO UNIVERSITÁRIO DE PATOS DE MINAS","Privada sem fins lucrativos",UNIPAM,"Centro Universitário"
1439,3372,"CENTRO UNIVERSITÁRIO DE LAVRAS","Privada sem fins lucrativos",UNILAVRAS,"Centro Universitário"
1440,3375,"INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO","Privada com fins lucrativos",IESM,Faculdade
1441,3376,"FACULDADE DE TEOLOGIA INTEGRADA","Privada sem fins lucrativos",FATIN,Faculdade
1442,3388,"FACULDADE PARAÍSO DO CEARÁ","Privada com fins lucrativos",FAP,Faculdade
1443,3393,"FACULDADE DE ENSINO SUPERIOR DOM BOSCO","Privada com fins lucrativos",FACDOMBOSCO,Faculdade
1444,3396,"FACULDADE LS","Privada com fins lucrativos",FACELS,Faculdade
1445,3397,"FACULDADE BOAS NOVAS DE CIÊNCIAS TEOLÓGICAS   SOCIAIS E BIOTECNOLÓGICAS","Privada sem fins lucrativos",FBNCTSB,Faculdade
1446,4261,"FACULDADE DE TECNOLOGIA DE PORTO ALEGRE","Privada com fins lucrativos",FATEPA,Faculdade
1447,4077,"Faculdade QI Brasil","Privada com fins lucrativos",FAQI,Faculdade
1448,3428,"FACULDADE ALFA AMÉRICA","Privada com fins lucrativos",,Faculdade
1449,3431,"FACULDADE DO SERIDÓ","Privada com fins lucrativos",FAS,Faculdade
1450,3434,"FACULDADE DE SAÚDE E HUMANIDADES IBITURUNA","Privada com fins lucrativos",FASI,Faculdade
1451,3443,"FACULDADE INEDI","Privada com fins lucrativos",CESUCA,Faculdade
1452,4006,"FACULDADE DE TECNOLOGIA SENAC PELOTAS","Privada sem fins lucrativos","FATEC SENAC PELOTAS",Faculdade
1453,3804,"FACULDADE SENAC PORTO ALEGRE - FSPOA","Privada sem fins lucrativos",SENAC/RS,Faculdade
1454,3495,"FACULDADE PINHALZINHO","Privada com fins lucrativos",HORUS,Faculdade
1455,18257,"FACULDADE HORUS SÄO MIGUEL","Privada com fins lucrativos",FSJ,Faculdade
1456,11951,"FACULDADE DO SERTÃO BAIANO","Privada com fins lucrativos",FASBE,Faculdade
1457,3506,"FACULDADE DE CIÊNCIAS EDUCACIONAIS DE SERGIPE","Privada com fins lucrativos",FCES,Faculdade
1458,3509,"FACULDADE VICENTINA - FAVI","Privada sem fins lucrativos",FAVI,Faculdade
1459,3518,"Faculdade SOCIESC de Jaraguá do Sul","Privada com fins lucrativos",SOCIESC,Faculdade
1460,3363,"FACULDADE GUARAÍ","Privada com fins lucrativos",FAG,Faculdade
1461,3522,"FACULDADE CATÓLICA DE POUSO ALEGRE","Privada sem fins lucrativos",FACAPA,Faculdade
1462,3523,"FACULDADE DE DIREITO DA FUNDAÇÃO ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO","Privada sem fins lucrativos",,Faculdade
1463,3525,"FACULDADE EVANGÉLICA DE TECNOLOGIA  CIÊNCIAS E BIOTECNOLOGIA DA CGADB","Privada sem fins lucrativos",FAECAD,Faculdade
1464,60,"CENTRO UNIVERSITÁRIO MUNICIPAL DE FRANCA",Especial,UNI-FACEF,"Centro Universitário"
1465,3530,"FACULDADE DE NANUQUE","Privada com fins lucrativos",FANAN,Faculdade
1466,3782,"FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM","Privada com fins lucrativos",FACI,Faculdade
1467,3536,"FACULDADE DE TEOLOGIA EVANGÉLICA EM CURITIBA - FATEV","Privada sem fins lucrativos",FATEV,Faculdade
1468,3542,"INSTITUTO DE ENSINO SUPERIOR DE MINAS GERAIS","Privada com fins lucrativos",IESMIG,Faculdade
1469,3543,"FACULDADE NOVO HAMBURGO","Privada sem fins lucrativos","FACULDADE IENH",Faculdade
1470,3573,"FACULDADE TEOLÓGICA BATISTA DE BRASÍLIA","Privada sem fins lucrativos",FTBB,Faculdade
1471,3585,"FACULDADE SANTA CRUZ","Privada com fins lucrativos",FACRUZ,Faculdade
1472,3584,"INSTITUTO SUPERIOR DE EDUCAÇÃO SANTA CRUZ","Privada com fins lucrativos",ISED,Faculdade
1473,3587,"FACULDADE DIOCESANA SÃO JOSÉ","Privada sem fins lucrativos",FADISI,Faculdade
1474,1858,"Faculdade Dom Pedro II de Jequié","Privada com fins lucrativos","DP II",Faculdade
1475,4460,"FACULDADE DOM PEDRO II DE TECNOLOGIA","Privada com fins lucrativos",FAB,Faculdade
1476,3588,"CENTRO UNIVERSITÁRIO DOM PEDRO II","Privada com fins lucrativos",UNIDOMPEDRO,"Centro Universitário"
1477,3427,"Faculdade Dom Pedro II de Sergipe","Privada sem fins lucrativos","DP II Sergipe",Faculdade
1478,3270,"FACULDADE SÃO BENTO DA BAHIA","Privada sem fins lucrativos",FSBB,Faculdade
1479,2553,"Faculdade Dom Pedro II - Luis Eduardo Magalhaes","Privada com fins lucrativos","FDP II LEM",Faculdade
1480,1124,"Faculdade Dom Pedro II de Barreiras","Privada com fins lucrativos","DP II Barreiras",Faculdade
1481,3590,"FACULDADE DE ENFERMAGEM SÃO VICENTE DE PAULA","Privada com fins lucrativos",FESVIP,Faculdade
1482,3607,"ESCOLA SUPERIOR ASSOCIADA DE GOIÂNIA","Privada com fins lucrativos",ESUP,Faculdade
1483,3615,"FACULDADE PERNAMBUCANA DE SAÚDE","Privada sem fins lucrativos",FPS,Faculdade
1484,3617,"FACULDADE DE CIÊNCIAS HUMANAS E EXATAS DO SERTÃO DO SÃO FRANCISCO","Privada com fins lucrativos",FACESF,Faculdade
1485,3618,"FACULDADE LUSÓFONA DE SÃO PAULO","Privada com fins lucrativos",FL-SP,Faculdade
1486,3625,"Faculdade do Complexo Educacional Santo André","Privada com fins lucrativos",FACESA,Faculdade
1487,3631,"FACULDADE DAMAS DA INSTRUÇÃO CRISTÃ","Privada sem fins lucrativos",FADIC,Faculdade
1488,3644,"FACULDADE CATÓLICA SANTA TERESINHA","Privada com fins lucrativos",FCST,Faculdade
1489,3649,"CENTRO UNIVERSITÁRIO CIDADE VERDE","Privada com fins lucrativos",UNIFCV,"Centro Universitário"
1490,3663,"FACULDADE FORTIUM DE BRASÍLIA","Privada com fins lucrativos",FFB,Faculdade
1491,3682,"INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA","Pública Municipal",ISEMI,Faculdade
1492,3690,"FACULDADE PEDRO II","Privada com fins lucrativos",FAPE2,Faculdade
1493,11289,"ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO","Privada sem fins lucrativos",ESNS-SP,Faculdade
1494,3710,"ESCOLA SUPERIOR NACIONAL DE SEGUROS","Privada sem fins lucrativos",ESNS,Faculdade
1495,3716,"FACULDADE CIÊNCIAS DA VIDA","Privada com fins lucrativos",FCV,Faculdade
1496,3724,"FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS","Privada com fins lucrativos",FSJ,Faculdade
1497,3741,"Faculdade Pitágoras Bacabal Mearim","Privada com fins lucrativos",,Faculdade
1498,14156,"Faculdade Presidente Antônio Carlos de Teófilo Otoni","Privada com fins lucrativos",,Faculdade
1499,14029,"Faculdade Presidente Antônio Carlos de Aimorés","Privada com fins lucrativos",,Faculdade
1500,3756,"ALFA - Faculdade de Almenara","Privada com fins lucrativos",,Faculdade
1501,18692,"ALFA - Faculdade de Guanhaes","Privada com fins lucrativos","ALFA - Gunhaes",Faculdade
1502,18520,"ALFA - Faculdade de Araçuai","Privada com fins lucrativos",ALFA-Araçuai,Faculdade
1503,3757,"FACULDADE SERRA DA MESA","Privada com fins lucrativos",FASEM,Faculdade
1504,3768,"Faculdade IBGEN","Privada com fins lucrativos",,Faculdade
1505,3769,"FACULDADE MADRE TEREZA","Privada com fins lucrativos",FAMAT,Faculdade
1506,3770,"FACULDADE TEOLÓGICA BATISTA DE SÃO PAULO","Privada sem fins lucrativos",FTBSP,Faculdade
1507,3774,"FACULDADE SÃO TOMAZ DE AQUINO","Privada com fins lucrativos",FSTA,Faculdade
1508,3775,"INSTITUTO UVB.BR","Privada com fins lucrativos",IUVB,Faculdade
1509,3790,"FACULDADE DE TECNOLOGIA ENSITEC","Privada com fins lucrativos",ENSITEC,Faculdade
1510,3797,"FACULDADE GUAIRACÁ","Privada com fins lucrativos",FAG,Faculdade
1511,21992,"Faculdade Guairacá de Prudentópolis","Privada com fins lucrativos",FGP,Faculdade
1512,4000,"FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA","Privada com fins lucrativos",FAIP,Faculdade
1513,3815,"FACULDADE DE DIREITO DE ALTA FLORESTA","Privada sem fins lucrativos",,Faculdade
1514,3817,"FACULDADE UNINASSAU JOÃO PESSOA","Privada sem fins lucrativos",,Faculdade
1515,19329,"FACULDADE UNINABUCO JOÃO PESSOA","Privada sem fins lucrativos",,Faculdade
1516,4992,"FACULDADE DE TECNOLOGIA CENTEC - SERTÃO CENTRAL","Privada sem fins lucrativos","FTC SERTÃO CENTRAL",Faculdade
1517,4791,"FACULDADE DE TECNOLOGIA CENTEC - CARIRI","Privada sem fins lucrativos",CENTEC,Faculdade
1518,1066,"INSTITUTO DE ENSINO E PESQUISA OBJETIVO","Privada com fins lucrativos",IEPO,Faculdade
1519,2085,"CENTRO UNIVERSITÁRIO DE SALVADOR","Privada com fins lucrativos",UNICEUSA,"Centro Universitário"
1520,3788,"FACULDADE JUIZ DE FORA","Privada com fins lucrativos",FJF,Faculdade
1521,3786,"FACULDADE DE ENSINO DE MINAS GERAIS","Privada com fins lucrativos",FACEMG,Faculdade
1522,3785,"INSTITUTO MARANHENSE DE ENSINO E CULTURA","Privada com fins lucrativos",IMEC,Faculdade
1523,3777,"FACULDADE CURITIBANA","Privada com fins lucrativos",FAC,Faculdade
1524,3776,"INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO","Privada com fins lucrativos",IESMT,Faculdade
1525,2909,"FACULDADE DO ESTADO DO MARANHÃO","Privada com fins lucrativos",FACEM,Faculdade
1526,1996,"INSTITUTO CUIABÁ DE ENSINO E CULTURA","Privada com fins lucrativos",ICEC,Faculdade
1527,322,"UNIVERSIDADE PAULISTA","Privada com fins lucrativos",UNIP,Universidade
