id_ies,cod,nome,categoria,sigla,tipo_organizacao
1,1,"UNIVERSIDADE FEDERAL DE MATO GROSSO","Pública Federal",UFMT,Universidade
2,2,"UNIVERSIDADE DE BRASÍLIA","Pública Federal",UNB,Universidade
3,3,"UNIVERSIDADE FEDERAL DE SERGIPE","Pública Federal",UFS,Universidade
4,4,"UNIVERSIDADE FEDERAL DO AMAZONAS","Pública Federal",UFAM,Universidade
5,6,"UNIVERSIDADE FEDERAL DE OURO PRETO","Pública Federal",UFOP,Universidade
6,10,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ","Privada sem fins lucrativos",PUCPR,Universidade
7,11,"UNIVERSIDADE CATÓLICA DE PERNAMBUCO","Privada sem fins lucrativos",UNICAP,Universidade
8,13,"UNIVERSIDADE DE CAXIAS DO SUL","Privada sem fins lucrativos",UCS,Universidade
9,14,"UNIVERSIDADE DO VALE DO RIO DOS SINOS","Privada sem fins lucrativos",UNISINOS,Universidade
10,18,"UNIVERSIDADE CATÓLICA DE PELOTAS","Privada sem fins lucrativos",UCPEL,Universidade
11,19,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS","Privada sem fins lucrativos",PUC-CAMPINAS,Universidade
12,20,"UNIVERSIDADE DE PASSO FUNDO","Privada sem fins lucrativos",UPF,Universidade
13,21,"PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL","Privada sem fins lucrativos",PUCRS,Universidade
14,19229,"FACULDADE PRESBITERIANA MACKENZIE BRASILIA","Privada sem fins lucrativos",FPMB,Faculdade
15,353,"FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ","Privada sem fins lucrativos",FEMPAR,Faculdade
16,22,"UNIVERSIDADE PRESBITERIANA MACKENZIE","Privada sem fins lucrativos",MACKENZIE,Universidade
17,195,"FACULDADE PRESBITERIANA MACKENZIE RIO","Privada sem fins lucrativos",,Faculdade
18,23,"UNIVERSIDADE FEEVALE","Privada sem fins lucrativos",FEEVALE,Universidade
19,24,"UNIVERSIDADE ESTADUAL DE SANTA CRUZ","Pública Estadual",UESC,Universidade
20,26,"ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS","Pública Federal",ENCE,Faculdade
21,27,"UNIVERSIDADE VALE DO RIO VERDE","Privada sem fins lucrativos",UNINCOR,Universidade
22,29,"UNIVERSIDADE ESTADUAL DO CEARÁ","Pública Estadual",UECE,Universidade
23,30,"UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO","Privada sem fins lucrativos",UNIFENAS,Universidade
24,32,"UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL","Pública Estadual",UNCISAL,Universidade
25,18817,"Faculdade de Tecnologia de Sao Roque","Pública Estadual",FATEC-SR,Faculdade
26,4024,"FACULDADE DE TECNOLOGIA DE MOCOCA","Pública Estadual",FATEC,Faculdade
27,18049,"Faculdade de Tecnologia de Taubaté","Pública Estadual","FATEC TAUBATÉ",Faculdade
28,19501,"Faculdade de Tecnologia Sebrae","Pública Estadual","FATEC SEBRAE",Faculdade
29,19864,"Faculdade de Tecnologia de Itapira","Pública Estadual","FATEC Itapira",Faculdade
30,24672,"FACULDADE DE TECNOLOGIA DE MATÃO","Pública Estadual",,Faculdade
31,23438,"Faculdade de Tecnologia de Araras","Pública Estadual",,Faculdade
32,967,"FACULDADE DE TECNOLOGIA DE TAQUARITINGA","Pública Estadual",FATEC/TQ,Faculdade
33,15581,"Faculdade de Tecnologia de Sao José dos Campos - Jessen Vidal","Pública Estadual",FATECSJCAMPOS,Faculdade
34,15695,"Faculdade de Tecnologia Dom Amaury Castanho","Pública Estadual","Fatec Itu",Faculdade
35,37,"FACULDADE DE TECNOLOGIA DE JAHU","Pública Estadual",FATEC-JAHU,Faculdade
36,15585,"Faculdade de Tecnologia Santo André","Pública Estadual",FATEC-SA,Faculdade
37,19578,"Faculdade de Tecnologia de Cotia","Pública Estadual","FATEC COTIA",Faculdade
38,15714,"Fatec Arthur Azevedo - Mogi Mirim","Pública Estadual",FATECMM,Faculdade
39,4023,"FACULDADE DE TECNOLOGIA DE MAUÁ","Pública Estadual","FATEC MAUÁ",Faculdade
40,5627,"FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE","Pública Estadual",FATEC,Faculdade
41,15715,"FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA","Pública Estadual","FATEC LINS",Faculdade
42,15682,"Faculdade de Tecnologia de Piracicaba","Pública Estadual","Fatec Piracicaba",Faculdade
43,15746,"Faculdade de Tecnologia do Ipiranga","Pública Estadual",FATECIPI,Faculdade
44,15696,"Faculdade de Tecnologia de Sertaozinho","Pública Estadual","FATEC SERTÃOZINHO",Faculdade
45,33,"FACULDADE DE TECNOLOGIA DE SOROCABA","Pública Estadual","FATEC SO",Faculdade
46,15709,"Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar","Pública Estadual","Fatec Osasco",Faculdade
47,15753,"FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL","Pública Estadual","FATEC JBL",Faculdade
48,23459,"Faculdade de Tecnologia de Adamantina","Pública Estadual",,Faculdade
49,15803,"FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO","Pública Estadual","FATEC TATUÍ",Faculdade
50,15757,"Faculdade de Tecnologia de Barueri","Pública Estadual","Fatec Barueri",Faculdade
51,4025,"FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO","Pública Estadual",FATECRP,Faculdade
52,15639,"Faculdade de Tecnologia de Itaquaquecetuba","Pública Estadual","Fatec Itaqua",Faculdade
53,4021,"FACULDADE DE TECNOLOGIA DE GARÇA","Pública Estadual",FATECGA,Faculdade
54,17942,"Faculdade de Tecnologia do Tatuapé","Pública Estadual",FATEC-TT,Faculdade
55,19739,"Faculdade de Tecnologia de Campinas","Pública Estadual","FATEC CAMPINAS",Faculdade
56,15687,"Faculdade de Tecnologia de Pindamonhangaba","Pública Estadual","FATEC PI",Faculdade
57,15784,"Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia","Pública Estadual","Fatec Marilia",Faculdade
58,15693,"Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende","Pública Estadual","Fatec - Itapetininga",Faculdade
59,23705,"FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA","Pública Estadual",,Faculdade
60,19500,"Faculdade de Tecnologia de Sao Carlos","Pública Estadual","FATEC Sao Carlo",Faculdade
61,16410,"Faculdade de Tecnologia de Catanduva","Pública Estadual","FATEC Catanduva",Faculdade
62,15576,"Faculdade de Tecnologia de Mogi das Cruzes","Pública Estadual",FATEC-MC,Faculdade
63,36,"FACULDADE DE TECNOLOGIA RUBENS LARA","Pública Estadual",FATEC-BS,Faculdade
64,19862,"Faculdade de Tecnologia Jorge Caram Sabbag","Pública Estadual","FATEC Bebedouro",Faculdade
65,15769,"Faculdade de Tecnologia de Jales","Pública Estadual","Fatec Jales",Faculdade
66,17952,"Faculdade de Tecnologia de Jacareí","Pública Estadual","FATEC Jacareí",Faculdade
67,15745,"Faculdade de Tecnologia de Sao Caetano do Sul","Pública Estadual","FATEC SCS",Faculdade
68,15708,"Faculdade de Tecnologia Dr. Thomaz Novelino","Pública Estadual","FATEC Franca",Faculdade
69,15704,"Faculdade de Tecnologia de Capao Bonito","Pública Estadual",FATEC-CB,Faculdade
70,15793,"Faculdade de Tecnologia de Sao Sebastiao","Pública Estadual","Fatec SS",Faculdade
71,16395,"Faculdade de Tecnologia de Carapicuiba","Pública Estadual",FATEC,Faculdade
72,18099,"Faculdade de Tecnologia de Diadema Luigi Papaiz","Pública Estadual","FATEC DIADEMA",Faculdade
73,15697,"Faculdade de Tecnologia de Araçatuba","Pública Estadual","FATEC Araçatuba",Faculdade
74,35,"FACULDADE DE TECNOLOGIA DE AMERICANA","Pública Estadual",FATEC-AM,Faculdade
75,15689,"Faculdade de Tecnologia de Bauru","Pública Estadual",FATEC,Faculdade
76,4022,"FACULDADE DE TECNOLOGIA DE JUNDIAÍ","Pública Estadual",FATEC/JD,Faculdade
77,15680,"Fatec Cruzeiro - Prof. Waldomiro May","Pública Estadual",,Faculdade
78,15752,"Faculdade de Tecnologia de Guarulhos","Pública Estadual","FATEC GR",Faculdade
79,4020,"FACULDADE DE TECNOLOGIA DE BOTUCATU","Pública Estadual","FATEC BT",Faculdade
80,23700,"Faculdade de Tecnologia de Ferraz de Vasconcelos","Pública Estadual",,Faculdade
81,1583,"FACULDADE DE TECNOLOGIA DE INDAIATUBA","Pública Estadual",FATEC-ID,Faculdade
82,17953,"Faculdade de Tecnologia de Pompeia - Shunji Nishimura","Pública Estadual","FATEC Pompeia",Faculdade
83,19863,"Faculdade de Tecnologia de Assis","Pública Estadual","FATEC Assis",Faculdade
84,4926,"FACULDADE DE TECNOLOGIA DE PRAIA GRANDE","Pública Estadual",FATECPG,Faculdade
85,22939,"Faculdade de Tecnologia de Araraquara","Pública Estadual","FATEC ARQ",Faculdade
86,1584,"FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ","Pública Estadual","FATEC GT",Faculdade
87,5633,"FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA","Pública Estadual",,Faculdade
88,4026,"FACULDADE DE TECNOLOGIA ZONA LESTE","Pública Estadual",FATEC-ZL,Faculdade
89,17977,"Faculdade de Tecnologia de Itaquera","Pública Estadual","FATEC ITAQUERA",Faculdade
90,23867,"Faculdade de Tecnologia de Sumaré","Pública Estadual","Fatec de Sumaré",Faculdade
91,22319,"Faculdade de Tecnologia de Itatiba","Pública Estadual","Fatec Itatiba",Faculdade
92,5099,"FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO","Pública Estadual",FATEC-SB,Faculdade
93,34,"FACULDADE DE TECNOLOGIA DE SÃO PAULO","Pública Estadual",FATEC-SP,Faculdade
94,15688,"FACULDADE DE TECONOLOGIA DA ZONA SUL","Pública Estadual","FATEC ZONASUL",Faculdade
95,21713,"Faculdade de Tecnologia - Fatec de Ribeirao Preto","Pública Estadual",,Faculdade
96,20478,"Faculdade de Tecnologia de Santana de Parnaíba","Pública Estadual",FATEC-SPB,Faculdade
97,1874,"FACULDADE DE TECNOLOGIA DE OURINHOS","Pública Estadual",FATEC,Faculdade
98,38,"UNIVERSIDADE DO ESTADO DO PARÁ","Pública Estadual",UEPA,Universidade
99,40,"UNIVERSIDADE DO ESTADO DA BAHIA","Pública Estadual",UNEB,Universidade
100,9,"UNIVERSIDADE ESTADUAL DE LONDRINA","Pública Estadual",UEL,Universidade
101,730,"UNIVERSIDADE ESTADUAL DE PONTA GROSSA","Pública Estadual",UEPG,Universidade
102,18492,"Universidade Estadual do Paraná","Pública Estadual",UNESPAR,Universidade
103,609,"UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ","Pública Estadual",UNIOESTE,Universidade
104,1126,"UNIVERSIDADE ESTADUAL DO CENTRO OESTE","Pública Estadual",UNICENTRO,Universidade
105,57,"UNIVERSIDADE ESTADUAL DE MARINGÁ","Pública Estadual",UEM,Universidade
106,43,"FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA","Pública Estadual",UDESC,Universidade
107,1869,"CENTRO UNIVERSITÁRIO DE ITAJUBÁ","Privada sem fins lucrativos",FEPI,"Centro Universitário"
108,47,"UNIVERSIDADE ESTADUAL DE GOIÁS","Pública Estadual",UEG,Universidade
109,149,"FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO","Pública Estadual",FAMERP,Faculdade
110,59,"FACULDADE DE DIREITO DE FRANCA","Pública Municipal",FDF,Faculdade
111,1870,"FACULDADES INTEGRADAS REGIONAIS DE AVARÉ","Pública Municipal",FIRA,Faculdade
112,3641,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS","Privada sem fins lucrativos",UNIFEB,"Centro Universitário"
113,67,"ESCOLA DE ENGENHARIA DE PIRACICABA","Pública Municipal",EEP/FUMEP,Faculdade
114,68,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS","Pública Municipal",FAFIPE,Faculdade
115,71,"UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE","Pública Estadual",UERN,Universidade
116,4356,"FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES",Especial,FACIP,Faculdade
117,72,"FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL",Especial,FAMASUL,Faculdade
118,73,"CENTRO DE ENSINO SUPERIOR DE ARCOVERDE",Especial,CESA,Faculdade
119,4858,"ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE",Especial,ESSA,Faculdade
120,76,"UNIVERSIDADE REGIONAL DE BLUMENAU","Pública Municipal",FURB,Universidade
121,78,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE","Pública Municipal",FAFIA,Faculdade
122,79,"INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA","Pública Municipal","IMES CATANDUVA",Faculdade
123,80,"CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ","Privada sem fins lucrativos",UNIDAVI,"Centro Universitário"
124,81,"UNIVERSIDADE DA REGIÃO DE JOINVILLE","Privada sem fins lucrativos",UNIVILLE,Universidade
125,82,"UNIVERSIDADE DO OESTE DE SANTA CATARINA","Privada sem fins lucrativos",UNOESC,Universidade
126,1783,"FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS","Privada sem fins lucrativos",FACISA,Faculdade
127,83,"UNIVERSIDADE DO VALE DO ITAJAÍ","Privada sem fins lucrativos",UNIVALI,Universidade
128,84,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ","Privada sem fins lucrativos",FAFIMA,Faculdade
129,5671,"CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA","Privada sem fins lucrativos",,"Centro Universitário"
130,87,"CENTRO UNIVERSITÁRIO DE BRUSQUE","Privada sem fins lucrativos",UNIFEBE,"Centro Universitário"
131,18874,"FACULDADE RAIMUNDO MARINHO DE PENEDO","Privada sem fins lucrativos",,Faculdade
132,5228,"FACULDADE RAIMUNDO MARINHO","Privada sem fins lucrativos",FRM,Faculdade
133,3974,"UNIVERSIDADE DE RIO VERDE","Pública Municipal",FESURV,Universidade
134,94,"ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ","Pública Municipal",ESEFJ,Faculdade
135,93,"FACULDADE DE MEDICINA DE JUNDIAÍ","Pública Municipal",FMJ,Faculdade
136,95,"UNIVERSIDADE ESTADUAL VALE DO ACARAÚ","Pública Estadual",UVA,Universidade
137,3972,"CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO","Privada sem fins lucrativos",CESEP,Faculdade
138,3488,"Centro de Ensino Superior de Conselheiro Lafaiete","Privada sem fins lucrativos",CES-CL,Faculdade
139,99,"FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE","Privada sem fins lucrativos",FDCL,Faculdade
140,1575,"CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ","Privada sem fins lucrativos",UNIARAXÁ,"Centro Universitário"
141,107,"UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI","Pública Federal",UFSJ,Universidade
142,1844,"FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA","Privada sem fins lucrativos",FISMA,Faculdade
143,1623,"FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA","Privada sem fins lucrativos",FCAA,Faculdade
144,4962,"CENTRO UNIVERSITÁRIO DE SETE LAGOAS","Privada sem fins lucrativos",UNIFEMM,"Centro Universitário"
145,1418,"CENTRO UNIVERSITÁRIO TOLEDO","Privada com fins lucrativos",UNITOLEDO,"Centro Universitário"
146,1569,"FACULDADES INTEGRADAS DE ARARAQUARA","Privada sem fins lucrativos",FIAR,Faculdade
147,124,"UNIVERSIDADE DE ARARAQUARA","Privada sem fins lucrativos",UNIARA,Universidade
148,125,"CENTRO UNIVERSITÁRIO DE ARARAS -","Privada sem fins lucrativos",UNAR,"Centro Universitário"
149,126,"INSTITUTO NACIONAL DE TELECOMUNICAÇÕES","Privada sem fins lucrativos",INATEL,Faculdade
150,5312,"Centro Universitário UNIFAAT","Privada com fins lucrativos",UNIFAAT,"Centro Universitário"
151,5394,"INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI","Privada sem fins lucrativos",FENORD,Faculdade
152,2575,"FACULDADES INTEGRADAS SOARES DE OLIVEIRA","Privada sem fins lucrativos",FISO,Faculdade
153,2774,"Centro Universitário UNIFAFIBE","Privada sem fins lucrativos",FAFIBE,"Centro Universitário"
154,137,"CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO","Privada sem fins lucrativos",UNISAGRADO,"Centro Universitário"
155,138,"CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ","Privada sem fins lucrativos",CBM,"Centro Universitário"
156,22116,"Faculdade de Miguel Pereira","Privada sem fins lucrativos",FAMIPE,Faculdade
157,22917,"FACULDADE DE CIÊNCIAS MÉDICAS DE MARICÁ","Privada sem fins lucrativos",,Faculdade
158,140,"UNIVERSIDADE DE VASSOURAS","Privada sem fins lucrativos",,Universidade
159,141,"FACULDADE DE DIREITO DE VARGINHA - FADIVA","Privada sem fins lucrativos",FADIVA,Faculdade
160,143,"UNIVERSIDADE DE UBERABA","Privada sem fins lucrativos",UNIUBE,Universidade
161,144,"FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA","Privada sem fins lucrativos",FACHO,Faculdade
162,1129,"CENTRO UNIVERSITÁRIO DO NORTE PAULISTA","Privada sem fins lucrativos",UNORP,"Centro Universitário"
163,150,"UNIVERSIDADE DE SOROCABA","Privada sem fins lucrativos",UNISO,Universidade
164,2129,"ESCOLA DE ECONOMIA DE SÃO PAULO","Privada sem fins lucrativos",EESP,Faculdade
165,3614,"ESCOLA DE CIÊNCIAS SOCIAIS","Privada sem fins lucrativos",,Faculdade
166,2591,"EPGE Escola Brasileira de Economia e Finanças","Privada sem fins lucrativos","FGV EPGE",Faculdade
167,1851,"ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS","Privada sem fins lucrativos",EBAPE,Faculdade
168,13695,"ESCOLA DE MATEMÁTICA APLICADA","Privada sem fins lucrativos",EMAp-FGV,Faculdade
169,21952,"FGV / Escola de Relações Internacionais","Privada sem fins lucrativos",FGV/RI,Faculdade
170,151,"ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO","Privada sem fins lucrativos",FGV-EAESP,Faculdade
171,2128,"Escola de Direito de Sao Paulo - FGV DIREITO SP","Privada sem fins lucrativos","FGV DIREITO SP",Faculdade
172,2126,"ESCOLA DE DIREITO DO RIO DE JANEIRO","Privada sem fins lucrativos","DIREITO RIO",Faculdade
173,1363,"FACULDADE VISCONDE DE CAIRÚ","Privada sem fins lucrativos",FAVIC,Faculdade
174,152,"FACULDADE DE CIÊNCIAS CONTÁBEIS","Privada sem fins lucrativos",FACIC,Faculdade
175,1036,"UNIVERSIDADE DO ESTADO DE MINAS GERAIS","Pública Estadual",UEMG,Universidade
176,1557,"UNIVERSIDADE FUMEC","Privada sem fins lucrativos",FUMEC,Universidade
177,158,"CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO","Privada sem fins lucrativos",CBM-UniCBE,"Centro Universitário"
178,159,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU","Privada sem fins lucrativos",FAFICA,Faculdade
179,160,"FACULDADE FRASSINETTI DO RECIFE","Privada sem fins lucrativos",FAFIRE,Faculdade
180,162,"CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO","Privada sem fins lucrativos",FEBASP,"Centro Universitário"
181,862,"FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE","Privada com fins lucrativos",FESCG,Faculdade
182,1486,"FACULDADE ESTÁCIO DE SÁ DE VITÓRIA","Privada com fins lucrativos",FESV,Faculdade
183,1496,"FACULDADE ESTÁCIO DE SÁ DE VILA VELHA","Privada com fins lucrativos",FESVV,Faculdade
184,1509,"Centro Universitário Estácio de Belo Horizonte - Estácio BH","Privada com fins lucrativos","ESTÁCIO BH","Centro Universitário"
185,1659,"FACULDADE ESTÁCIO DE SÁ DE OURINHOS","Privada com fins lucrativos",FAESO,Faculdade
186,22191,"Faculdade Estácio de Jaraguá do Sul","Privada com fins lucrativos","Estácio Jaraguá",Faculdade
187,1986,"CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA","Privada com fins lucrativos",,"Centro Universitário"
188,163,"UNIVERSIDADE ESTÁCIO DE SÁ","Privada com fins lucrativos",UNESA,Universidade
189,22076,"Faculdade Estácio de Alagoinhas","Privada com fins lucrativos",,Faculdade
190,2501,"FACULDADE ESTÁCIO DE SÁ DE GOIÁS","Privada com fins lucrativos",FESGO,Faculdade
191,1510,"CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA","Privada com fins lucrativos",,"Centro Universitário"
192,1149,"CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO","Privada com fins lucrativos",CEUNSP,"Centro Universitário"
193,165,"UNIVERSIDADE VEIGA DE ALMEIDA","Privada com fins lucrativos",UVA,Universidade
194,166,"FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO TECNOLOGIA E EDUCAÇÃO","Privada sem fins lucrativos",,Faculdade
195,167,"UNIVERSIDADE METODISTA DE SÃO PAULO","Privada sem fins lucrativos",UMESP,Universidade
196,171,"FACULDADE DE DIREITO DO SUL DE MINAS","Privada sem fins lucrativos",FDSM,Faculdade
197,1586,"UNIVERSIDADE DO VALE DO SAPUCAÍ","Privada sem fins lucrativos",UNIVÁS,Universidade
198,176,"UNIVERSIDADE CASTELO BRANCO","Privada sem fins lucrativos",UCB,Universidade
199,3753,"FACULDADES INTEGRADAS DOM PEDRO II","Privada sem fins lucrativos",DOMPEDRO,Faculdade
200,2409,"CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA","Privada sem fins lucrativos",ASCES-UNITA,"Centro Universitário"
201,1041,"UNIVERSIDADE DO VALE DO TAQUARI","Privada sem fins lucrativos",UNIVATES,Universidade
202,1153,"UNIVERSIDADE CÂNDIDO MENDES","Privada sem fins lucrativos",UCAM,Universidade
203,191,"FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS","Privada sem fins lucrativos",FCCAE,Faculdade
204,190,"ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES","Privada sem fins lucrativos",EMSM,Faculdade
205,194,"ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES","Privada sem fins lucrativos",EEFTESM,Faculdade
206,192,"FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES","Privada sem fins lucrativos",FFCLSM,Faculdade
207,193,"FACULDADE DE ENGENHARIA SOUZA MARQUES","Privada sem fins lucrativos",FESM,Faculdade
208,197,"FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ","Privada sem fins lucrativos",FESPPR,Faculdade
209,200,"FACULDADE CÁSPER LÍBERO","Privada sem fins lucrativos",FCL,Faculdade
210,203,"UNIVERSIDADE SÃO JUDAS TADEU","Privada com fins lucrativos",USJT,Universidade
211,1365,"CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO","Privada sem fins lucrativos",UNASP,"Centro Universitário"
212,206,"CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO","Privada sem fins lucrativos",UNIÍTALO,"Centro Universitário"
213,207,"CENTRO UNIVERSITÁRIO MOURA LACERDA","Privada sem fins lucrativos",CUML,"Centro Universitário"
214,208,"UNIVERSIDADE DE RIBEIRÃO PRETO","Privada sem fins lucrativos",UNAERP,Universidade
215,2183,"CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ","Privada sem fins lucrativos",CUFSA,"Centro Universitário"
216,4502,"FACULDADES INTEGRADAS CAMPO-GRANDENSES","Privada sem fins lucrativos",FIC,Faculdade
217,213,"CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO","Privada sem fins lucrativos",FECAP,"Centro Universitário"
218,214,"FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG","Privada sem fins lucrativos",FEAMIG,Faculdade
219,216,"CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX","Privada sem fins lucrativos",CEUNIH,"Centro Universitário"
220,217,"CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE",Especial,UNIFAE,"Centro Universitário"
221,219,"FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL","Privada sem fins lucrativos","FAECA DOM BOSCO",Faculdade
222,220,"FACULDADE SÃO JUDAS TADEU","Privada sem fins lucrativos",FSJT,Faculdade
223,221,"UNIVERSIDADE CRUZEIRO DO SUL","Privada com fins lucrativos",UNICSUL,Universidade
224,222,"CENTRO UNIVERSITÁRIO DE VOTUPORANGA","Privada sem fins lucrativos",UNIFEV,"Centro Universitário"
225,224,"Centro Universitário Saúde ABC","Privada sem fins lucrativos",CUSABC,"Centro Universitário"
226,226,"CENTRO UNIVERSITÁRIO LUSÍADA","Privada sem fins lucrativos",UNILUS,"Centro Universitário"
227,227,"UNIVERSIDADE CATÓLICA DE SANTOS","Privada sem fins lucrativos",UNISANTOS,Universidade
228,1878,"CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS","Privada sem fins lucrativos",FEI,"Centro Universitário"
229,231,"FACULDADE DE SÃO BERNARDO DO CAMPO - FASB","Privada sem fins lucrativos","FASB I",Faculdade
230,1445,"CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA","Privada sem fins lucrativos",CEUN-IMT,"Centro Universitário"
231,234,"FACULDADES OSWALDO CRUZ","Privada com fins lucrativos",FOC,Faculdade
232,1836,"CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB","Privada sem fins lucrativos",UNIFEOB,"Centro Universitário"
233,240,"UNIVERSIDADE SANTA ÚRSULA","Privada sem fins lucrativos",USU,Universidade
234,243,"FACULDADE DO CLUBE NÁUTICO MOGIANO","Privada sem fins lucrativos",FCNM,Faculdade
235,244,"CENTRO UNIVERSITÁRIO FIEO","Privada sem fins lucrativos",UNIFIEO,"Centro Universitário"
236,1266,"FACULDADES INTEGRADAS URUBUPUNGÁ","Privada sem fins lucrativos",FIU,Faculdade
237,1230,"CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL","Privada sem fins lucrativos",UNIPINHAL,"Centro Universitário"
238,255,"FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP","Privada sem fins lucrativos",FEAP,Faculdade
239,263,"FACULDADES INTEGRADAS CAMPOS SALLES","Privada sem fins lucrativos",FICS,Faculdade
240,265,"CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS","Privada sem fins lucrativos",Unifio,"Centro Universitário"
241,266,"UNIVERSIDADE METODISTA DE PIRACICABA","Privada sem fins lucrativos",UNIMEP,Universidade
