CODIGO_IES,NOME_IES,TIPO_CATEGORIA_ADM,SIGLA_IES,TIPO_ORG_ACADEMICA
1,UNIVERSIDADE FEDERAL DE MATO GROSSO,Pública Federal,UFMT,Universidade
2,UNIVERSIDADE DE BRASÍLIA,Pública Federal,UNB,Universidade
3,UNIVERSIDADE FEDERAL DE SERGIPE,Pública Federal,UFS,Universidade
4,UNIVERSIDADE FEDERAL DO AMAZONAS,Pública Federal,UFAM,Universidade
6,UNIVERSIDADE FEDERAL DE OURO PRETO,Pública Federal,UFOP,Universidade
10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,PUCPR,Universidade
11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,Privada sem fins lucrativos,UNICAP,Universidade
13,UNIVERSIDADE DE CAXIAS DO SUL,Privada sem fins lucrativos,UCS,Universidade
14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,Privada sem fins lucrativos,UNISINOS,Universidade
18,UNIVERSIDADE CATÓLICA DE PELOTAS,Privada sem fins lucrativos,UCPEL,Universidade
19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,Privada sem fins lucrativos,PUC-CAMPINAS,Universidade
20,UNIVERSIDADE DE PASSO FUNDO,Privada sem fins lucrativos,UPF,Universidade
21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,Privada sem fins lucrativos,PUCRS,Universidade
19229,FACULDADE PRESBITERIANA MACKENZIE BRASILIA,Privada sem fins lucrativos,FPMB,Faculdade
353,FACULDADE EVANGÉLICA MACKENZIE DO PARANÁ,Privada sem fins lucrativos,FEMPAR,Faculdade
22,UNIVERSIDADE PRESBITERIANA MACKENZIE,Privada sem fins lucrativos,MACKENZIE,Universidade
195,FACULDADE PRESBITERIANA MACKENZIE RIO,Privada sem fins lucrativos,,Faculdade
23,UNIVERSIDADE FEEVALE,Privada sem fins lucrativos,FEEVALE,Universidade
24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,Pública Estadual,UESC,Universidade
26,ESCOLA NACIONAL DE CIÊNCIAS ESTATÍSTICAS,Pública Federal,ENCE,Faculdade
27,UNIVERSIDADE VALE DO RIO VERDE,Privada sem fins lucrativos,UNINCOR,Universidade
29,UNIVERSIDADE ESTADUAL DO CEARÁ,Pública Estadual,UECE,Universidade
30,UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO,Privada sem fins lucrativos,UNIFENAS,Universidade
32,UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL,Pública Estadual,UNCISAL,Universidade
18817,Faculdade de Tecnologia de Sao Roque,Pública Estadual,FATEC-SR,Faculdade
4024,FACULDADE DE TECNOLOGIA DE MOCOCA,Pública Estadual,FATEC,Faculdade
18049,Faculdade de Tecnologia de Taubaté,Pública Estadual,FATEC TAUBATÉ,Faculdade
19501,Faculdade de Tecnologia Sebrae,Pública Estadual,FATEC SEBRAE,Faculdade
19864,Faculdade de Tecnologia de Itapira,Pública Estadual,FATEC Itapira,Faculdade
24672,FACULDADE DE TECNOLOGIA DE MATÃO,Pública Estadual,,Faculdade
23438,Faculdade de Tecnologia de Araras,Pública Estadual,,Faculdade
967,FACULDADE DE TECNOLOGIA DE TAQUARITINGA,Pública Estadual,FATEC/TQ,Faculdade
15581,Faculdade de Tecnologia de Sao José dos Campos - Jessen Vidal,Pública Estadual,FATECSJCAMPOS,Faculdade
15695,Faculdade de Tecnologia Dom Amaury Castanho,Pública Estadual,Fatec Itu,Faculdade
37,FACULDADE DE TECNOLOGIA DE JAHU,Pública Estadual,FATEC-JAHU,Faculdade
15585,Faculdade de Tecnologia Santo André,Pública Estadual,FATEC-SA,Faculdade
19578,Faculdade de Tecnologia de Cotia,Pública Estadual,FATEC COTIA,Faculdade
15714,Fatec Arthur Azevedo - Mogi Mirim,Pública Estadual,FATECMM,Faculdade
4023,FACULDADE DE TECNOLOGIA DE MAUÁ,Pública Estadual,FATEC MAUÁ,Faculdade
5627,FACULDADE DE TECNOLOGIA DE PRESIDENTE PRUDENTE,Pública Estadual,FATEC,Faculdade
15715,FACULDADE DE TECNOLOGIA PROFESSOR ANTÔNIO SEABRA,Pública Estadual,FATEC LINS,Faculdade
15682,Faculdade de Tecnologia de Piracicaba,Pública Estadual,Fatec Piracicaba,Faculdade
15746,Faculdade de Tecnologia do Ipiranga,Pública Estadual,FATECIPI,Faculdade
15696,Faculdade de Tecnologia de Sertaozinho,Pública Estadual,FATEC SERTÃOZINHO,Faculdade
33,FACULDADE DE TECNOLOGIA DE SOROCABA,Pública Estadual,FATEC SO,Faculdade
15709,Faculdade de Tecnologia de Osasco - Prefeito Hirant Sanazar,Pública Estadual,Fatec Osasco,Faculdade
15753,FACULDADE DE TECNOLOGIA NILO DE STÉFANI - JABOTICABAL,Pública Estadual,FATEC JBL,Faculdade
23459,Faculdade de Tecnologia de Adamantina,Pública Estadual,,Faculdade
15803,FACULDADE DE TECNOLOGIA DE TATUÍ - PROF. WILSON ROBERTO RIBEIRO DE CAMARGO,Pública Estadual,FATEC TATUÍ,Faculdade
15757,Faculdade de Tecnologia de Barueri,Pública Estadual,Fatec Barueri,Faculdade
4025,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DO RIO PRETO,Pública Estadual,FATECRP,Faculdade
15639,Faculdade de Tecnologia de Itaquaquecetuba,Pública Estadual,Fatec Itaqua,Faculdade
4021,FACULDADE DE TECNOLOGIA DE GARÇA,Pública Estadual,FATECGA,Faculdade
17942,Faculdade de Tecnologia do Tatuapé,Pública Estadual,FATEC-TT,Faculdade
19739,Faculdade de Tecnologia de Campinas,Pública Estadual,FATEC CAMPINAS,Faculdade
15687,Faculdade de Tecnologia de Pindamonhangaba,Pública Estadual,FATEC PI,Faculdade
15784,Faculdade de Tecnologia Estudante Rafael Almeida Camarinha - Marilia,Pública Estadual,Fatec Marilia,Faculdade
15693,Faculdade de Tecnologia de Itapetininga - Prof.Antônio Belizandro Barbosa Rezende,Pública Estadual,Fatec - Itapetininga,Faculdade
23705,FACULDADE DE TECNOLOGIA DE FRANCO DA ROCHA,Pública Estadual,,Faculdade
19500,Faculdade de Tecnologia de Sao Carlos,Pública Estadual,FATEC Sao Carlo,Faculdade
16410,Faculdade de Tecnologia de Catanduva,Pública Estadual,FATEC Catanduva,Faculdade
15576,Faculdade de Tecnologia de Mogi das Cruzes,Pública Estadual,FATEC-MC,Faculdade
36,FACULDADE DE TECNOLOGIA RUBENS LARA,Pública Estadual,FATEC-BS,Faculdade
19862,Faculdade de Tecnologia Jorge Caram Sabbag,Pública Estadual,FATEC Bebedouro,Faculdade
15769,Faculdade de Tecnologia de Jales,Pública Estadual,Fatec Jales,Faculdade
17952,Faculdade de Tecnologia de Jacareí,Pública Estadual,FATEC Jacareí,Faculdade
15745,Faculdade de Tecnologia de Sao Caetano do Sul,Pública Estadual,FATEC SCS,Faculdade
15708,Faculdade de Tecnologia Dr. Thomaz Novelino,Pública Estadual,FATEC Franca,Faculdade
15704,Faculdade de Tecnologia de Capao Bonito,Pública Estadual,FATEC-CB,Faculdade
15793,Faculdade de Tecnologia de Sao Sebastiao,Pública Estadual,Fatec SS,Faculdade
16395,Faculdade de Tecnologia de Carapicuiba,Pública Estadual,FATEC,Faculdade
18099,Faculdade de Tecnologia de Diadema Luigi Papaiz,Pública Estadual,FATEC DIADEMA,Faculdade
15697,Faculdade de Tecnologia de Araçatuba,Pública Estadual,FATEC Araçatuba,Faculdade
35,FACULDADE DE TECNOLOGIA DE AMERICANA,Pública Estadual,FATEC-AM,Faculdade
15689,Faculdade de Tecnologia de Bauru,Pública Estadual,FATEC,Faculdade
4022,FACULDADE DE TECNOLOGIA DE JUNDIAÍ,Pública Estadual,FATEC/JD,Faculdade
15680,Fatec Cruzeiro - Prof. Waldomiro May,Pública Estadual,,Faculdade
15752,Faculdade de Tecnologia de Guarulhos,Pública Estadual,FATEC GR,Faculdade
4020,FACULDADE DE TECNOLOGIA DE BOTUCATU,Pública Estadual,FATEC BT,Faculdade
23700,Faculdade de Tecnologia de Ferraz de Vasconcelos,Pública Estadual,,Faculdade
1583,FACULDADE DE TECNOLOGIA DE INDAIATUBA,Pública Estadual,FATEC-ID,Faculdade
17953,Faculdade de Tecnologia de Pompeia - Shunji Nishimura,Pública Estadual,FATEC Pompeia,Faculdade
19863,Faculdade de Tecnologia de Assis,Pública Estadual,FATEC Assis,Faculdade
4926,FACULDADE DE TECNOLOGIA DE PRAIA GRANDE,Pública Estadual,FATECPG,Faculdade
22939,Faculdade de Tecnologia de Araraquara,Pública Estadual,FATEC ARQ,Faculdade
1584,FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ,Pública Estadual,FATEC GT,Faculdade
5633,FACULDADE DE TECNOLOGIA DE BRAGANÇA PAULISTA,Pública Estadual,,Faculdade
4026,FACULDADE DE TECNOLOGIA ZONA LESTE,Pública Estadual,FATEC-ZL,Faculdade
17977,Faculdade de Tecnologia de Itaquera,Pública Estadual,FATEC ITAQUERA,Faculdade
23867,Faculdade de Tecnologia de Sumaré,Pública Estadual,Fatec de Sumaré,Faculdade
22319,Faculdade de Tecnologia de Itatiba,Pública Estadual,Fatec Itatiba,Faculdade
5099,FACULDADE DE TECNOLOGIA DE SÃO BERNARDO DO CAMPO,Pública Estadual,FATEC-SB,Faculdade
34,FACULDADE DE TECNOLOGIA DE SÃO PAULO,Pública Estadual,FATEC-SP,Faculdade
15688,FACULDADE DE TECONOLOGIA DA ZONA SUL,Pública Estadual,FATEC ZONASUL,Faculdade
21713,Faculdade de Tecnologia - Fatec de Ribeirao Preto,Pública Estadual,,Faculdade
20478,Faculdade de Tecnologia de Santana de Parnaíba,Pública Estadual,FATEC-SPB,Faculdade
1874,FACULDADE DE TECNOLOGIA DE OURINHOS,Pública Estadual,FATEC,Faculdade
38,UNIVERSIDADE DO ESTADO DO PARÁ,Pública Estadual,UEPA,Universidade
40,UNIVERSIDADE DO ESTADO DA BAHIA,Pública Estadual,UNEB,Universidade
9,UNIVERSIDADE ESTADUAL DE LONDRINA,Pública Estadual,UEL,Universidade
730,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,Pública Estadual,UEPG,Universidade
18492,Universidade Estadual do Paraná,Pública Estadual,UNESPAR,Universidade
609,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,Pública Estadual,UNIOESTE,Universidade
1126,UNIVERSIDADE ESTADUAL DO CENTRO OESTE,Pública Estadual,UNICENTRO,Universidade
57,UNIVERSIDADE ESTADUAL DE MARINGÁ,Pública Estadual,UEM,Universidade
43,FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA,Pública Estadual,UDESC,Universidade
1869,CENTRO UNIVERSITÁRIO DE ITAJUBÁ,Privada sem fins lucrativos,FEPI,Centro Universitário
47,UNIVERSIDADE ESTADUAL DE GOIÁS,Pública Estadual,UEG,Universidade
149,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,Pública Estadual,FAMERP,Faculdade
59,FACULDADE DE DIREITO DE FRANCA,Pública Municipal,FDF,Faculdade
1870,FACULDADES INTEGRADAS REGIONAIS DE AVARÉ,Pública Municipal,FIRA,Faculdade
3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,Privada sem fins lucrativos,UNIFEB,Centro Universitário
67,ESCOLA DE ENGENHARIA DE PIRACICABA,Pública Municipal,EEP/FUMEP,Faculdade
68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,Pública Municipal,FAFIPE,Faculdade
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,Pública Estadual,UERN,Universidade
4356,FACULDADE DE CIÊNCIAS SOCIAIS DOS PALMARES,Especial,FACIP,Faculdade
72,FACULDADE DE FORMAÇÃO DE PROFESSORES DA MATA SUL,Especial,FAMASUL,Faculdade
73,CENTRO DE ENSINO SUPERIOR DE ARCOVERDE,Especial,CESA,Faculdade
4858,ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE,Especial,ESSA,Faculdade
76,UNIVERSIDADE REGIONAL DE BLUMENAU,Pública Municipal,FURB,Universidade
78,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE ALEGRE,Pública Municipal,FAFIA,Faculdade
79,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,Pública Municipal,IMES CATANDUVA,Faculdade
80,CENTRO UNIVERSITÁRIO PARA O DESENVOLVIMENTO DO ALTO VALE DO ITAJAÍ,Privada sem fins lucrativos,UNIDAVI,Centro Universitário
81,UNIVERSIDADE DA REGIÃO DE JOINVILLE,Privada sem fins lucrativos,UNIVILLE,Universidade
82,UNIVERSIDADE DO OESTE DE SANTA CATARINA,Privada sem fins lucrativos,UNOESC,Universidade
1783,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS,Privada sem fins lucrativos,FACISA,Faculdade
83,UNIVERSIDADE DO VALE DO ITAJAÍ,Privada sem fins lucrativos,UNIVALI,Universidade
84,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE MACAÉ,Privada sem fins lucrativos,FAFIMA,Faculdade
5671,CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA,Privada sem fins lucrativos,,Centro Universitário
87,CENTRO UNIVERSITÁRIO DE BRUSQUE,Privada sem fins lucrativos,UNIFEBE,Centro Universitário
18874,FACULDADE RAIMUNDO MARINHO DE PENEDO,Privada sem fins lucrativos,,Faculdade
5228,FACULDADE RAIMUNDO MARINHO,Privada sem fins lucrativos,FRM,Faculdade
3974,UNIVERSIDADE DE RIO VERDE,Pública Municipal,FESURV,Universidade
94,ESCOLA SUPERIOR DE EDUCAÇÃO FÍSICA DE JUNDIAÍ,Pública Municipal,ESEFJ,Faculdade
93,FACULDADE DE MEDICINA DE JUNDIAÍ,Pública Municipal,FMJ,Faculdade
95,UNIVERSIDADE ESTADUAL VALE DO ACARAÚ,Pública Estadual,UVA,Universidade
3972,CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO,Privada sem fins lucrativos,CESEP,Faculdade
3488,Centro de Ensino Superior de Conselheiro Lafaiete,Privada sem fins lucrativos,CES-CL,Faculdade
99,FACULDADE DE DIREITO DE CONSELHEIRO LAFAIETE,Privada sem fins lucrativos,FDCL,Faculdade
1575,CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ,Privada sem fins lucrativos,UNIARAXÁ,Centro Universitário
107,UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI,Pública Federal,UFSJ,Universidade
1844,FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA,Privada sem fins lucrativos,FISMA,Faculdade
1623,FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA,Privada sem fins lucrativos,FCAA,Faculdade
4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,Privada sem fins lucrativos,UNIFEMM,Centro Universitário
1418,CENTRO UNIVERSITÁRIO TOLEDO,Privada com fins lucrativos,UNITOLEDO,Centro Universitário
1569,FACULDADES INTEGRADAS DE ARARAQUARA,Privada sem fins lucrativos,FIAR,Faculdade
124,UNIVERSIDADE DE ARARAQUARA,Privada sem fins lucrativos,UNIARA,Universidade
125,CENTRO UNIVERSITÁRIO DE ARARAS -,Privada sem fins lucrativos,UNAR,Centro Universitário
126,INSTITUTO NACIONAL DE TELECOMUNICAÇÕES,Privada sem fins lucrativos,INATEL,Faculdade
5312,Centro Universitário UNIFAAT,Privada com fins lucrativos,UNIFAAT,Centro Universitário
5394,INSTITUTO DE ENSINO SUPERIOR INTEGRADO-IESI,Privada sem fins lucrativos,FENORD,Faculdade
2575,FACULDADES INTEGRADAS SOARES DE OLIVEIRA,Privada sem fins lucrativos,FISO,Faculdade
2774,Centro Universitário UNIFAFIBE,Privada sem fins lucrativos,FAFIBE,Centro Universitário
137,CENTRO UNIVERSITÁRIO SAGRADO CORAÇÃO,Privada sem fins lucrativos,UNISAGRADO,Centro Universitário
138,CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ,Privada sem fins lucrativos,CBM,Centro Universitário
22116,Faculdade de Miguel Pereira,Privada sem fins lucrativos,FAMIPE,Faculdade
22917,FACULDADE DE CIÊNCIAS MÉDICAS DE MARICÁ,Privada sem fins lucrativos,,Faculdade
140,UNIVERSIDADE DE VASSOURAS,Privada sem fins lucrativos,,Universidade
141,FACULDADE DE DIREITO DE VARGINHA - FADIVA,Privada sem fins lucrativos,FADIVA,Faculdade
143,UNIVERSIDADE DE UBERABA,Privada sem fins lucrativos,UNIUBE,Universidade
144,FACULDADE DE CIÊNCIAS HUMANAS DE OLINDA,Privada sem fins lucrativos,FACHO,Faculdade
1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,Privada sem fins lucrativos,UNORP,Centro Universitário
150,UNIVERSIDADE DE SOROCABA,Privada sem fins lucrativos,UNISO,Universidade
2129,ESCOLA DE ECONOMIA DE SÃO PAULO,Privada sem fins lucrativos,EESP,Faculdade
3614,ESCOLA DE CIÊNCIAS SOCIAIS,Privada sem fins lucrativos,,Faculdade
2591,EPGE Escola Brasileira de Economia e Finanças,Privada sem fins lucrativos,FGV EPGE,Faculdade
1851,ESCOLA BRASILEIRA DE ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS,Privada sem fins lucrativos,EBAPE,Faculdade
13695,ESCOLA DE MATEMÁTICA APLICADA,Privada sem fins lucrativos,EMAp-FGV,Faculdade
21952,FGV / Escola de Relações Internacionais,Privada sem fins lucrativos,FGV/RI,Faculdade
151,ESCOLA DE ADMINISTRAÇÃO DE EMPRESAS DE SÃO PAULO,Privada sem fins lucrativos,FGV-EAESP,Faculdade
2128,Escola de Direito de Sao Paulo - FGV DIREITO SP,Privada sem fins lucrativos,FGV DIREITO SP,Faculdade
2126,ESCOLA DE DIREITO DO RIO DE JANEIRO,Privada sem fins lucrativos,DIREITO RIO,Faculdade
1363,FACULDADE VISCONDE DE CAIRÚ,Privada sem fins lucrativos,FAVIC,Faculdade
152,FACULDADE DE CIÊNCIAS CONTÁBEIS,Privada sem fins lucrativos,FACIC,Faculdade
1036,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pública Estadual,UEMG,Universidade
1557,UNIVERSIDADE FUMEC,Privada sem fins lucrativos,FUMEC,Universidade
158,CONSERVATÓRIO BRASILEIRO DE MÚSICA - CENTRO UNIVERSITÁRIO BRASILEIRO DE EDUCAÇÃO,Privada sem fins lucrativos,CBM-UniCBE,Centro Universitário
159,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CARUARU,Privada sem fins lucrativos,FAFICA,Faculdade
160,FACULDADE FRASSINETTI DO RECIFE,Privada sem fins lucrativos,FAFIRE,Faculdade
162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,Privada sem fins lucrativos,FEBASP,Centro Universitário
862,FACULDADE ESTÁCIO DE SÁ DE CAMPO GRANDE,Privada com fins lucrativos,FESCG,Faculdade
1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,Privada com fins lucrativos,FESV,Faculdade
1496,FACULDADE ESTÁCIO DE SÁ DE VILA VELHA,Privada com fins lucrativos,FESVV,Faculdade
1509,Centro Universitário Estácio de Belo Horizonte - Estácio BH,Privada com fins lucrativos,ESTÁCIO BH,Centro Universitário
1659,FACULDADE ESTÁCIO DE SÁ DE OURINHOS,Privada com fins lucrativos,FAESO,Faculdade
22191,Faculdade Estácio de Jaraguá do Sul,Privada com fins lucrativos,Estácio Jaraguá,Faculdade
1986,CENTRO UNIVERSITÁRIO ESTÁCIO JUIZ DE FORA - ESTÁCIO JUIZ DE FORA,Privada com fins lucrativos,,Centro Universitário
163,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,UNESA,Universidade
22076,Faculdade Estácio de Alagoinhas,Privada com fins lucrativos,,Faculdade
2501,FACULDADE ESTÁCIO DE SÁ DE GOIÁS,Privada com fins lucrativos,FESGO,Faculdade
1510,CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA,Privada com fins lucrativos,,Centro Universitário
1149,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,Privada com fins lucrativos,CEUNSP,Centro Universitário
165,UNIVERSIDADE VEIGA DE ALMEIDA,Privada com fins lucrativos,UVA,Universidade
166,FAI - CENTRO DE ENSINO SUPERIOR EM GESTÃO TECNOLOGIA E EDUCAÇÃO,Privada sem fins lucrativos,,Faculdade
167,UNIVERSIDADE METODISTA DE SÃO PAULO,Privada sem fins lucrativos,UMESP,Universidade
171,FACULDADE DE DIREITO DO SUL DE MINAS,Privada sem fins lucrativos,FDSM,Faculdade
1586,UNIVERSIDADE DO VALE DO SAPUCAÍ,Privada sem fins lucrativos,UNIVÁS,Universidade
176,UNIVERSIDADE CASTELO BRANCO,Privada sem fins lucrativos,UCB,Universidade
3753,FACULDADES INTEGRADAS DOM PEDRO II,Privada sem fins lucrativos,DOMPEDRO,Faculdade
2409,CENTRO UNIVERSITÁRIO TABOSA DE ALMEIDA,Privada sem fins lucrativos,ASCES-UNITA,Centro Universitário
1041,UNIVERSIDADE DO VALE DO TAQUARI,Privada sem fins lucrativos,UNIVATES,Universidade
1153,UNIVERSIDADE CÂNDIDO MENDES,Privada sem fins lucrativos,UCAM,Universidade
191,FACULDADE DE CIÊNCIAS CONTÁBEIS E DE ADMINISTRAÇÃO DE EMPRESAS,Privada sem fins lucrativos,FCCAE,Faculdade
190,ESCOLA DE MEDICINA SOUZA MARQUES DA FUNDAÇÃO TÉCNICO-EDUCACIONAL SOUZA MARQUES,Privada sem fins lucrativos,EMSM,Faculdade
194,ESCOLA DE ENFERMAGEM DA FUNDAÇÃO TÉCNICO EDUCACIONAL SOUZA MARQUES,Privada sem fins lucrativos,EEFTESM,Faculdade
192,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS SOUZA MARQUES,Privada sem fins lucrativos,FFCLSM,Faculdade
193,FACULDADE DE ENGENHARIA SOUZA MARQUES,Privada sem fins lucrativos,FESM,Faculdade
197,FACULDADE DE EDUCAÇÃO SUPERIOR DO PARANÁ,Privada sem fins lucrativos,FESPPR,Faculdade
200,FACULDADE CÁSPER LÍBERO,Privada sem fins lucrativos,FCL,Faculdade
203,UNIVERSIDADE SÃO JUDAS TADEU,Privada com fins lucrativos,USJT,Universidade
1365,CENTRO UNIVERSITÁRIO ADVENTISTA DE SÃO PAULO,Privada sem fins lucrativos,UNASP,Centro Universitário
206,CENTRO UNIVERSITÁRIO ÍTALO-BRASILEIRO,Privada sem fins lucrativos,UNIÍTALO,Centro Universitário
207,CENTRO UNIVERSITÁRIO MOURA LACERDA,Privada sem fins lucrativos,CUML,Centro Universitário
208,UNIVERSIDADE DE RIBEIRÃO PRETO,Privada sem fins lucrativos,UNAERP,Universidade
2183,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,Privada sem fins lucrativos,CUFSA,Centro Universitário
4502,FACULDADES INTEGRADAS CAMPO-GRANDENSES,Privada sem fins lucrativos,FIC,Faculdade
213,CENTRO UNIVERSITÁRIO ÁLVARES PENTEADO,Privada sem fins lucrativos,FECAP,Centro Universitário
214,FACULDADE DE ENGENHARIA DE MINAS GERAIS - FEAMIG,Privada sem fins lucrativos,FEAMIG,Faculdade
216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,Privada sem fins lucrativos,CEUNIH,Centro Universitário
217,CENTRO UNIVERSITÁRIO DAS FACULDADES ASSOCIADAS DE ENSINO - FAE,Especial,UNIFAE,Centro Universitário
219,FACULDADE DE EDUCAÇÃO CIÊNCIAS E ARTES DOM BOSCO DE MONTE APRAZÍVEL,Privada sem fins lucrativos,FAECA DOM BOSCO,Faculdade
220,FACULDADE SÃO JUDAS TADEU,Privada sem fins lucrativos,FSJT,Faculdade
221,UNIVERSIDADE CRUZEIRO DO SUL,Privada com fins lucrativos,UNICSUL,Universidade
222,CENTRO UNIVERSITÁRIO DE VOTUPORANGA,Privada sem fins lucrativos,UNIFEV,Centro Universitário
224,Centro Universitário Saúde ABC,Privada sem fins lucrativos,CUSABC,Centro Universitário
226,CENTRO UNIVERSITÁRIO LUSÍADA,Privada sem fins lucrativos,UNILUS,Centro Universitário
227,UNIVERSIDADE CATÓLICA DE SANTOS,Privada sem fins lucrativos,UNISANTOS,Universidade
1878,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL INACIANA PE SABÓIA DE MEDEIROS,Privada sem fins lucrativos,FEI,Centro Universitário
231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB,Privada sem fins lucrativos,FASB I,Faculdade
1445,CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA,Privada sem fins lucrativos,CEUN-IMT,Centro Universitário
234,FACULDADES OSWALDO CRUZ,Privada com fins lucrativos,FOC,Faculdade
1836,CENTRO UNIVERSITÁRIO FUNDAÇÃO DE ENSINO OCTÁVIO BASTOS - FEOB,Privada sem fins lucrativos,UNIFEOB,Centro Universitário
240,UNIVERSIDADE SANTA ÚRSULA,Privada sem fins lucrativos,USU,Universidade
243,FACULDADE DO CLUBE NÁUTICO MOGIANO,Privada sem fins lucrativos,FCNM,Faculdade
244,CENTRO UNIVERSITÁRIO FIEO,Privada sem fins lucrativos,UNIFIEO,Centro Universitário
1266,FACULDADES INTEGRADAS URUBUPUNGÁ,Privada sem fins lucrativos,FIU,Faculdade
1230,CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL,Privada sem fins lucrativos,UNIPINHAL,Centro Universitário
255,FACULDADE DE ENGENHARIA E AGRIMENSURA DE PIRASSUNUNGA - FEAP,Privada sem fins lucrativos,FEAP,Faculdade
263,FACULDADES INTEGRADAS CAMPOS SALLES,Privada sem fins lucrativos,FICS,Faculdade
265,CENTRO UNIVERSITÁRIO DAS FACULDADES INTEGRADAS DE OURINHOS,Privada sem fins lucrativos,Unifio,Centro Universitário
266,UNIVERSIDADE METODISTA DE PIRACICABA,Privada sem fins lucrativos,UNIMEP,Universidade
267,CENTRO UNIVERSITÁRIO ESPÍRITO-SANTENSE/FAESA,Privada sem fins lucrativos,,Centro Universitário
2056,FACULDADE DA ALTA PAULISTA,Privada com fins lucrativos,FAP,Faculdade
269,FACULDADE FACCAT,Privada com fins lucrativos,FACCAT,Faculdade
271,UNIVERSIDADE DO OESTE PAULISTA,Privada sem fins lucrativos,UNOESTE,Universidade
275,UNIVERSIDADE DO VALE DO PARAÍBA,Privada sem fins lucrativos,UNIVAP,Universidade
276,FACULDADE DE DIREITO DE SOROCABA,Privada sem fins lucrativos,FADI,Faculdade
277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,Privada sem fins lucrativos,UNISUAM,Centro Universitário
278,FACULDADES INTEGRADAS SIMONSEN,Privada sem fins lucrativos,FIS,Faculdade
279,FACULDADES INTEGRADAS HÉLIO ALONSO,Privada sem fins lucrativos,FACHA,Faculdade
1559,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,Privada sem fins lucrativos,UNESC,Centro Universitário
288,FACULDADE DE DIREITO DO VALE DO RIO DOCE,Privada sem fins lucrativos,FADIVALE,Faculdade
5318,FACULDADE GUILHERME GUIMBALA,Privada sem fins lucrativos,FGG,Faculdade
294,FACULDADE TRÊS DE MAIO,Privada sem fins lucrativos,SETREM,Faculdade
295,UNIVERSIDADE DE SANTA CRUZ DO SUL,Privada sem fins lucrativos,UNISC,Universidade
296,Centro Universitário da Regiao da Campanha,Privada sem fins lucrativos,,Centro Universitário
