CODIGO_IES,NOME_IES,TIPO_CATEGORIA_ADM,SIGLA_IES,TIPO_ORG_ACADEMICA
829,UNIVERSIDADE ESTADUAL DO TOCANTINS,Pública Estadual,UNITINS,Universidade
830,UNIVERSIDADE FEDERAL DO AMAPÁ,Pública Federal,UNIFAP,Universidade
831,FACULDADE DE CIÊNCIAS HUMANAS DO VALE DO RIO GRANDE,Privada com fins lucrativos,FCHVRG,Faculdade
832,FACULDADE ARQUIDIOCESANA DE CURVELO,Privada sem fins lucrativos,FAC,Faculdade
833,FACULDADES INTEGRADAS DE ARIQUEMES,Privada sem fins lucrativos,FIAR,Faculdade
838,FACULDADE DE CIÊNCIAS TECNOLÓGICAS DE FORTALEZA,Privada sem fins lucrativos,FCTFOR,Faculdade
837,FACULDADE DE CIÊNCIAS HUMANAS DE FORTALEZA,Privada sem fins lucrativos,FCHFOR,Faculdade
839,FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS,Privada com fins lucrativos,FAVI,Faculdade
840,FACULDADE VITORIANA DE TECNOLOGIA,Privada com fins lucrativos,FAVI,Faculdade
1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,Privada com fins lucrativos,FAVI,Faculdade
2245,FACULDADE DO ESPÍRITO SANTO,Privada com fins lucrativos,FACES,Faculdade
843,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE BIRIGUI,Pública Municipal,FATEB,Faculdade
1307,FACULDADE DE ENSINO SUPERIOR E FORMAÇÃO INTEGRAL,Privada com fins lucrativos,FAEF,Faculdade
845,FACULDADE DA FUNDAÇÃO EDUCACIONAL ARAÇATUBA,Pública Municipal,FAC-FEA,Centro Universitário
846,FACULDADE DE ADMINISTRAÇÃO DE TERESINA,Privada sem fins lucrativos,FAT,Faculdade
1656,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,Privada sem fins lucrativos,IEST,Faculdade
2150,FACULDADE DO PIAUÍ,Privada com fins lucrativos,FAPI,Faculdade
847,FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS,Privada sem fins lucrativos,FPPD,Faculdade
3784,INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE,Privada com fins lucrativos,IESRN,Faculdade
1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,Privada com fins lucrativos,INPER,Faculdade
848,FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS,Privada com fins lucrativos,FPPD,Faculdade
2243,FACULDADE PARAÍBANA,Privada com fins lucrativos,FAP,Faculdade
2908,CENTRO UNIVERSITÁRIO NATALENSE,Privada com fins lucrativos,,Centro Universitário
849,FACULDADE JESUÍTA DE FILOSOFIA E TEOLOGIA,Privada sem fins lucrativos,FAJE,Faculdade
1182,INSTITUTO DE ENSINO SUPERIOR DE AMERICANA,Privada com fins lucrativos,IESA,Faculdade
1872,FACULDADES INTEGRADAS SANTA CRUZ DE CURITIBA,Privada sem fins lucrativos,FARESC,Faculdade
861,CENTRO DE ENSINO SUPERIOR DO AMAPÁ,Privada com fins lucrativos,CEAP,Faculdade
1032,CENTRO UNIVERSITÁRIO SALESIANO DE SÃO PAULO,Privada sem fins lucrativos,UNISAL,Centro Universitário
873,FACULDADES UNIFICADAS DE FOZ DO IGUAÇU,Privada com fins lucrativos,UNIFOZ,Faculdade
874,FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA,Privada sem fins lucrativos,FESAV,Faculdade
1550,FACULDADE DE EDUCAÇÃO FÍSICA DE FOZ DO IGUAÇU,Privada com fins lucrativos,,Faculdade
877,FACULDADE DE ECONOMIA E PROCESSAMENTO DE DADOS DE FOZ DO IGUAÇU,Privada com fins lucrativos,FEPI,Faculdade
2165,FACULDADE FOZ DO IGUAÇU,Privada com fins lucrativos,FAFIG,Faculdade
2086,INSTITUTO DE ENSINO SUPERIOR DE FOZ DO IGUAÇU,Privada com fins lucrativos,IESFI,Faculdade
881,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE ASSIS,Especial,IMESA,Faculdade
882,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE BEBEDOURO VICTÓRIO CARDASSI,Pública Municipal,IMESB,Faculdade
890,ESCOLA DE GOVERNO PROFESSOR PAULO NEVES DE CARVALHO,Pública Estadual,EG,Faculdade
1038,FACULDADES INTEGRADAS DE TRÊS LAGOAS,Privada sem fins lucrativos,AEMS,Faculdade
3170,FACULDADE ESTÁCIO DE FLORIANÓPOLIS - ESTÁCIO FLORIANÓPOLIS,Privada com fins lucrativos,,Faculdade
898,CENTRO UNIVERSITÁRIO SANTA RITA,Privada sem fins lucrativos,UNISANTARITA,Centro Universitário
900,FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA,Privada sem fins lucrativos,FATEC,Faculdade
905,FACULDADE ESCOLA PAULISTA DE DIREITO,Privada sem fins lucrativos,FACEPD,Faculdade
908,FACULDADE ALAGOANA DE ADMINISTRAÇÃO,Privada com fins lucrativos,FAA,Faculdade
2244,FACULDADE DA CIDADE DE MACEIÓ,Privada com fins lucrativos,FACIMA,Faculdade
2075,INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS,Privada com fins lucrativos,IESA,Faculdade
909,Faculdade Fernanda Bicchieri,Privada sem fins lucrativos,,Faculdade
910,FACULDADE SANTA LÚCIA,Privada sem fins lucrativos,FCACSL,Faculdade
913,FACULDADES INTEGRADAS DE PARANAÍBA - FIPAR,Privada sem fins lucrativos,FIPAR,Faculdade
916,FACULDADE ESTÁCIO DE TERESINA,Privada com fins lucrativos,ESTÁCIO TERESINA,Faculdade
918,CENTRO UNIVERSITÁRIO UNIVEL,Privada com fins lucrativos,,Centro Universitário
923,CENTRO UNIVERSITÁRIO SÃO ROQUE,Privada sem fins lucrativos,UNISÃO ROQUE,Centro Universitário
1422,CENTRO UNIVERSITÁRIO DO NORTE,Privada com fins lucrativos,UNINORTE,Centro Universitário
1142,FACULDADE DE DIREITO DE VITÓRIA,Privada com fins lucrativos,FDV,Faculdade
1125,FACULDADES INTEGRADAS ESPÍRITA,Privada sem fins lucrativos,FIES,Faculdade
939,FACULDADE CATÓLICA DE ANÁPOLIS,Privada sem fins lucrativos,CATÓLICA DE ANÁPOLIS,Faculdade
952,UNIVERSIDADE SANTA CECÍLIA,Privada sem fins lucrativos,UNISANTA,Universidade
953,UNIVERSIDADE METROPOLITANA DE SANTOS,Privada sem fins lucrativos,UNIMES,Universidade
1162,FACULDADE DE ALTA FLORESTA,Privada sem fins lucrativos,FAF,Faculdade
1867,FACULDADE SANTOS DUMONT,Privada sem fins lucrativos,FSD,Faculdade
3688,FACULDADES INTEGRADAS DO VALE DO IVAÍ,Privada sem fins lucrativos,,Faculdade
989,ESCOLA SUPERIOR EM MEIO AMBIENTE,Privada sem fins lucrativos,ESMA,Faculdade
991,FACULDADE SENAI-CETIQT,Privada sem fins lucrativos,SENAI-CETIQT,Faculdade
1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,Privada sem fins lucrativos,FIEL,Faculdade
997,Centro Universitário de Bauru,Privada sem fins lucrativos,,Centro Universitário
2328,FACULDADE ITEANA DE BOTUCATU,Privada sem fins lucrativos,FITB,Faculdade
1012,FACULDADE DO SERTÃO DO PAJEÚ,Especial,FASP,Faculdade
1014,INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC,Privada sem fins lucrativos,BOM JESUS/IELUSC,Faculdade
5369,FACULDADES INTEGRADAS ASMEC,Privada com fins lucrativos,ASMEC,Faculdade
1225,CENTRO UNIVERSITÁRIO AMPARENSE,Privada com fins lucrativos,UNIFIA,Centro Universitário
828,FACULDADE DE SÃO LOURENÇO,Privada com fins lucrativos,FASAMA,Faculdade
4185,FACULDADE PERUIBE,Privada com fins lucrativos,FPBE,Faculdade
1554,CENTRO UNIVERSITÁRIO DO VALE DO RIBEIRA,Privada com fins lucrativos,UNIVR,Centro Universitário
3823,INSTITUTO DE EDUCAÇÃO SUPERIOR DE POUSO ALEGRE,Privada com fins lucrativos,,Faculdade
1019,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU,Privada sem fins lucrativos,FACTU,Faculdade
1170,FACULDADE METROPOLITANA DE CAMAÇARI,Privada sem fins lucrativos,FAMEC,Faculdade
17116,Faculdade de Ciências de Goiana,Privada sem fins lucrativos,FCG,Faculdade
1021,FACULDADE DE CIÊNCIAS DE TIMBAÚBA,Privada sem fins lucrativos,FACET,Faculdade
1143,Faculdade de Ciências de Timbaúba,Privada sem fins lucrativos,FACET,Faculdade
1028,UNIVERSIDADE ESTADUAL DE MATO GROSSO DO SUL,Pública Estadual,UEMS,Universidade
1049,INSTITUTO DE ENSINO SUPERIOR FUCAPI,Privada sem fins lucrativos,CESF,Faculdade
1051,FACULDADE DA SEUNE,Privada com fins lucrativos,SEUNE,Faculdade
3754,FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS,Privada sem fins lucrativos,FADMINAS,Faculdade
1123,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR,Privada com fins lucrativos,IESUS,Faculdade
1055,Centro Universitário Maurício de Nassau de Salvador,Privada sem fins lucrativos,Uninassau Salvador,Centro Universitário
1060,CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB,Privada com fins lucrativos,IESB,Centro Universitário
1428,INSTITUTO DE ENSINO SUPERIOR PLANALTO,Privada com fins lucrativos,IESPLAN,Faculdade
1067,FACULDADE DE JUSSARA,Privada com fins lucrativos,FAJ,Faculdade
1068,FACULDADE ALDETE MARIA ALVES,Privada sem fins lucrativos,FAMA,Faculdade
1071,INSTITUTO DE ENSINO SUPERIOR DA FUNLEC,Privada sem fins lucrativos,IESF,Faculdade
3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,Privada com fins lucrativos,FATECPB,Faculdade
1075,CENTRO UNIVERSITÁRIO - UNIESP,Privada com fins lucrativos,UNIESP,Centro Universitário
1076,FACULDADE DE FILOSOFIA  CIÊNCIAS E LETRAS DE CAJAZEIRAS,Privada sem fins lucrativos,FAFIC,Faculdade
1079,FACULDADE MARINGÁ,Privada sem fins lucrativos,CESPAR,Faculdade
1085,FACULDADE METODISTA CENTENÁRIO,Privada sem fins lucrativos,FMC,Faculdade
19172,Faculdades Integradas Aparício Carvalho Vilhena,Privada com fins lucrativos,FIMCAVILHENA,Faculdade
1087,CENTRO UNIVERSITÁRIO APARÍCIO CARVALHO,Privada sem fins lucrativos,,Centro Universitário
1090,FACULDADE SÃO LUÍS DE FRANÇA,Privada com fins lucrativos,FSLF,Faculdade
1092,FACULDADES INTEGRADAS DE BAURU,Privada com fins lucrativos,FIB,Faculdade
1174,FACULDADE DE SABARÁ,Privada sem fins lucrativos,SOECS,Faculdade
3692,FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS,Privada sem fins lucrativos,FATEC CAMPINAS,Faculdade
1385,FACULDADES INTEGRADAS IPEP,Privada sem fins lucrativos,FIPEP,Faculdade
15508,Centro de Ensino Unificado do Piauí,Privada sem fins lucrativos,CEUPI,Faculdade
22131,CENTRO DE ENSINO SUPERIOR DO TOCANTINS,Privada sem fins lucrativos,,Faculdade
4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,Privada sem fins lucrativos,UNIFAMAZ,Centro Universitário
21892,CENTRO DE ENSINO SUPERIOR DE PALMAS,Privada sem fins lucrativos,CESUP,Faculdade
1113,CENTRO UNIVERSITÁRIO EURO-AMERICANO,Privada sem fins lucrativos,UNIEURO,Centro Universitário
1115,FACULDADE SANTA TEREZINHA,Privada sem fins lucrativos,CEST,Faculdade
738,CENTRO UNIVERSITÁRIO TERESA D'ÁVILA,Privada sem fins lucrativos,FATEA,Centro Universitário
545,FACULDADE DE DESENVOLVIMENTO DAS CIÊNCIAS E HUMANIDADES,Privada sem fins lucrativos,FADECH,Faculdade
4938,FACULDADE CLARETIANA DE TEOLOGIA,Privada sem fins lucrativos,,Faculdade
135,CENTRO UNIVERSITÁRIO CLARETIANO,Privada sem fins lucrativos,CEUCLAR,Centro Universitário
1854,CLARETIANO - CENTRO UNIVERSITÁRIO,Privada sem fins lucrativos,,Centro Universitário
1131,CENTRO UNIVERSITÁRIO SANTO AGOSTINHO,Privada com fins lucrativos,UNIFSA,Centro Universitário
1136,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS DE IGARASSU,Privada sem fins lucrativos,FACIG,Faculdade
1360,iCEV - Instituto de Ensino Superior,Privada com fins lucrativos,,Faculdade
1141,CENTRO UNIVERSITÁRIO GAMA E SOUZA,Privada sem fins lucrativos,,Centro Universitário
1144,FACULDADE DE CIÊNCIAS HUMANAS,Privada sem fins lucrativos,IMENSU,Faculdade
1379,FACULDADES INTEGRADAS SÃO PEDRO,Privada sem fins lucrativos,FAESA,Faculdade
1151,FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS DE SERGIPE,Privada com fins lucrativos,FANESE,Faculdade
1157,ESCOLA SUPERIOR SÃO FRANCISCO DE ASSIS,Privada sem fins lucrativos,ESFA,Faculdade
1159,CENTRO DE ENSINO SUPERIOR DE VITÓRIA,Privada com fins lucrativos,CESV,Faculdade
1160,FACULDADE CAMBURY,Privada com fins lucrativos,CAMBURY,Faculdade
14609,FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO,Privada sem fins lucrativos,,Faculdade
4817,FACULDADE DE TECNOLOGIA SENAI ANCHIETA,Privada sem fins lucrativos,,Faculdade
4814,FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD,Privada sem fins lucrativos,,Faculdade
4815,FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO,Privada sem fins lucrativos,,Faculdade
1150,Faculdade de Tecnologia Senai Theobaldo de Nigris,Privada sem fins lucrativos,SP SENAI,Faculdade
4819,FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ,Privada sem fins lucrativos,,Faculdade
1286,Faculdade de Tecnologia Senai Mario Amato,Privada sem fins lucrativos,SENAI,Faculdade
17516,Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira,Privada sem fins lucrativos,,Faculdade
15502,Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle,Privada sem fins lucrativos,,Faculdade
1195,FACULDADE SENAI DE TECNOLOGIA MECATRÔNICA,Privada sem fins lucrativos,SENAI,Faculdade
1526,FACULDADE DE TECNOLOGIA SENAI ANTOINE SKAF,Privada sem fins lucrativos,SENAI,Faculdade
4820,FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE,Privada sem fins lucrativos,,Faculdade
17691,FACULDADE DE TECNOLOGIA SENAI GASPAR RICARDO JUNIOR,Privada sem fins lucrativos,,Faculdade
17690,FACULDADE DE TECNOLOGIA SENAI ROBERTO MANGE,Privada sem fins lucrativos,,Faculdade
15501,Faculdade de Tecnologia SENAI Roberto Simonsen,Privada sem fins lucrativos,,Faculdade
1175,FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS,Privada sem fins lucrativos,ESTÁCIO FARGS,Faculdade
1185,CENTRO UNIVERSITÁRIO JORGE AMADO,Privada com fins lucrativos,UNIJORGE,Centro Universitário
370,FACULDADE PAULISTA DE ARTES,Privada sem fins lucrativos,FPA,Faculdade
1191,INSTITUTO DE ENSINO SUPERIOR DE FORTALEZA,Privada sem fins lucrativos,IESF,Faculdade
1192,FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO,Privada com fins lucrativos,FACIS,Faculdade
1198,FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ,Privada com fins lucrativos,FACET,Faculdade
1202,FACULDADE SANTA RITA,Privada com fins lucrativos,FASAR,Faculdade
1205,FACULDADE EDUCACIONAL DA LAPA,Privada com fins lucrativos,FAEL,Faculdade
1208,FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL,Privada sem fins lucrativos,,Faculdade
4157,FACULDADE METROPOLITANA DE RIO DO SUL,Privada com fins lucrativos,FAMESUL,Faculdade
2175,CENTRO UNIVERSITÁRIO DANTE,Privada com fins lucrativos,,Centro Universitário
1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,Privada com fins lucrativos,UNIASSELVI,Centro Universitário
2755,FACULDADE DO VALE DO ITAJAÍ MIRIM,Privada com fins lucrativos,FAVIM,Faculdade
16914,Faculdade Leonardo da Vinci - Santa Catarina,Privada com fins lucrativos,,Faculdade
1958,FACULDADE DE TECNOLOGIA SENAI BLUMENAU,Privada sem fins lucrativos,CET BLUMENAU,Faculdade
1957,FACULDADE DE TECNOLOGIA SENAI JOINVILLE,Privada sem fins lucrativos,SENAI DE JOINVILLE,Faculdade
1763,FACULDADE DE TECNOLOGIA SENAI CHAPECÓ,Privada sem fins lucrativos,SENAI,Faculdade
3155,FACULDADE DE TECNOLOGIA SENAI JARAGUÁ DO SUL,Privada sem fins lucrativos,FATEC,Faculdade
3159,FACULDADE DE TECNOLOGIA SENAI FLORIANÓPOLIS,Privada sem fins lucrativos,SENAI -SC - CTAI,Faculdade
1219,INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR,Privada com fins lucrativos,IIES,Faculdade
1227,CENTRO UNIVERSITÁRIO SÃO FRANCISCO DE BARREIRAS,Privada sem fins lucrativos,,Centro Universitário
1237,FACULDADE NOSSA SENHORA APARECIDA,Privada sem fins lucrativos,FANAP,Faculdade
1239,FACULDADE PADRÃO,Privada com fins lucrativos,PADRAO,Faculdade
2073,INSTITUTO SUPERIOR DE EDUCAÇÃO PADRÃO,Privada com fins lucrativos,ISE-PADRAO,Faculdade
2442,FACULDADE DE CIÊNCIAS BIOMÉDICAS DO ESPÍRITO SANTO,Privada sem fins lucrativos,PIO XII - BIO,Faculdade
2351,FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS,Privada sem fins lucrativos,PIO XII - DIR,Faculdade
1240,FACULDADE DE ESTUDOS SOCIAIS DO ESPÍRITO SANTO,Privada sem fins lucrativos,PIO XII,Faculdade
23318,FACULDADE BRASILEIRA DE CACHOEIRO,Privada com fins lucrativos,,Faculdade
1244,FACULDADE BRASILEIRA,Privada com fins lucrativos,MULTIVIX VITÓRIA,Faculdade
1245,Faculdade de Castelo - Multivix Castelo,Privada com fins lucrativos,Multivix Castelo,Faculdade
1970,FACULDADE DO ESPÍRITO SANTO,Privada com fins lucrativos,UNES,Faculdade
1248,FACULDADE DE PEDAGOGIA,Privada sem fins lucrativos,ANAEC,Faculdade
1249,FACULDADE DE EDUCAÇÃO DE COSTA RICA,Privada sem fins lucrativos,FECRA,Faculdade
1253,FACULDADE METODISTA GRANBERY,Privada sem fins lucrativos,FMG,Faculdade
1256,FACULDADE DOM BOSCO,Privada sem fins lucrativos,DOM BOSCO,Faculdade
5403,CENTRO UNIVERSITÁRIO OPET,Privada com fins lucrativos,Uniopet,Centro Universitário
1263,FACULDADE BEZERRA DE ARAÚJO,Privada com fins lucrativos,FABA,Faculdade
1264,CENTRO UNIVERSITÁRIO DO RIO GRANDE DO NORTE,Privada sem fins lucrativos,UNI-RN,Centro Universitário
1267,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,Privada com fins lucrativos,IESGF,Faculdade
2174,FACULDADE DE SANTA CATARINA,Privada com fins lucrativos,FASC,Faculdade
1270,CENTRO UNIVERSITÁRIO ESTÁCIO DE RIBEIRÃO PRETO,Privada com fins lucrativos,ESTÁCIO RIBEIRÃO PRE,Centro Universitário
17803,Faculdade Estácio de Rio Preto,Privada com fins lucrativos,Estácio Rio Preto,Faculdade
1273,Centro Universitário Campo Limpo Paulista,Privada com fins lucrativos,UNIFACCAMP,Centro Universitário
1276,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,Privada com fins lucrativos,I.T.E.S.,Faculdade
1279,FACULDADE DE ITÁPOLIS - FACITA,Privada com fins lucrativos,FACITA,Faculdade
1281,FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA,Privada com fins lucrativos,FAIT,Faculdade
1294,Centro Universitário das Américas,Privada com fins lucrativos,CAM,Centro Universitário
4064,FACULDADE DE TECNOLOGIA FAMA,Privada sem fins lucrativos,FAMA,Faculdade
1296,ESCOLA SUPERIOR DE MARKETING,Privada sem fins lucrativos,ESM,Faculdade
1300,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,Privada sem fins lucrativos,ITES,Faculdade
1302,FACULDADE BATISTA BRASILEIRA,Privada sem fins lucrativos,FBB,Faculdade
19284,FACULDADE BATISTA BRASILEIRA DO RECÔNCAVO,Privada sem fins lucrativos,FBBR,Faculdade
1310,FACULDADE DE AMERICANA,Privada sem fins lucrativos,FAM,Faculdade
14878,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS-,Privada com fins lucrativos,TEN,Faculdade
13811,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,Privada com fins lucrativos,,Faculdade
1311,TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS,Privada com fins lucrativos,TREVISAN,Faculdade
1317,Centro Universitário Sudoeste Paulista,Privada com fins lucrativos,UniFSP,Centro Universitário
1318,FACULDADE UNINASSAU VITÓRIA DA CONQUISTA,Privada com fins lucrativos,,Faculdade
13873,FACULDADE FINOM DE PATOS DE MINAS,Privada com fins lucrativos,FINOM,Faculdade
682,FACULDADE DO NOROESTE DE MINAS,Privada com fins lucrativos,FINOM,Faculdade
1319,FACULDADE TECSOMA,Privada com fins lucrativos,FATEC,Faculdade
4043,FACULDADE TECNOLOGIA EDUVALE - AVARÉ,Privada sem fins lucrativos,FATEC EDUVALE,Faculdade
1322,FACULDADE EDUVALE DE AVARÉ,Privada sem fins lucrativos,EDUVALE,Faculdade
1325,FACULDADE DE APUCARANA,Privada sem fins lucrativos,FAP,Faculdade
1328,FACULDADE DE COMUNICAÇÃO E TURISMO DE OLINDA,Privada sem fins lucrativos,FACOTTUR,Faculdade
1330,FACULDADE COTEMIG,Privada com fins lucrativos,COTEMIG,Faculdade
2491,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP,Privada sem fins lucrativos,ISCECAP,Faculdade
1333,FACULDADE CECAP DO LAGO NORTE,Privada sem fins lucrativos,CECAP,Faculdade
12625,ESCOLA SUPERIOR DE AVIAÇÃO CIVIL,Privada com fins lucrativos,ESAC,Faculdade
1334,CENTRO UNIVERSITÁRIO FACISA,Privada com fins lucrativos,UNIFACISA,Centro Universitário
5186,INSTITUTO ASSIS GURGACZ,Privada sem fins lucrativos,,Faculdade
1612,Faculdade Assis Gurgacz,Privada sem fins lucrativos,FAG TOLEDO,Faculdade
1336,CENTRO UNIVERSITÁRIO ASSIS GURGACZ,Privada sem fins lucrativos,FAG,Centro Universitário
1337,FACULDADE MATER DEI,Privada com fins lucrativos,FMD,Faculdade
1350,FACULDADE DO VALE DO JAGUARIBE,Privada com fins lucrativos,FVJ,Faculdade
14028,Faculdade UNA de Betim,Privada com fins lucrativos,UNA,Faculdade
4766,FACULDADE UNA DE CONTAGEM,Privada com fins lucrativos,FUNAC,Faculdade
1618,CENTRO UNIVERSITÁRIO SOCIESC DE BLUMENAU,Privada com fins lucrativos,,Centro Universitário
22736,Faculdade SOCIESC de Itajaí,Privada com fins lucrativos,SOCIESC,Faculdade
4045,Centro Universitário SOCIESC de Curitiba,Privada sem fins lucrativos,UNISOCIESC,Centro Universitário
3758,Faculdade SOCIESC,Privada sem fins lucrativos,,Faculdade
3691,FACULDADE DE TECNOLOGIA TUPY DE SÃO BENTO DO SUL,Privada sem fins lucrativos,FTT-SBS,Faculdade
3437,Faculdade SOCIESC de Balneário Camboriú,Privada com fins lucrativos,,Faculdade
19257,Faculdade Una de Divinópolis,Privada com fins lucrativos,Una Divinopolis,Faculdade
21415,FACULDADE UNA DE NOVA SERRANA,Privada com fins lucrativos,UNA,Faculdade
302,FACULDADE DIVINÓPOLIS,Privada com fins lucrativos,FACED,Faculdade
1351,CENTRO UNIVERSITÁRIO SOCIESC,Privada sem fins lucrativos,,Centro Universitário
18454,Faculdade Una de Sete Lagoas,Privada com fins lucrativos,Unaset,Faculdade
19865,Faculdade Una de Pouso Alegre,Privada com fins lucrativos,Una PousoAlegre,Faculdade
5017,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública Estadual,FAETERJ PETRÓPOLIS,Faculdade
5051,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública Estadual,FAETERJ BJ ITABAPOAN,Faculdade
5021,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública Estadual,FAETERJ ITAPERUNA,Faculdade
5018,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSOR ALDO MUYLAERT,Pública Estadual,ISEPAM,Faculdade
5016,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública Estadual,FAETERJ R DE JANEIRO,Faculdade
23713,Faculdade de Educaçao Tecnológica Barra Mansa,Pública Estadual,FAETERJ B.MANSA,Faculdade
5020,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública Estadual,FAETERJ S ANT. PÁDUA,Faculdade
1357,INSTITUTO SUPERIOR DE EDUCAÇÃO DO RIO DE JANEIRO,Pública Estadual,ISERJ,Faculdade
19588,Faculdade de Educaçao Tecnológica do Estado do Rio de Janeiro,Pública Estadual,FAETERJ CAXIAS,Faculdade
5053,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO,Pública Estadual,FAETERJ PARACAMBI,Faculdade
5052,FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ,Pública Estadual,FAETERJ TRÊS RIOS,Faculdade
1100,Centro Universitário Carlos Drummond de Andrade,Privada sem fins lucrativos,UniDrummond,Centro Universitário
2741,FACULDADE CATÓLICA DOM ORIONE,Privada sem fins lucrativos,FACDO,Faculdade
1362,CENTRO UNIVERSITÁRIO UBAENSE OZANAM COELHO,Privada com fins lucrativos,,Centro Universitário
1373,FACULDADE CASA BRANCA,Privada com fins lucrativos,FACAB,Faculdade
1375,FACULDADE CATÓLICA RAINHA DA PAZ DE ARAPUTANGA,Privada sem fins lucrativos,FCARP,Faculdade
1381,Faculdade Martha Falcao Wyden,Privada com fins lucrativos,FMF Wyden,Faculdade
1780,FACULDADE HORIZONTINA,Privada sem fins lucrativos,FAHOR,Faculdade
1382,Faculdades EST,Privada sem fins lucrativos,EST,Faculdade
1383,FACULDADE JOSÉ LACERDA FILHO DE CIÊNCIAS APLICADAS,Privada sem fins lucrativos,FAJOLCA,Faculdade
1384,FACULDADE SANTA HELENA,Privada sem fins lucrativos,FSH,Faculdade
4211,Faculdade ESAMC Sao Paulo - ESAMC,Privada com fins lucrativos,ESAMC,Faculdade
1386,FACULDADE ESAMC CAMPINAS,Privada com fins lucrativos,ESAMC,Faculdade
17902,FACULDADE ESAMC JUNDIAÍ,Privada com fins lucrativos,ESAMC,Faculdade
1387,FACULDADE PENTÁGONO - FAPEN,Privada com fins lucrativos,FAPEN,Faculdade
1388,CENTRO UNIVERSITÁRIO SUMARÉ,Privada com fins lucrativos,,Centro Universitário
1395,FACULDADE DE CALDAS NOVAS,Privada com fins lucrativos,UNICALDAS,Faculdade
