NUM_CURSOS,CODIGO_IES,TIPO_CATEGORIA_ADM,REGIAO,UF,DEFICIENCIA_FISICA,DEFICIENCIA_AUDITIVA,DEFICIENCIA_VISUAL,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA
114,1,Pública Federal,Centro-Oeste,Mato Grosso,92.0,58.0,44.0,17.0,2.0,0.2719298245614035,0.4298245614035088,0.9385964912280702,0.20175438596491227,0.20175438596491227
149,2,Pública Federal,Centro-Oeste,Distrito Federal,39.0,32.0,27.0,32.0,8.0,2.778523489932886,4.167785234899329,3.704697986577181,1.8523489932885906,1.8523489932885906
116,3,Pública Federal,Nordeste,Sergipe,190.0,56.0,94.0,16.0,2.0,0.7758620689655172,1.2155172413793103,1.793103448275862,0.5344827586206896,0.5344827586206896
107,4,Pública Federal,Norte,Amazonas,64.0,33.0,54.0,60.0,2.0,0.0,0.0,0.719626168224299,0.0,0.0
100,5,Pública Federal,Nordeste,Piauí,137.0,50.0,73.0,36.0,3.0,4.2,5.88,5.88,2.52,2.52
55,6,Pública Federal,Sudeste,Minas Gerais,24.0,14.0,31.0,27.0,3.0,4.1454545454545455,5.5636363636363635,4.872727272727273,2.7636363636363637,2.7636363636363637
76,7,Pública Federal,Sudeste,São Paulo,0.0,19.0,5.0,0.0,0.0,1.5789473684210527,2.1052631578947367,1.8421052631578947,1.0526315789473684,1.0526315789473684
84,8,Pública Federal,Sudeste,Minas Gerais,18.0,6.0,15.0,4.0,1.0,2.0714285714285716,3.107142857142857,2.761904761904762,1.380952380952381,1.380952380952381
58,9,Pública Estadual,Sul,Paraná,18.0,6.0,15.0,13.0,0.0,2.7413793103448274,3.6724137931034484,2.293103448275862,1.8103448275862069,1.8103448275862069
115,10,Privada sem fins lucrativos,Sul,Paraná,3.0,23.0,43.0,87.0,1.0,2.1043478260869564,2.9391304347826086,2.634782608695652,1.3304347826086957,1.3304347826086957
33,11,Privada sem fins lucrativos,Nordeste,Pernambuco,0.0,2.0,0.0,1.0,0.0,0.5151515151515151,0.6666666666666666,0.6060606060606061,0.3333333333333333,0.3333333333333333
64,12,Pública Federal,Sul,Rio Grande do Sul,46.0,21.0,37.0,17.0,0.0,3.9375,5.90625,5.21875,2625,2625
163,13,Privada sem fins lucrativos,Sul,Rio Grande do Sul,10.0,15.0,10.0,4.0,1.0,0.9570552147239264,1.4355828220858895,1.2760736196319018,0.6380368098159509,0.6380368098159509
114,14,Privada sem fins lucrativos,Sul,Rio Grande do Sul,64.0,11.0,33.0,41.0,1.0,1.8421052631578947,3.6842105263157894,3.0789473684210527,1.2280701754385965,1.2280701754385965
35,15,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,2.0,4.0,4.0,1.0,0.0,1.3714285714285714,1.3714285714285714,1.3714285714285714,0.9142857142857143,0.9142857142857143
108,17,Pública Federal,Sudeste,Minas Gerais,61.0,47.0,42.0,13.0,4.0,3.1666666666666665,3.175925925925926,3.5555555555555554,2.111111111111111,2.111111111111111
41,18,Privada sem fins lucrativos,Sul,Rio Grande do Sul,5.0,1.0,0.0,3.0,0.0,0.0,0.2926829268292683,0.43902439024390244,0.0,0.0
62,19,Privada sem fins lucrativos,Sudeste,São Paulo,3.0,4.0,3.0,23.0,0.0,1.7419354838709677,2.3225806451612905,2.032258064516129,1.1612903225806452,1.1612903225806452
89,20,Privada sem fins lucrativos,Sul,Rio Grande do Sul,13.0,12.0,16.0,20.0,0.0,2.4269662921348316,3.640449438202247,2.831460674157303,1.6179775280898876,1.6179775280898876
57,21,Privada sem fins lucrativos,Sul,Rio Grande do Sul,9.0,0.0,4.0,3.0,0.0,1.0526315789473684,1.2280701754385965,1.0526315789473684,0.7017543859649122,0.7017543859649122
53,22,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,216.0,3.0,0.0,4.188679245283019,6.264150943396227,5.584905660377358,2.792452830188679,2.792452830188679
78,23,Privada sem fins lucrativos,Sul,Rio Grande do Sul,33.0,17.0,17.0,1.0,1.0,2.3076923076923075,3.076923076923077,2.6923076923076925,1.5384615384615385,1.5384615384615385
39,24,Pública Estadual,Nordeste,Bahia,3.0,0.0,3.0,2.0,0.0,0.7692307692307693,1.1538461538461537,1.0256410256410255,0.5128205128205128,0.5128205128205128
1,26,,,,,,,,,,,,,
33,27,Privada sem fins lucrativos,Sudeste,Minas Gerais,4.0,1.0,0.0,1.0,0.0,0.9090909090909091,1.2121212121212122,1.2121212121212122,0.6060606060606061,0.6060606060606061
83,29,Pública Estadual,Nordeste,Ceará,32.0,18.0,95.0,3.0,2.0,0.0,0.0,0.7108433734939759,0.0,0.0
32,30,Privada sem fins lucrativos,Sudeste,Minas Gerais,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.09375,0.0,0.0
15,32,Pública Estadual,Nordeste,Alagoas,6.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
9,33,Pública Estadual,Sudeste,São Paulo,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
16,34,Pública Estadual,Sudeste,São Paulo,37.0,23.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
7,35,Pública Estadual,Sudeste,São Paulo,6.0,3.0,0.0,0.0,0.0,2.7142857142857144,2.7142857142857144,1.8571428571428572,1.8571428571428572,1.8571428571428572
5,36,Pública Estadual,Sudeste,São Paulo,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,37,Pública Estadual,Sudeste,São Paulo,1.0,0.0,5.0,4.0,0.0,0.8571428571428571,1.7142857142857142,1.2857142857142858,0.42857142857142855,0.42857142857142855
129,38,Pública Estadual,Norte,Pará,12.0,26.0,13.0,2.0,0.0,0.40310077519379844,0.40310077519379844,0.627906976744186,0.20155038759689922,0.20155038759689922
131,40,Pública Estadual,Nordeste,Bahia,17.0,13.0,30.0,11.0,2.0,0.030534351145038167,0.022900763358778626,0.2366412213740458,0.022900763358778626,0.022900763358778626
57,43,Pública Estadual,Sul,Santa Catarina,25.0,36.0,176.0,87.0,7.0,4.7368421052631575,6.298245614035087,5.5964912280701755,3.1578947368421053,3.1578947368421053
173,47,Pública Estadual,Centro-Oeste,Goiás,117.0,25.0,66.0,60.0,5.0,2.6358381502890174,3.8092485549132946,2.6647398843930636,1.9364161849710984,1.9364161849710984
88,54,Pública Estadual,Sudeste,São Paulo,4.0,7.0,9.0,0.0,0.0,0.3522727272727273,0.42045454545454547,0.5,0.29545454545454547,0.29545454545454547
296,55,Pública Estadual,Sudeste,São Paulo,12.0,8.0,10.0,23.0,0.0,0.48986486486486486,0.48986486486486486,0.3918918918918919,0.2939189189189189,0.2939189189189189
215,56,Pública Estadual,Sudeste,São Paulo,29.0,17.0,24.0,36.0,7.0,0.3674418604651163,0.3953488372093023,0.386046511627907,0.25116279069767444,0.25116279069767444
88,57,Pública Estadual,Sul,Paraná,30.0,25.0,332.0,6.0,1.0,5.454545454545454,8.181818181818182,7.2727272727272725,3.6363636363636362,3.6363636363636362
1,58,,,,,,,,,,,,,
1,59,Pública Municipal,Sudeste,São Paulo,3.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,2.0,2.0
16,60,Especial,Sudeste,São Paulo,1.0,1.0,0.0,1.0,0.0,0.75,0.75,0.8125,0.5,0.5
9,67,,,,,,,,,,,,,
8,68,,,,,,,,,,,,,
73,71,Pública Estadual,Nordeste,Rio Grande do Norte,94.0,19.0,49.0,11.0,4.0,3.9452054794520546,5.917808219178082,5.260273972602739,2.6301369863013697,2.6301369863013697
6,72,,,,,,,,,,,,,
9,73,Especial,Nordeste,Pernambuco,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0
8,74,,,,,,,,,,,,,
54,76,Pública Municipal,Sul,Santa Catarina,12.0,11.0,12.0,3.0,3.0,3.0925925925925926,4.111111111111111,3.5925925925925926,2.0555555555555554,2.0555555555555554
6,78,,,,,,,,,,,,,
7,79,Pública Municipal,Sudeste,São Paulo,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0
26,80,Privada sem fins lucrativos,Sul,Santa Catarina,18.0,4.0,4.0,11.0,2.0,3.4615384615384617,4.615384615384615,4.038461538461538,2.3076923076923075,2.3076923076923075
59,81,Privada sem fins lucrativos,Sul,Santa Catarina,13.0,4.0,6.0,6.0,1.0,1.728813559322034,2.5084745762711864,2.0338983050847457,1.1694915254237288,1.1694915254237288
101,82,Privada sem fins lucrativos,Sul,Santa Catarina,34.0,18.0,22.0,49.0,1.0,3.207920792079208,4.811881188118812,4.2772277227722775,2.1386138613861387,2.1386138613861387
103,83,Privada sem fins lucrativos,Sul,Santa Catarina,36.0,21.0,27.0,29.0,0.0,2.679611650485437,4.019417475728155,3.5728155339805827,1.7864077669902914,1.7864077669902914
6,84,,,,,,,,,,,,,
23,87,Privada sem fins lucrativos,Sul,Santa Catarina,3.0,7.0,5.0,2.0,0.0,1.9565217391304348,1.565217391304348,1.9565217391304348,1.173913043478261,1.173913043478261
1,93,,,,,,,,,,,,,
2,94,Pública Municipal,Sudeste,São Paulo,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
26,95,Pública Estadual,Nordeste,Ceará,4.0,4.0,42.0,0.0,0.0,0.0,0.0,0.34615384615384615,0.0,0.0
1,99,Privada sem fins lucrativos,Sudeste,Minas Gerais,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
54,107,Pública Federal,Sudeste,Minas Gerais,41.0,20.0,15.0,78.0,0.0,0.0,0.0,0.7037037037037037,0.0,0.0
10,109,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,0.4,0.4
43,124,,,,,,,,,,,,,
31,125,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.06451612903225806,0.03225806451612903,0.0967741935483871,0.03225806451612903,0.03225806451612903
9,126,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,2.0,1.0,0.0,1.0,1.1111111111111112,1.2222222222222223,1.5555555555555556,0.7777777777777778,0.7777777777777778
2,131,,,,,,,,,,,,,
56,135,Privada sem fins lucrativos,Sudeste,São Paulo,50.0,27.0,46.0,13.0,1.0,3125,3125,3125,1875,1875
47,137,Privada sem fins lucrativos,Sudeste,São Paulo,3.0,4.0,2.0,2.0,0.0,0.8936170212765957,1.1914893617021276,0.8936170212765957,0.5957446808510638,0.5957446808510638
30,138,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0
2,139,,,,,,,,,,,,,
21,140,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,1.0,1.0,1.0,0.0,0.0,0.19047619047619047,0.14285714285714285,0.2857142857142857,0.09523809523809523,0.09523809523809523
1,141,Privada sem fins lucrativos,Sudeste,Minas Gerais,2.0,2.0,2.0,1.0,0.0,5.0,5.0,5.0,3.0,3.0
21,142,Privada sem fins lucrativos,Sudeste,Minas Gerais,3.0,7.0,5.0,3.0,2.0,3.4285714285714284,3.4285714285714284,4.0,2.2857142857142856,2.2857142857142856
75,143,Privada sem fins lucrativos,Sudeste,Minas Gerais,28.0,13.0,36.0,3.0,3.0,2.08,2.7733333333333334,2.7733333333333334,1.3866666666666667,1.3866666666666667
6,144,Privada sem fins lucrativos,Nordeste,Pernambuco,1.0,1.0,1.0,0.0,0.0,0.5,1.5,1.5,0.5,0.5
47,146,Privada com fins lucrativos,Sudeste,São Paulo,6.0,11.0,15.0,0.0,0.0,2.297872340425532,2.6808510638297873,3.0638297872340425,1.5319148936170213,1.5319148936170213
3,149,,,,,,,,,,,,,
67,150,Privada sem fins lucrativos,Sudeste,São Paulo,14.0,4.0,5.0,4.0,2.0,0.9104477611940298,0.9253731343283582,1.2388059701492538,0.6119402985074627,0.6119402985074627
2,151,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,6.0,1.0,0.0,5.0,5.0,7.0,3.0,3.0
1,152,,,,,,,,,,,,,
183,158,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.07103825136612021,0.0,0.0
10,159,,,,,,,,,,,,,
15,160,Privada sem fins lucrativos,Nordeste,Pernambuco,0.0,0.0,2.0,0.0,0.0,0.6666666666666666,0.8666666666666667,0.8,0.4,0.4
9,161,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,3.0,0.0,0.0,1.8888888888888888,2.888888888888889,2.5555555555555554,1.2222222222222223,1.2222222222222223
21,162,,,,,,,,,,,,,
563,163,Privada com fins lucrativos,Sudeste,Rio de Janeiro,246.0,88.0,135.0,36.0,13.0,1.5577264653641207,1.5044404973357015,1.689165186500888,0.9911190053285968,0.9911190053285968
95,165,Privada com fins lucrativos,Sudeste,Rio de Janeiro,62.0,57.0,93.0,75.0,17.0,3.8947368421052633,4.673684210526316,5.4526315789473685,2.336842105263158,2.336842105263158
5,166,Privada sem fins lucrativos,Sudeste,Minas Gerais,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0
68,167,Privada sem fins lucrativos,Sudeste,São Paulo,15.0,3.0,4.0,6.0,2.0,1.588235294117647,1.8529411764705883,1.8529411764705883,1.0588235294117647,1.0588235294117647
3,170,,,,,,,,,,,,,
1,171,Privada sem fins lucrativos,Sudeste,Minas Gerais,2.0,0.0,1.0,0.0,0.0,5.0,5.0,3.0,3.0,3.0
81,176,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,2.0,0.0,2.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.08641975308641975,0.06172839506172839,0.06172839506172839
2,190,,,,,,,,,,,,,
2,191,,,,,,,,,,,,,
13,192,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,1.0,0.0,0.0,0.46153846153846156,0.5384615384615384,0.5384615384615384,0.3076923076923077,0.3076923076923077
2,193,,,,,,,,,,,,,
1,194,,,,,,,,,,,,,
4,195,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,1.0,0.0,0.0,0.0,1.25,1.0,1.25,0.75,0.75
8,197,Privada sem fins lucrativos,Sul,Paraná,1.0,2.0,4.0,1.0,3.0,0.0,0.0,0.25,0.0,0.0
4,200,,,,,,,,,,,,,
6,202,Privada com fins lucrativos,Sudeste,Rio de Janeiro,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666
136,203,Privada com fins lucrativos,Sudeste,São Paulo,42.0,22.0,22.0,14.0,3.0,0.75,1.0,1.25,0.5,0.5
49,206,,,,,,,,,,,,,
25,207,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0
35,208,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.11428571428571428,0.0,0.0
7,213,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,3.0,0.0,0.0,0.7142857142857143,1.1428571428571428,1.4285714285714286,0.5714285714285714,0.5714285714285714
4,214,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.5,0.25,0.25
24,216,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,1.0,0.0,0.0,0.20833333333333334,0.25,0.25,125,125
17,217,,,,,,,,,,,,,
5,219,,,,,,,,,,,,,
5,220,,,,,,,,,,,,,
182,221,Privada com fins lucrativos,Sudeste,São Paulo,253.0,90.0,181.0,58.0,15.0,4.186813186813187,4.8901098901098905,4.197802197802198,2.791208791208791,2.791208791208791
31,222,Privada sem fins lucrativos,Sudeste,São Paulo,6.0,1.0,4.0,2.0,1.0,0.5806451612903226,0.2903225806451613,0.5806451612903226,0.2903225806451613,0.2903225806451613
10,224,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,1.0,0.0,0.0,0.0,0.5,0.7,0.7,0.3,0.3
5,225,,,,,,,,,,,,,
9,226,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,0.0,7.0,0.0,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.4444444444444444,0.4444444444444444
32,227,Privada sem fins lucrativos,Sudeste,São Paulo,13.0,2.0,0.0,0.0,0.0,1.6875,2.53125,2.25,1125,1125
9,231,,,,,,,,,,,,,
12,234,Privada com fins lucrativos,Sudeste,São Paulo,0.0,2.0,3.0,0.0,0.0,2.5,2.9166666666666665,2.9166666666666665,1.6666666666666667,1.6666666666666667
16,240,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,2.0,0.0,0.0,0.0,0.0,0.25,0.25,0.1875,0.1875,0.1875
35,242,Privada com fins lucrativos,Sudeste,São Paulo,34.0,13.0,30.0,9.0,0.0,3.257142857142857,3.257142857142857,4.3428571428571425,2.1714285714285713,2.1714285714285713
3,243,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,1.0,1.0,1.0,0.0,2.0,2.6666666666666665,3.6666666666666665,1.3333333333333333,1.3333333333333333
36,244,,,,,,,,,,,,,
9,254,,,,,,,,,,,,,
1,255,,,,,,,,,,,,,
10,263,,,,,,,,,,,,,
26,265,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,1.0,1.0,0.0,0.0,0.38461538461538464,0.3076923076923077,0.38461538461538464,0.23076923076923078,0.23076923076923078
53,266,Privada sem fins lucrativos,Sudeste,São Paulo,9.0,2.0,0.0,0.0,0.0,1.0188679245283019,1.528301886792453,1.3396226415094339,0.6792452830188679,0.6792452830188679
21,267,Privada sem fins lucrativos,Sudeste,Espírito Santo,3.0,5.0,10.0,11.0,0.0,0.5714285714285714,0.5238095238095238,1.5714285714285714,0.5238095238095238,0.5238095238095238
9,269,Privada com fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0
3,270,,,,,,,,,,,,,
67,271,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,1.0,0.0,0.14925373134328357,0.14925373134328357,0.208955223880597,0.08955223880597014,0.08955223880597014
37,275,Privada sem fins lucrativos,Sudeste,São Paulo,4.0,3.0,2.0,0.0,0.0,0.43243243243243246,0.43243243243243246,0.5405405405405406,0.21621621621621623,0.21621621621621623
1,276,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,277,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,37.0,18.0,35.0,12.0,1.0,3.25,4875,3.7777777777777777,2.1666666666666665,2.1666666666666665
14,278,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,0.0,0.0,17.0,0.0,0.0,0.0,0.07142857142857142,0.5714285714285714,0.0,0.0
13,279,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,2.0,10.0,10.0,0.0,0.0,2.1538461538461537,1.1538461538461537,1.6923076923076923,1.0769230769230769,1.0769230769230769
1,284,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0
1,288,,,,,,,,,,,,,
12,294,,,,,,,,,,,,,
86,295,Privada sem fins lucrativos,Sul,Rio Grande do Sul,11.0,8.0,6.0,8.0,2.0,1.372093023255814,1.744186046511628,1.3953488372093024,0.686046511627907,0.686046511627907
37,296,Privada sem fins lucrativos,Sul,Rio Grande do Sul,3.0,1.0,3.0,9.0,1.0,1.945945945945946,1.6216216216216217,2.27027027027027,1.2972972972972974,1.2972972972972974
122,298,Privada com fins lucrativos,Sul,Paraná,502.0,227.0,544.0,192.0,7.0,4.524590163934426,4.524590163934426,5.737704918032787,3.0163934426229506,3.0163934426229506
5,299,Privada sem fins lucrativos,Sul,Paraná,0.0,0.0,2.0,0.0,0.0,2.4,2.4,2.8,1.6,1.6
5,302,Privada com fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,0.0,1.0,0.0,0.2,0.4,0.8,0.2,0.2
1,307,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0
23,308,Privada sem fins lucrativos,Sudeste,Minas Gerais,0.0,2.0,0.0,1.0,0.0,0.5652173913043478,0.5217391304347826,0.782608695652174,0.34782608695652173,0.34782608695652173
284,316,Privada sem fins lucrativos,Sudeste,São Paulo,505.0,234.0,388.0,99.0,17.0,4.056338028169014,4.915492957746479,5.080985915492958,2.6619718309859155,2.6619718309859155
89,319,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0449438202247191,0.0,0.0
1,321,,,,,,,,,,,,,
928,322,Privada com fins lucrativos,Sudeste,São Paulo,470.0,364.0,127.0,23.0,5.0,2.3577586206896552,3.1454741379310347,2.752155172413793,1.572198275862069,1.572198275862069
33,330,Privada sem fins lucrativos,Sudeste,Rio de Janeiro,14.0,7.0,32.0,1.0,0.0,3.4545454545454546,5.181818181818182,4.606060606060606,2.303030303030303,2.303030303030303
6,336,,,,,,,,,,,,,
17,337,Privada sem fins lucrativos,Sudeste,Minas Gerais,3.0,2.0,2.0,3.0,1.0,0.7058823529411765,1.0588235294117647,1.7647058823529411,0.35294117647058826,0.35294117647058826
122,338,Privada sem fins lucrativos,Sudeste,Minas Gerais,93.0,38.0,45.0,205.0,4.0,4.327868852459017,6.491803278688525,5.770491803278689,2.8852459016393444,2.8852459016393444
4,339,,,,,,,,,,,,,
38,343,Privada com fins lucrativos,Sudeste,Minas Gerais,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.18421052631578946,0.0,0.0
127,344,Privada com fins lucrativos,Sudeste,Minas Gerais,36.0,21.0,25.0,13.0,1.0,0.3937007874015748,1.1811023622047243,1.5748031496062993,0.3937007874015748,0.3937007874015748
1,345,,,,,,,,,,,,,
13,346,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
81,349,Privada com fins lucrativos,Sudeste,Minas Gerais,15.0,7.0,11.0,14.0,2.0,1.8518518518518519,2.4691358024691357,2.4691358024691357,1.2345679012345678,1.2345679012345678
4,351,Privada sem fins lucrativos,Sudeste,Minas Gerais,7.0,1.0,6.0,5.0,0.0,6.0,7.0,7.0,4.0,4.0
36,352,Privada com fins lucrativos,Nordeste,Paraíba,39.0,16.0,53.0,12.0,3.0,2.9166666666666665,2.9722222222222223,3.5555555555555554,1.7777777777777777,1.7777777777777777
1,353,,,,,,,,,,,,,
41,355,Privada com fins lucrativos,Sul,Paraná,3.0,0.0,2.0,0.0,0.0,0.5853658536585366,0.7804878048780488,0.6829268292682927,0.3902439024390244,0.3902439024390244
9,360,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.4444444444444444
2,361,,,,,,,,,,,,,
1,362,Privada com fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
14,363,Privada sem fins lucrativos,Sudeste,São Paulo,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.35714285714285715,0.35714285714285715,0.21428571428571427,0.21428571428571427
66,367,Pública Estadual,Sudeste,Minas Gerais,54.0,11.0,38.0,25.0,0.0,3.909090909090909,5.863636363636363,4.318181818181818,2.606060606060606,2.606060606060606
2,368,Privada sem fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0
8,370,,,,,,,,,,,,,
1,371,,,,,,,,,,,,,
1,372,,,,,,,,,,,,,
1,373,,,,,,,,,,,,,
173,374,Privada sem fins lucrativos,Sudeste,São Paulo,164.0,133.0,401.0,139.0,42.0,3.2254335260115607,4.838150289017341,4.300578034682081,2.1502890173410405,2.1502890173410405
70,375,Privada sem fins lucrativos,Sudeste,São Paulo,80.0,25.0,38.0,13.0,2.0,3.1142857142857143,1.8857142857142857,3.1285714285714286,1.8714285714285714,1.8714285714285714
140,376,Privada com fins lucrativos,Sudeste,São Paulo,82.0,37.0,81.0,44.0,0.0,3.557142857142857,3.557142857142857,4.742857142857143,2.3714285714285714,2.3714285714285714
95,383,Privada com fins lucrativos,Norte,Pará,4.0,1.0,0.0,4.0,0.0,0.0,0.042105263157894736,0.07368421052631578,0.0,0.0
43,384,Privada sem fins lucrativos,Centro-Oeste,Goiás,16.0,10.0,47.0,5.0,1.0,0.0,0.0,0.5813953488372093,0.0,0.0
146,385,Privada com fins lucrativos,Nordeste,Bahia,37.0,14.0,19.0,58.0,0.0,2.0136986301369864,3.0205479452054793,2.684931506849315,1.3424657534246576,1.3424657534246576
36,386,Privada com fins lucrativos,Centro-Oeste,Goiás,2.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.2777777777777778,0.2777777777777778,0.08333333333333333,0.08333333333333333
55,387,Privada sem fins lucrativos,Centro-Oeste,Mato Grosso do Sul,6.0,3.0,8.0,0.0,0.0,1.3272727272727274,1.8909090909090909,1.6545454545454545,0.8545454545454545,0.8545454545454545
44,396,,,,,,,,,,,,,
89,398,Privada com fins lucrativos,Nordeste,Sergipe,40.0,12.0,51.0,2.0,1.0,1.9325842696629214,2.6853932584269664,2.550561797752809,1.2696629213483146,1.2696629213483146
1,399,,,,,,,,,,,,,
62,402,Privada sem fins lucrativos,Centro-Oeste,Distrito Federal,22.0,11.0,9.0,37.0,2.0,1.9838709677419355,2.4838709677419355,2.3548387096774195,1.1774193548387097,1.1774193548387097
77,403,Privada sem fins lucrativos,Centro-Oeste,Distrito Federal,4.0,2.0,9.0,7.0,0.0,0.6363636363636364,1.2727272727272727,0.948051948051948,0.4805194805194805,0.4805194805194805
15,404,Privada sem fins lucrativos,Centro-Oeste,Distrito Federal,0.0,1.0,0.0,0.0,0.0,0.2,0.2,0.26666666666666666,0.13333333333333333,0.13333333333333333
10,405,,,,,,,,,,,,,
64,409,Pública Estadual,Nordeste,Pernambuco,0.0,8.0,0.0,8.0,1.0,0.171875,0.328125,0.3125,0.140625,0.140625
10,410,Privada sem fins lucrativos,Nordeste,Pernambuco,2.0,0.0,1.0,0.0,0.0,1.2,1.8,1.6,0.8,0.8
5,415,Privada sem fins lucrativos,Sudeste,São Paulo,2.0,3.0,1.0,0.0,1.0,5.0,3.0,6.0,3.0,3.0
14,416,Privada com fins lucrativos,Sudeste,São Paulo,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,417,Privada com fins lucrativos,Sudeste,São Paulo,209.0,86.0,131.0,29.0,10.0,4.412698412698413,4.412698412698413,5.150793650793651,2.9365079365079363,2.9365079365079363
47,420,Privada com fins lucrativos,Sudeste,São Paulo,0.0,1.0,3.0,1.0,0.0,0.5106382978723404,0.7659574468085106,0.6808510638297872,0.3404255319148936,0.3404255319148936
110,423,Privada sem fins lucrativos,Sul,Rio Grande do Sul,14.0,9.0,2.0,1.0,0.0,0.7727272727272727,0.9636363636363636,1.1181818181818182,0.4636363636363636,0.4636363636363636
40,426,Privada sem fins lucrativos,Sul,Rio Grande do Sul,1.0,0.0,1.0,0.0,0.0,0.1,0.05,0.15,0.05,0.05
43,430,Privada sem fins lucrativos,Sul,Paraná,13.0,5.0,2.0,1.0,1.0,2.0930232558139537,2.0930232558139537,2.441860465116279,1.3953488372093024,1.3953488372093024
