NUM_CURSOS,CODIGO_IES,DEFICIENCIA_FISICA,DEFICIENCIA_VISUAL,DEFICIENCIA_AUDITIVA,DEFICIENCIA_COGNITIVA,DEFICIENCIA_MULTIPLA,RECURSOS_DEF_FISICA,RECURSOS_DEF_VISUAL,RECURSOS_DEF_AUDITIVA,RECURSOS_DEF_COGNITIVA,RECURSOS_DEF_MULTIPLA,CLASS
24,216,0.0,1.0,0.0,0.0,0.0,0.2083333333333333,0.25,0.25,125.0,125.0,2
182,221,253.0,181.0,90.0,58.0,15.0,19.285714285714285,22.51098901098901,19.302197802197803,12.857142857142858,12.857142857142858,3
31,222,6.0,4.0,1.0,2.0,1.0,0.9032258064516128,0.4516129032258064,0.9032258064516128,0.4516129032258064,0.4516129032258064,1
10,224,0.0,0.0,1.0,0.0,0.0,0.5,0.7,0.7,0.3,0.3,3
9,226,0.0,0.0,0.0,7.0,0.0,4.666666666666667,3.888888888888889,4.666666666666667,3.111111111111111,3.111111111111111,1
32,227,13.0,0.0,2.0,0.0,0.0,2.8125,4.21875,3.75,1875.0,1875.0,2
12,234,0.0,3.0,2.0,0.0,0.0,2.5,2.9166666666666665,2.9166666666666665,1.6666666666666667,1.6666666666666667,1
16,240,2.0,0.0,0.0,0.0,0.0,0.5,0.5,375.0,375.0,375.0,0
35,242,34.0,30.0,13.0,9.0,0.0,13.2,13.2,17.6,8.8,8.8,3
3,243,1.0,1.0,1.0,1.0,0.0,3.0,4.0,5.666666666666667,2.0,2.0,3
26,265,2.0,1.0,1.0,0.0,0.0,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.4615384615384615,0.4615384615384615,1
53,266,9.0,0.0,2.0,0.0,0.0,1.2452830188679245,1.8679245283018868,1.6415094339622642,0.8301886792452831,0.8301886792452831,1
21,267,3.0,10.0,5.0,11.0,0.0,1.7142857142857142,1.4761904761904765,4.095238095238095,1.4761904761904765,1.4761904761904765,0
9,269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0
67,271,0.0,1.0,0.0,1.0,0.0,0.1492537313432835,0.1492537313432835,0.208955223880597,0.0895522388059701,0.0895522388059701,1
37,275,4.0,2.0,3.0,0.0,0.0,0.972972972972973,0.972972972972973,1.2162162162162162,0.4864864864864865,0.4864864864864865,1
1,276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
72,277,37.0,35.0,18.0,12.0,1.0,7.416666666666667,11125.0,8625.0,4.944444444444445,4.944444444444445,2
14,278,0.0,17.0,0.0,0.0,0.0,0.0,0.1428571428571428,1.2142857142857142,0.0,0.0,3
13,279,2.0,10.0,10.0,0.0,0.0,5.230769230769231,3.1538461538461537,4.307692307692308,2.6153846153846154,2.6153846153846154,3
1,284,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,0
86,295,11.0,6.0,8.0,8.0,2.0,1.5813953488372092,2.0348837209302326,1.627906976744186,0.7906976744186046,0.7906976744186046,2
37,296,3.0,3.0,1.0,9.0,1.0,2.4324324324324325,2.027027027027027,2.8378378378378377,1.6216216216216215,1.6216216216216215,1
122,298,502.0,544.0,227.0,192.0,7.0,64.9672131147541,64.9672131147541,82.23770491803279,43.31147540983606,43.31147540983606,3
5,299,0.0,2.0,0.0,0.0,0.0,2.4,2.4,2.8,1.6,1.6,3
5,302,0.0,0.0,0.0,1.0,0.0,0.2,0.4,0.8,0.2,0.2,0
1,307,0.0,1.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,2.0,0
23,308,0.0,0.0,2.0,1.0,0.0,0.5652173913043478,0.5217391304347826,0.782608695652174,0.3478260869565217,0.3478260869565217,2
284,316,505.0,388.0,234.0,99.0,17.0,24.66197183098592,29.535211267605632,30.16549295774648,16.25,16.25,2
89,319,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0561797752808988,0.0,0.0,1
928,322,470.0,127.0,364.0,23.0,5.0,6.224137931034483,8.300646551724139,7.262931034482759,4.149784482758621,4.149784482758621,1
33,330,14.0,32.0,7.0,1.0,0.0,9.818181818181818,14.727272727272728,13.090909090909092,6.545454545454546,6.545454545454546,2
17,337,3.0,2.0,2.0,3.0,1.0,1.1764705882352942,1.7647058823529411,2.9411764705882355,0.5882352941176471,0.5882352941176471,3
122,338,93.0,45.0,38.0,205.0,4.0,18.737704918032787,28.10655737704918,24.983606557377048,12.491803278688524,12.491803278688524,3
38,343,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.2631578947368421,0.0,0.0,3
127,344,36.0,25.0,21.0,13.0,1.0,0.7086614173228346,2.125984251968504,2.8346456692913384,0.7086614173228346,0.7086614173228346,1
13,346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.0,1
81,349,15.0,11.0,7.0,14.0,2.0,3.6296296296296298,4.839506172839506,4.839506172839506,2.419753086419753,2.419753086419753,0
4,351,7.0,6.0,1.0,5.0,0.0,27.0,31.5,31.5,18.0,18.0,1
36,352,39.0,53.0,16.0,12.0,3.0,16.27777777777778,18.0,21.36111111111111,10.416666666666666,10.416666666666666,0
41,355,3.0,2.0,0.0,0.0,0.0,0.7317073170731707,0.975609756097561,0.8536585365853658,0.4878048780487805,0.4878048780487805,3
9,360,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.5555555555555556,0.7777777777777778,0.4444444444444444,0.4444444444444444,1
1,362,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1
14,363,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.3571428571428571,0.3571428571428571,0.2142857142857142,0.2142857142857142,1
66,367,54.0,38.0,11.0,25.0,0.0,11.090909090909092,16.636363636363637,11.984848484848484,7.393939393939394,7.393939393939394,3
2,368,0.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,2
173,374,164.0,401.0,133.0,139.0,42.0,24.76300578034682,37.14450867052023,33.017341040462426,16.508670520231213,16.508670520231213,0
70,375,80.0,38.0,25.0,13.0,2.0,11.257142857142858,6.771428571428571,11.271428571428572,6.757142857142857,6.757142857142857,2
140,376,82.0,81.0,37.0,44.0,0.0,9.128571428571428,9.128571428571428,12.17142857142857,6.085714285714285,6.085714285714285,0
95,383,4.0,0.0,1.0,4.0,0.0,0.0,0.0526315789473684,0.0947368421052631,0.0,0.0,1
43,384,16.0,47.0,10.0,5.0,1.0,0.0,0.0,1.837209302325581,0.0,0.0,1
146,385,37.0,19.0,14.0,58.0,0.0,4.849315068493151,7.273972602739726,6.465753424657534,3.232876712328767,3.232876712328767,2
36,386,2.0,0.0,2.0,0.0,0.0,0.1666666666666666,0.3055555555555556,0.3611111111111111,0.0833333333333333,0.0833333333333333,2
55,387,6.0,8.0,3.0,0.0,0.0,1.7636363636363637,2.5454545454545454,2.2363636363636363,1.1454545454545455,1.1454545454545455,1
89,398,40.0,51.0,12.0,2.0,1.0,4.932584269662922,6.47191011235955,6.629213483146067,3.247191011235955,3.247191011235955,0
62,402,22.0,9.0,11.0,37.0,2.0,5.048387096774194,6.225806451612903,5.967741935483871,3.0,3.0,0
77,403,4.0,9.0,2.0,7.0,0.0,1.103896103896104,2.1298701298701297,1.5714285714285714,0.8311688311688312,0.8311688311688312,0
15,404,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.2666666666666666,0.1333333333333333,0.1333333333333333,0
64,409,0.0,0.0,8.0,8.0,1.0,0.203125,0.390625,375.0,0.171875,0.171875,0
10,410,2.0,1.0,0.0,0.0,0.0,1.8,2.7,2.4,1.2,1.2,0
5,415,2.0,1.0,3.0,0.0,1.0,5.0,3.0,6.0,3.0,3.0,2
14,416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
126,417,209.0,131.0,86.0,29.0,10.0,21.80952380952381,21.80952380952381,25.452380952380956,14.523809523809524,14.523809523809524,2
47,420,0.0,3.0,1.0,1.0,0.0,0.6382978723404256,0.9574468085106383,0.851063829787234,0.425531914893617,0.425531914893617,0
110,423,14.0,2.0,9.0,1.0,0.0,0.990909090909091,1.190909090909091,1.4,0.5909090909090909,0.5909090909090909,0
40,426,1.0,1.0,0.0,0.0,0.0,0.1,0.05,0.15,0.05,0.05,3
43,430,13.0,2.0,5.0,1.0,1.0,2.7906976744186047,2.7906976744186047,3.255813953488372,1.8604651162790695,1.8604651162790695,3
2,431,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
18,434,3.0,0.0,2.0,0.0,0.0,1.4444444444444444,0.8888888888888888,1.3333333333333333,0.8888888888888888,0.8888888888888888,1
9,435,0.0,1.0,2.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0
130,437,18.0,55.0,12.0,30.0,8.0,0.8769230769230769,0.8846153846153846,0.7153846153846154,0.6692307692307692,0.6692307692307692,0
5,439,0.0,0.0,0.0,1.0,0.0,1.2,1.6,1.4,0.8,0.8,1
3,440,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,446,3.0,0.0,3.0,0.0,0.0,1.5,2.4,1.8,0.9,0.9,0
108,448,6.0,15.0,14.0,0.0,0.0,1.9444444444444444,2.9166666666666665,2.592592592592593,1.2962962962962965,1.2962962962962965,1
156,449,34.0,12.0,14.0,15.0,5.0,1.5576923076923077,1.7243589743589745,2.08974358974359,1.0256410256410255,1.0256410256410255,1
15,450,1.0,1.0,0.0,0.0,0.0,0.2666666666666666,0.1333333333333333,0.4,0.1333333333333333,0.1333333333333333,0
11,452,1.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.4545454545454545,0.5454545454545454,0.3636363636363636,0.3636363636363636,2
21,453,2.0,2.0,0.0,0.0,0.0,1.1428571428571428,1.7142857142857142,1.5238095238095235,0.7619047619047619,0.7619047619047619,1
114,457,133.0,127.0,52.0,57.0,0.0,16.31578947368421,16.31578947368421,21.75438596491228,10.87719298245614,10.87719298245614,0
20,458,1.0,0.0,0.0,0.0,1.0,0.1,0.1,0.1,0.05,0.05,2
20,461,0.0,2.0,1.0,0.0,0.0,0.9,0.9,0.75,0.6,0.6,0
181,466,17.0,19.0,17.0,21.0,5.0,2.1878453038674035,3.281767955801105,2.9171270718232045,1.4585635359116025,1.4585635359116025,1
98,472,0.0,4.0,1.0,0.0,0.0,0.1530612244897959,0.0918367346938775,0.1224489795918367,0.0918367346938775,0.0918367346938775,3
1,475,0.0,0.0,0.0,1.0,0.0,6.0,8.0,8.0,4.0,4.0,2
19,480,1.0,2.0,3.0,2.0,0.0,2.526315789473684,3.789473684210526,3.3684210526315788,1.6842105263157894,1.6842105263157894,1
102,481,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.2254901960784313,0.0,0.0,2
55,482,12.0,15.0,2.0,2.0,0.0,2.8181818181818183,2.8181818181818183,2.8181818181818183,1.690909090909091,1.690909090909091,3
13,483,1.0,0.0,0.0,0.0,0.0,0.4615384615384615,0.6923076923076923,0.6153846153846154,0.3076923076923077,0.3076923076923077,2
21,489,7.0,5.0,6.0,2.0,0.0,5.428571428571429,8.142857142857142,7.238095238095238,3.619047619047619,3.619047619047619,3
19,490,0.0,2.0,1.0,5.0,0.0,1.6842105263157894,2.9473684210526314,2.526315789473684,1.263157894736842,1.263157894736842,2
7,491,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0
115,494,48.0,41.0,18.0,2.0,1.0,5.582608695652174,8.373913043478261,7.443478260869565,3.7217391304347824,3.7217391304347824,0
127,496,124.0,87.0,46.0,17.0,5.0,12.960629921259844,12.984251968503935,15.149606299212598,8.645669291338583,8.645669291338583,0
4,501,0.0,1.0,0.0,1.0,0.0,3.0,3.5,3.0,2.0,2.0,1
46,502,12.0,7.0,8.0,6.0,1.0,2.217391304347826,2.9565217391304346,3.695652173913044,1.4782608695652173,1.4782608695652173,3
2,506,0.0,0.0,1.0,0.0,0.0,2.0,1.5,1.5,1.0,1.0,2
8,507,1.0,0.0,0.0,0.0,0.0,0.25,0.25,125.0,125.0,125.0,2
4,508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0
1,510,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0
31,513,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.3225806451612903,0.0,0.0,1
29,514,2.0,3.0,0.0,0.0,0.0,1.0344827586206895,1.5517241379310345,1.3793103448275863,0.6896551724137931,0.6896551724137931,0
31,515,30.0,50.0,34.0,35.0,0.0,23.806451612903224,23.806451612903224,31.741935483870968,15.870967741935484,15.870967741935484,0
19,517,5.0,10.0,3.0,3.0,1.0,4.7368421052631575,3.736842105263158,5.315789473684211,2.631578947368421,2.631578947368421,0
32,518,29.0,22.0,21.0,11.0,2.0,12.8125,17.9375,17.9375,7.6875,7.6875,3
40,519,17.0,12.0,5.0,4.0,0.0,2.85,2.85,3.8,1.9,1.9,1
64,521,29.0,25.0,13.0,7.0,0.0,0.0,0.0,1.140625,0.0,0.0,1
31,522,2.0,4.0,2.0,14.0,0.0,3.5161290322580645,3.5161290322580645,4.935483870967742,2.096774193548387,2.096774193548387,3
48,526,4.0,3.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,0
56,527,22.0,11.0,21.0,180.0,2.0,13.767857142857142,17.732142857142858,21.321428571428573,9.589285714285714,9.589285714285714,1
47,528,19.0,19.0,7.0,8.0,3.0,4.808510638297872,4.76595744680851,5.97872340425532,3.595744680851064,3.595744680851064,0
60,532,6.0,5.0,6.0,2.0,1.0,2.0,2.9833333333333334,2.6666666666666665,1.3333333333333333,1.3333333333333333,0
5,533,3.0,0.0,0.0,0.0,0.0,2.6,2.2,2.2,1.6,1.6,0
43,546,18.0,7.0,13.0,13.0,1.0,3.302325581395349,4.441860465116279,4.441860465116279,2.2093023255813957,2.2093023255813957,2
88,547,93.0,59.0,13.0,1.0,1.0,1.9772727272727275,2.1818181818181817,1.431818181818182,1.1136363636363635,1.1136363636363635,2
116,548,284.0,119.0,75.0,21.0,5.0,17.405172413793103,20.56896551724138,24.78448275862069,8.810344827586206,8.810344827586206,0
53,549,253.0,83.0,36.0,30.0,10.0,15.150943396226417,15.0188679245283,19.358490566037737,8.830188679245284,8.830188679245284,2
60,550,55.0,224.0,33.0,21.0,4.0,0.0,0.0,5.216666666666667,0.0,0.0,2
39,555,18.0,8.0,10.0,11.0,0.0,6.769230769230769,9.025641025641026,9.0,4.512820512820513,4.512820512820513,2
200,568,19.0,14.0,5.0,7.0,0.0,0.39,565.0,605.0,265.0,265.0,2
150,569,223.0,81.0,33.0,67.0,10.0,8.306666666666667,14.446666666666667,9.28,5.0,5.0,1
115,570,74.0,52.0,32.0,55.0,2.0,9.965217391304348,14.94782608695652,13.28695652173913,6.643478260869565,6.643478260869565,3
178,571,19.0,6.0,27.0,13.0,17.0,2.696629213483146,3.146067415730337,3.146067415730337,1.797752808988764,1.797752808988764,0
131,572,131.0,36.0,50.0,8.0,5.0,0.0,0.1297709923664122,0.2595419847328244,0.0,0.0,3
114,573,111.0,96.0,35.0,28.0,10.0,0.0,0.0,2.3859649122807016,0.0,0.0,0
106,575,67.0,45.0,28.0,24.0,0.0,8.783018867924529,11.849056603773583,9.245283018867925,5.858490566037736,5.858490566037736,0
105,576,73.0,34.0,35.0,14.0,0.0,8.761904761904763,11.628571428571428,10.247619047619049,5.866666666666666,5.866666666666666,3
99,577,75.0,351.0,69.0,73.0,15.0,9.171717171717171,16.252525252525253,15.626262626262626,6.858585858585859,6.858585858585859,1
138,578,41.0,43.0,145.0,3.0,1.0,9.608695652173912,11.210144927536232,11.26086956521739,6.405797101449275,6.405797101449275,1
125,579,50.0,327.0,26.0,2.0,5.0,18432.0,27144.0,24688.0,12176.0,12176.0,2
108,580,98.0,70.0,40.0,17.0,5.0,0.0,0.0,2.055555555555556,0.0,0.0,3
96,581,81.0,65.0,33.0,8.0,3.0,11.5625,15.416666666666666,13.489583333333334,7.708333333333333,7.708333333333333,3
128,582,104.0,74.0,51.0,21.0,4.0,11.859375,14.171875,12.34375,7.90625,7.90625,2
125,583,173.0,289.0,94.0,117.0,14.0,12304.0,13.24,17816.0,8192.0,8192.0,3
166,584,99.0,60.0,50.0,28.0,3.0,8.180722891566266,12.066265060240964,10.728915662650602,5.4156626506024095,5.4156626506024095,2
133,585,84.0,43.0,73.0,45.0,0.0,10.962406015037594,14.61654135338346,12.789473684210526,7.30827067669173,7.30827067669173,3
191,586,14.0,19.0,19.0,1.0,14.0,0.2774869109947644,0.1780104712041884,0.6073298429319371,0.1518324607329843,0.1518324607329843,0
56,587,80.0,41.0,24.0,16.0,6.0,4.5,5.285714285714286,6.142857142857143,2.6785714285714284,2.6785714285714284,2
119,588,9.0,15.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0
45,589,22.0,18.0,12.0,3.0,1.0,2.8,3.311111111111111,4.822222222222222,2.0,2.0,2
37,590,0.0,1.0,2.0,1.0,1.0,0.4864864864864865,0.5135135135135135,0.5405405405405406,0.3243243243243243,0.3243243243243243,3
59,591,53.0,10.0,5.0,4.0,1.0,2.4915254237288136,4.0,3.7966101694915255,1.6779661016949152,1.6779661016949152,2
35,592,23.0,29.0,11.0,5.0,0.0,11.657142857142857,17.485714285714284,15.542857142857144,7.771428571428571,7.771428571428571,1
35,593,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,594,7.0,6.0,0.0,0.0,0.0,1.7727272727272727,2.363636363636364,2.9545454545454546,1.181818181818182,1.181818181818182,2
34,595,15.0,49.0,12.0,5.0,0.0,14.294117647058824,16.676470588235293,16.676470588235293,9.529411764705882,9.529411764705882,0
52,596,13.0,4.0,6.0,1.0,1.0,2.3846153846153846,2.4423076923076925,2.5576923076923075,1.4615384615384617,1.4615384615384617,2
28,597,18.0,15.0,2.0,5.0,0.0,5.642857142857143,8.321428571428571,7.285714285714286,4.178571428571429,4.178571428571429,1
35,598,6.0,14.0,6.0,1.0,0.0,3.2857142857142856,3.2857142857142856,3.0,2.0285714285714285,2.0285714285714285,0
49,599,24.0,12.0,9.0,9.0,0.0,4.591836734693878,7.020408163265306,6.387755102040816,3.0816326530612246,3.0816326530612246,1
57,600,34.0,24.0,10.0,6.0,1.0,3.508771929824561,4.175438596491228,4.9298245614035086,2.175438596491228,2.175438596491228,3
74,601,43.0,16.0,22.0,7.0,2.0,2.364864864864865,2.702702702702702,3.45945945945946,1.4594594594594594,1.4594594594594594,1
37,605,3.0,0.0,0.0,0.0,0.0,0.4054054054054054,0.5675675675675675,0.4864864864864865,0.2432432432432432,0.2432432432432432,0
4,608,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,3
65,609,13.0,19.0,43.0,2.0,2.0,2.6,4.2,5.107692307692307,1.5846153846153843,1.5846153846153843,1
24,621,3.0,11.0,2.0,0.0,0.0,2.5,2.0,4.0,1.3333333333333333,1.3333333333333333,2
35,626,1.0,0.0,0.0,0.0,0.0,0.1714285714285714,0.1428571428571428,0.2,0.1142857142857142,0.1142857142857142,0
7,627,0.0,0.0,1.0,0.0,0.0,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.5714285714285714,0
96,634,51.0,45.0,21.0,35.0,4.0,2.7916666666666665,6.979166666666667,5.770833333333333,1.3958333333333333,1.3958333333333333,0
8,636,3.0,1.0,1.0,2.0,0.0,5.25,5.25,5.25,3.5,3.5,3
5,640,2.0,0.0,1.0,1.0,0.0,4.0,3.8,3.2,2.4,2.4,2
57,641,4.0,1.0,21.0,0.0,0.0,0.4561403508771929,0.912280701754386,1.368421052631579,0.4561403508771929,0.4561403508771929,2
29,645,7.0,8.0,1.0,0.0,0.0,0.9655172413793104,1.6551724137931034,2.034482758620689,0.5862068965517241,0.5862068965517241,2
10,661,1.0,0.0,0.0,0.0,1.0,0.8,0.6,0.8,0.4,0.4,1
126,663,36.0,188.0,32.0,27.0,23.0,11.27777777777778,6.809523809523809,13.523809523809524,6.76984126984127,6.76984126984127,3
50,664,10.0,9.0,9.0,32.0,3.0,6.0,4.86,4.84,3.6,3.6,1
33,666,15.0,26.0,7.0,14.0,0.0,6.727272727272728,9.909090909090908,8.303030303030303,5.0,5.0,1
23,668,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1739130434782608,0.0,0.0,1
34,669,0.0,1.0,2.0,0.0,0.0,0.1176470588235294,0.3823529411764705,0.2352941176470588,0.0588235294117647,0.0588235294117647,2
71,670,5.0,8.0,1.0,0.0,0.0,1.1830985915492958,1.380281690140845,1.5774647887323945,0.7887323943661971,0.7887323943661971,1
90,671,73.0,90.0,28.0,48.0,0.0,13.333333333333334,13.333333333333334,17.4,8.88888888888889,8.88888888888889,2
12,672,2.0,0.0,2.0,2.0,0.0,2.5,2.333333333333333,2.083333333333333,1.6666666666666667,1.6666666666666667,0
64,673,25.0,32.0,4.0,9.0,3.0,2.28125,1375.0,2.28125,1.140625,1.140625,3
3,677,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3
17,682,0.0,1.0,0.0,0.0,0.0,0.1176470588235294,0.1764705882352941,0.0588235294117647,0.0588235294117647,0.0588235294117647,3
12,685,0.0,1.0,1.0,0.0,0.0,0.0,0.0833333333333333,0.3333333333333333,0.0,0.0,0
52,688,43.0,38.0,11.0,12.0,7.0,10.403846153846152,13.846153846153848,11.076923076923077,6.865384615384615,6.865384615384615,2
10,692,16.0,5.0,7.0,3.0,1.0,15.2,18.0,16.8,10.2,10.2,3
48,693,31.0,32.0,18.0,6.0,2.0,2.708333333333333,3.0,2.1666666666666665,1.6666666666666667,1.6666666666666667,3
127,694,50.0,230.0,31.0,31.0,3.0,0.0,0.0,2.7007874015748032,0.0,0.0,0
67,699,64.0,74.0,27.0,11.0,0.0,3.582089552238806,3.9402985074626864,5.656716417910448,2.2686567164179103,2.2686567164179103,3
7,701,2.0,8.0,1.0,1.0,0.0,7.428571428571429,6.857142857142857,6.857142857142857,5.428571428571429,5.428571428571429,2
17,705,0.0,1.0,0.0,0.0,0.0,0.3529411764705882,0.5294117647058824,0.4705882352941176,0.2352941176470588,0.2352941176470588,2
25,707,6.0,0.0,4.0,2.0,0.0,2.8,3.28,3.76,1.84,1.84,1
70,712,2.0,7.0,4.0,1.0,0.0,1.2,1.8,1.6,0.8,0.8,3
31,715,4.0,2.0,2.0,0.0,1.0,1.1612903225806452,0.8709677419354839,1.1612903225806452,0.5806451612903226,0.5806451612903226,1
8,716,1.0,1.0,0.0,0.0,0.0,0.75,875.0,875.0,0.5,0.5,0
16,717,1.0,1.0,1.0,1.0,1.0,1125.0,0.75,1125.0,0.75,0.75,0
159,718,11.0,8.0,11.0,4.0,1.0,1.2830188679245282,1.9245283018867925,1.7106918238993711,0.8553459119496856,0.8553459119496856,3
103,719,11.0,12.0,7.0,1.0,0.0,0.0,0.0,0.8446601941747572,0.0,0.0,0
24,724,1.0,2.0,1.0,1.0,0.0,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.5,0.5,3
10,727,1.0,0.0,0.0,0.0,0.0,0.3,0.5,0.6,0.2,0.2,2
49,730,18.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
26,736,19.0,18.0,8.0,7.0,0.0,10.153846153846152,10.153846153846152,13.538461538461538,6.769230769230769,6.769230769230769,1
19,737,0.0,1.0,2.0,2.0,0.0,1.5789473684210529,2.1052631578947367,2.1052631578947367,1.0526315789473684,1.0526315789473684,2
13,738,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.0,0.0,0
23,739,0.0,1.0,1.0,0.0,0.0,0.5217391304347826,0.6086956521739131,0.5217391304347826,0.3478260869565217,0.3478260869565217,1
4,744,3.0,1.0,0.0,0.0,0.0,5.5,8.5,7.0,3.5,3.5,2
4,745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,746,17.0,24.0,2.0,1.0,0.0,0.0,0.2121212121212121,0.2727272727272727,0.0,0.0,3
16,750,5.0,1.0,1.0,1.0,0.0,1.9375,2375.0,2.5,1375.0,1375.0,1
11,752,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,754,6.0,1.0,1.0,0.0,1.0,3.0,6.0,12.0,3.0,3.0,1
117,756,9.0,8.0,3.0,0.0,3.0,0.1965811965811965,0.1965811965811965,0.1965811965811965,0.1965811965811965,0.1965811965811965,2
22,757,0.0,1.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0909090909090909,0.0,0.0,0
24,763,1.0,0.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.2916666666666667,0.1666666666666666,0.1666666666666666,3
1,764,1.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,3.0,3.0,1
44,780,66.0,79.0,29.0,61.0,0.0,27.818181818181817,27.818181818181817,37.09090909090909,18.545454545454547,18.545454545454547,3
13,781,16.0,17.0,4.0,5.0,0.0,18.0,18.0,24.0,12.0,12.0,3
5,788,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,3
49,789,52.0,29.0,10.0,12.0,1.0,12.73469387755102,19.10204081632653,16.979591836734695,8.489795918367347,8.489795918367347,3
2,790,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
17,792,5.0,11.0,4.0,6.0,0.0,9.117647058823527,9.117647058823527,7.529411764705882,6.0588235294117645,6.0588235294117645,2
72,793,15.0,8.0,7.0,1.0,0.0,1.7222222222222223,1.2916666666666667,2.138888888888889,1.2916666666666667,1.2916666666666667,3
41,794,7.0,34.0,8.0,0.0,0.0,2.3902439024390243,1.195121951219512,3.5853658536585367,1.195121951219512,1.195121951219512,1
12,796,0.0,0.0,0.0,1.0,0.0,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.0833333333333333,0.0833333333333333,1
12,798,1.0,2.0,0.0,0.0,0.0,0.25,0.3333333333333333,0.75,0.25,0.25,2
62,802,1.0,4.0,2.0,1.0,0.0,0.4677419354838709,0.5967741935483871,0.6774193548387096,0.2580645161290322,0.2580645161290322,0
68,823,6.0,2.0,1.0,0.0,0.0,0.5294117647058824,0.2647058823529412,0.5294117647058824,0.2647058823529412,0.2647058823529412,3
14,824,3.0,2.0,1.0,0.0,0.0,0.0,0.4285714285714285,0.9285714285714286,0.0,0.0,3
51,830,7.0,4.0,5.0,3.0,0.0,1.4901960784313726,1.862745098039216,1.5490196078431373,1.1176470588235294,1.1176470588235294,3
3,832,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3
3,833,1.0,0.0,0.0,1.0,0.0,2.0,3.0,2.6666666666666665,1.3333333333333333,1.3333333333333333,3
3,849,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0
26,852,6.0,2.0,3.0,1.0,0.0,0.8461538461538461,1.2692307692307692,1.2692307692307692,0.8461538461538461,0.8461538461538461,1
21,862,5.0,4.0,2.0,0.0,0.0,1.5714285714285714,1.0476190476190477,2.095238095238096,1.0476190476190477,1.0476190476190477,0
25,878,5.0,1.0,2.0,6.0,0.0,2.88,3.84,3.36,1.92,1.92,2
1,890,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
34,891,20.0,19.0,6.0,12.0,0.0,9.529411764705882,9.529411764705882,12.705882352941176,6.352941176470588,6.352941176470588,2
16,898,1.0,2.0,1.0,0.0,0.0,1.5,2.25,2.0,1.0,1.0,0
